,max_E,min_E
ACGS,1.262955581985043e-05,1.2629555818660414e-05
UAGPT3,1.223219318007423e-05,1.2231586683951954e-05
UHGADA,1.2450701534467302e-05,1.2450685803029802e-05
GLUTRR,1.215812136121123e-05,1.2158121359158286e-05
DB4PS,1.2124242763082897e-05,1.2124160717580238e-05
CDPMEK,1.1246098978622264e-05,1.1246098733260324e-05
GLUR_reverse,8.119527649165601e-06,8.117858495816822e-06
MECDPDH5,1.0630670169177165e-05,1.0630670169173092e-05
PSP_L,8.053608717613815e-06,8.053608716864534e-06
APRAUR,1.112541545801507e-05,1.1125415453161784e-05
ALAR,1.012077115010599e-05,1.012077105801048e-05
DHPPDA2,1.112541545801507e-05,1.1125415453160414e-05
UAMAGS,8.906906816661232e-06,8.906906776035268e-06
BTS5,7.64790941886547e-06,7.647909418861165e-06
U23GAAT,7.70835181915237e-06,7.708351819004893e-06
DTMPK,6.841432777065006e-06,6.841432765321828e-06
SDPDS,7.077965699502821e-06,7.077960757615539e-06
RPI_reverse,7.165590671133265e-06,7.164042443371705e-06
SHCHF,6.483169481600217e-06,6.483169481597595e-06
TMPK,6.7287824970824885e-06,6.728782294368626e-06
ASPO6,6.475969444432299e-06,6.475968660317879e-06
SHCHD2,6.483169481600109e-06,6.483169481597595e-06
CPPPGO,6.058411919667174e-06,6.058044823223359e-06
DPCOAK,4.714318773204119e-06,4.7143186343783835e-06
DASYN160,6.018093394876319e-06,6.0180933875431004e-06
PTPATi,4.325368002550351e-06,4.325367875178311e-06
OCTDPS,5.18023844590708e-06,5.180238327144928e-06
DASYN161,6.001930657326845e-06,6.001930654492978e-06
ADCS,3.588638752964553e-06,3.588638709020675e-06
DXPRIi,6.21563668994541e-06,6.215636539919202e-06
S2FE2SS,4.1486395308194785e-06,4.148639529337982e-06
UAPGR,4.8403856165761075e-06,4.840385615644833e-06
THZPSN3,3.323118110401303e-06,3.323116637938406e-06
MEPCT,3.3797967085982036e-06,3.3797953444639274e-06
LPADSS,3.137975361324578e-06,3.1379753612464008e-06
CHRPL,3.602588750340127e-06,3.6025887503379345e-06
PAPPT3,3.132514363051317e-06,3.1323590468470848e-06
MOAT,3.0859915400185593e-06,3.0859915399434372e-06
MOAT2,3.0859915400185593e-06,3.0859915399434372e-06
PMEACPE,2.8203591490001674e-06,2.8203591490001674e-06
NNATr,2.632600547417823e-06,2.632572475393357e-06
UDCPDPS,2.2112640698903344e-06,2.2112640698903344e-06
UPP3S,2.453374361105293e-06,2.453356244159959e-06
NADK,2.6187762415766536e-06,2.618776055566985e-06
PMPK,2.527112668273892e-06,2.5271125200291523e-06
AGPAT161,2.5537915538383193e-06,2.5537915502097805e-06
SCYSDS,1.561609491697371e-06,1.5615936781219532e-06
UPPDC1,2.138219332850046e-06,2.1382193320072874e-06
FESR,1.926558909953089e-06,1.9265588347116443e-06
AGPAT160,2.5490819798823697e-06,2.549081979600764e-06
DPR,1.6967210356804798e-06,1.696721035679695e-06
S2FE2SS2,1.3969854852982027e-06,1.3969854850569688e-06
ADCL,1.7823985693537892e-06,1.7755616035578105e-06
