,max_E,min_E
KARA1_reverse,0.004067504389028124,0.004067504388974449
NADH16pp,0.023266535201809175,0.02326653136075024
KARA2,0.004144673549157345,0.004144673549077861
FBA,0.008365135732073228,0.008365135731562365
GHMT2r,0.00297294279468445,0.002972942794102567
CBPS,0.005569675773168132,0.005569675772986643
CYTBO3_4pp,0.002261505102162383,0.0022615051021019216
SHGO,0.002525534537403595,0.0025255345372051864
SERA,0.001896608406946577,0.0018966084067994487
GND,0.0022630139500088905,0.002262959919688474
GLCptspp,0.0017543859649122805,0.001754374810323041
PGM_reverse,0.0018687795841757714,0.0018687592278467972
ATPS4rpp,0.001782932051434512,0.0017829316403917413
GAPD,0.0014446921712509219,0.0014446877549196661
ENO,0.0017534120052274736,0.0017534120051757949
PSERT,0.0016314386087619578,0.001631438608608243
AKGDH,0.001383633764802449,0.0013836337645657156
IMPD,0.001391057934875331,0.0013910579343065826
ASAD_reverse,0.001343804510821365,0.0013438045106576428
METAT,0.0012424743387501494,0.0012424743385536666
THRS,0.001268449604838679,0.001268449604542078
CS,0.001212373271171871,0.001212373271013703
PGK_reverse,0.0011892555944726312,0.001189255594280425
ACONT,0.0007446576608688732,0.0007446576607767881
ASPTA_reverse,0.0012011882871639313,0.0012011735836688327
IPMD,0.0007189957703857328,0.0007189957703645938
THDPS,0.0009142679573002872,0.0009142672406403066
PRFGS,0.000895442965267285,0.0008954429652531152
ARGSS,0.0010431068145262535,0.0010431068145037039
ADSS,0.0008497408003528762,0.0008497408000243603
PRPPS,0.0007900144603414939,0.0007899910321209181
TALA,0.000719285994631271,0.000719285994358988
OPMEACPS,0.0007025517421581185,0.0007025517421578695
PRASCSi,0.0006834544648196894,0.0006834509119028618
GLNS,0.0006773048294775791,0.0006773048294338431
ICDHyr,0.0006298196604990037,0.0006297968450626807
IMPC_reverse,0.0006154815087265183,0.0006154815087168693
SUCDi,0.0006504517164642602,0.0006504517160765521
AICART,0.000615481508730444,0.0006154815087179484
RHCCE,0.0005737654722960532,0.0005737654722960578
IPPS,0.0005108349516963257,0.0005108308926227041
HACD1,0.0005038518744624253,0.0005038518743596722
GF6PTA,0.0005685345443355637,0.0005685345442015959
HACD4,0.0005068348911000419,0.0005068347310415875
HACD3,0.0004935080586830279,0.0004935080586781599
PGI,0.0005305393872892788,0.0005305393871756475
HACD2,0.0005005665710735506,0.0005005665710918109
HCO3E,0.0005954282286339643,0.0005954282286216006
HACD6,0.0004848538221978277,0.0004848538222128134
HACD5,0.0004859534299958079,0.00048595026605844754
AACPS4,0.00048349391657745514,0.00048349391641818053
HACD7,0.00044427723661186945,0.0004442772365693795
ECOAH1,0.0004528394040423825,0.00045283940394638125
ECOAH4,0.0004694910353776821,0.00046949072311381924
AMPMS2,0.0004466454444605373,0.0004466454444603752
GLUDy_reverse,0.0004445080571047449,0.00044450805706293774
GLUTRS,0.0004221872296447757,0.0004221872295750368
ECOAH7,0.00041238462694451254,0.00041238414909122744
ECOAH5,0.0004339797284782073,0.0004339797284683992
ECOAH3,0.00044281786992834667,0.0004428178684729379
GTPCI,0.000410900993242132,0.0004109009932419991
GMPS,0.00041743744403520465,0.0004174374437176176
ECOAH6,0.00041719264598285834,0.0004171926459326307
ECOAH2,0.00040287589435691206,0.0004028758047133219
TKT1,0.00040265663932275624,0.0004026566391940491
ADK1,0.0003950923232212276,0.00039509209086256876
PTAr,0.00038407235792377087,0.00038406480003676024
NDPK1,0.0003947553740300443,0.0003947553739584173
SDPTA_reverse,0.0003893789230647405,0.0003893745081532285
AACPS3,0.0003901722443666901,0.00039017224422792856
MTHFR2,0.00037449444507097103,0.00037449444505496197
MOHMT,0.0003766157601619343,0.00037661563210869445
ALATA_L_reverse,0.0003860619229086664,0.0003860619227711838
G1SAT,0.00035589962739049824,0.0003558996273179982
DHORTS_reverse,0.00037377071163895273,0.00037376798839034066
PRAIS,0.0003267346180826893,0.0003267329204064839
EGMEACPR,0.0003675889920270033,0.000367588992026873
G6PDH2r,0.0003475507333561614,0.000347544157409371
KDOPS,0.00032974360491480506,0.00032974360490747
EPMEACPR,0.0003675889920270033,0.000367588992026873
VALTA_reverse,0.00032442224073332595,0.00032442224073332595
ILETA_reverse,0.00032132630890788726,0.00032132630889987603
METS,0.00031328918504635255,0.0003132860881734902
SULR,0.0003207746039337432,0.0003207668089503947
OGMEACPD,0.00030640321141863717,0.00030640321141852896
ADSL1r,0.0003052771494135466,0.00030527714928242405
ORPT_reverse,0.0003092808104180591,0.0003092785570353761
OPMEACPD,0.00030640321141863717,0.00030640321141852896
OPMEACPR,0.0002975100121212093,0.000297509904593059
3OAR140,0.0003027958451204372,0.0003027958451204372
ADSL2r,0.0003044870282607531,0.0003044870227508187
CYSTL,0.0002821553670726948,0.00028215517993158626
RBFSa,0.0002851845411162916,0.0002851845409918844
OGMEACPR,0.0002975099045931641,0.000297509904593059
ACACT3r,0.0002927930599183158,0.0002927914782958145
ATPPRT,0.00028433888567326224,0.0002843338448120973
SUCOAS_reverse,0.0002943116310591933,0.00029431163097548606
ACOTA_reverse,0.0002820230321373501,0.0002820230321119375
TRPS1,0.00027842633355506553,0.0002784183451406129
HISTD,0.0002788523026120857,0.00027885230259355043
ARGSL,0.00026775192677575677,0.0002677519267718045
NADS1,0.0002762109578467916,0.00027621095765744405
PFK,0.0002665605057856436,0.00026656012592028917
ACCOAC,0.00026120625248257564,0.00026120625242140083
AACPS7,0.00025769745081697125,0.0002576974506342552
ANS,0.0002642348965043945,0.0002642268484538162
CAT,0.0002567949962839112,0.00025679499622105565
ASPCT,0.00023318537767324317,0.0002331853776671864
ACOAD1fr,0.0002567567465175473,0.000256756746351784
GCALDD,0.0002306718073691762,0.00023067180736919635
ACACT2r,0.00023014816203721192,0.00023014816192203327
TRDR,0.00022722576831752162,0.00022722328825966335
ACACT4r,0.0002469389513145544,0.00024693755311652233
PGAMT_reverse,0.00022224661934984178,0.00022224013781227045
ACACT7r,0.0002225051301066929,0.00022250496345040187
HSTPT,0.00022360434348264204,0.00022360434346730882
IPPMIa_reverse,0.0002179611187996919,0.00021795909575292156
ACHBS,0.00022079937578223797,0.00022079937577747021
PPC,0.00021492386302252356,0.00021492364625978408
PANTS,0.00021071677730380862,0.00021071677730398618
ACACT5r,0.00021158198680287993,0.00021158068566420955
PAPSR,0.00021285854986711442,0.00021285854970922173
DHDPS,0.00020867151539191354,0.00020867151538510014
PRAGSr,0.00020364572418407067,0.00020364466602703645
PDH,0.0002073386457148409,0.00020733864570850568
IGPDH,0.00019871117115638463,0.00019871117114549723
ACACT6r,0.00019927021270032568,0.0001992702126937725
ICYSDS,0.00019897610318270702,0.00019897296764104594
HISTP,0.00019871117115912346,0.00019871117114549723
LEUTAi,0.00020226819687843526,0.00020226819687246331
OGMEACPS,0.0001950677659959738,0.0001950677619244468
ACGK,0.00018925744331304425,0.00018925295863696595
PGL,0.00019082713317489867,0.00019082352253971239
TYRL,0.00019781394998289421,0.00019776746720736894
NDPK2,0.00017870988007415934,0.00017868287795266916
ACLS,0.00018478253559668916,0.00018478245881626236
PYK,0.0001804057409541848,0.00018040540993879004
CTPS2,0.00017434727029407086,0.0001743472702330387
OCBT,0.00016931720593367844,0.00016931608733488748
IPPMIb_reverse,0.00018846855275442403,0.0001884670551903463
SHK3Dr,0.00017321543099572126,0.00017321297543033116
ACACT1r,0.00015800860167738718,0.00015800860160010332
TKT2,0.0001667618468550248,0.0001667618467777048
PPA,0.0001620593051648404,0.0001620592228583162
3OAS140,0.00015521563478964603,0.00015521550511681935
UMPK,0.00015858248521286234,0.00015858248513829
DHDPRy,0.0001507778251692012,0.00015077782516483134
PSCVT,0.0001655452830100483,0.0001655451384932039
PHETA1_reverse,0.00014511445125365107,0.0001451144512538698
SADT2,0.00015101307789132192,0.00015101286501834825
G5SD,0.00013944821621150491,0.00013944821616057723
TYRTA_reverse,0.00013917852070378632,0.00013917818544151588
HSST,0.00013601860505041595,0.00013601714002812383
PPNDH,0.0001317097818299264,0.0001317097818168295
ANPRT,0.0001279393051669093,0.00012793907912109957
MCOATA,0.00012855897527515528,0.00012855897527527883
THRD_L,0.00012784924860311238,0.00012784924859851954
APG3PAT161,0.0001226572587022916,0.00012265725830994462
SHSL1,0.0001265503398671694,0.00012654897682518767
AIRC3_reverse,0.00012120611526377436,0.00012119585630679528
CYSS,0.00012114910618724105,0.00012114910617783218
NDPK3,0.0001151408526213365,0.00011513853385770791
IGPS,0.00011134183959534135,0.00011134183958499464
PRAIi,0.00011134183959534135,0.00011134183958499464
ACPPAT160,0.0001058155858475984,0.0001058155856000174
IG3PS,0.0001048085815487039,0.0001048067234628389
5DOAN,0.00010843424792048385,0.00010843424792048385
ACODA,9.533504388158852e-05,9.533504387447713e-05
ASNS2,9.201473960185673e-05,9.201473954860182e-05
AGPR_reverse,8.768255867918738e-05,8.768255866990535e-05
MECDPS,8.875848400992373e-05,8.875848213216425e-05
CHORM,7.868153690744118e-05,7.86813626702986e-05
DAPDC,7.839449406996124e-05,7.839353323089075e-05
SHKK,8.487337865195559e-05,8.48733786475876e-05
MTHFD,7.829854137224279e-05,7.82985413429911e-05
UAGCVT,7.468394484908579e-05,7.46802418726628e-05
MTHFC,7.82985413897985e-05,7.829854134160933e-05
GLUPRT,8.209881392884476e-05,8.209838735486975e-05
DDPA,7.333534301903172e-05,7.333534301585064e-05
AHCYSNS,7.196822818198294e-05,7.196822818198352e-05
OMPDC,7.187018107700493e-05,7.186962519676563e-05
RBFSb,6.897246010764101e-05,6.897246007755288e-05
HSDy_reverse,6.920769399622548e-05,6.920769398290698e-05
GLU5K,6.833881207428467e-05,6.833881205017338e-05
CHORS,7.027762077847882e-05,7.027762077492046e-05
MPTG,6.77147972648179e-05,6.77147972538012e-05
PSD160,6.772754479440529e-05,6.772754479238457e-05
PSD161,6.77011056455561e-05,6.770110564231107e-05
ACPPAT161,6.275202598892694e-05,6.275202582068093e-05
RNTR2c2,6.37411887268486e-05,6.374118868672469e-05
FUM,6.373325394035405e-05,6.373325393156483e-05
FLDR2,5.9039955795961984e-05,5.903995579575476e-05
BPNT,6.0494883030737446e-05,6.0494883026616204e-05
ASPK,5.854266347650364e-05,5.8542656784943844e-05
UAGAAT,5.800581150050629e-05,5.800581150050629e-05
G1PACT,5.748415457669108e-05,5.748415457156137e-05
UAGDP,5.748415457669108e-05,5.748415457156137e-05
RNTR3c2,5.5348280932631324e-05,5.532361130502543e-05
PPBNGS,5.240223468824472e-05,5.240223467778047e-05
MCTP1App,5.294150224413935e-05,5.293904056682933e-05
APG3PAT160,5.4809723487743744e-05,5.4809723350967215e-05
PPND,5.2231565979775066e-05,5.2231565970801734e-05
TMPPP,5.078146688011619e-05,5.0781466880097904e-05
ADSK,4.968830590497818e-05,4.968830590127115e-05
KDOCT2,5.0627592567180486e-05,5.062716904466796e-05
HSK,4.470378203575265e-05,4.470378202405361e-05
MDH,4.536616435969042e-05,4.536470022586024e-05
PRMICI,4.880401217799433e-05,4.880401217513676e-05
PSSA160,4.4451580393102656e-05,4.445158039180355e-05
PSSA161,4.366049726170311e-05,4.3660497258809e-05
PPNCL2,3.862364228421215e-05,3.8623642284224916e-05
CTECOAI7_reverse,4.307839819391727e-05,4.3078398185204335e-05
RNTR1c2,3.7758861424827296e-05,3.774232017887307e-05
PFL,4.30847982812605e-05,4.308479819300686e-05
ACKr_reverse,3.8201623685489405e-05,3.820162368306517e-05
P5CR,3.8473690200919335e-05,3.8473690184341e-05
PPCDC,3.8623642284160854e-05,3.8623642284153474e-05
SERAT,3.778221292884014e-05,3.778221292470879e-05
DHQS,3.7593883665083426e-05,3.759388366296511e-05
QULNS,3.7474568374721136e-05,3.747456758849108e-05
UAAGDS,3.6665988184591605e-05,3.6665988178168134e-05
ALAALAr,3.66532908671142e-05,3.66532908671142e-05
CYTK1,3.6931638392525125e-05,3.693151275840657e-05
FADRx,3.7462515048140186e-05,3.7462467152849534e-05
NNDPR,3.21056466348675e-05,3.210564449364285e-05
GTHOr,3.515840606257469e-05,3.5097461627204066e-05
DXPS,3.448493453906363e-05,3.448493453905091e-05
DHQTi,3.510971149925778e-05,3.5109711497285295e-05
UDCPDP,2.9372639266076146e-05,2.9371182913028606e-05
G3PD2_reverse,2.9422536686447606e-05,2.9422536621242136e-05
DHAD1,2.6996596092495026e-05,2.6996596092068027e-05
DAPE,2.639850220008823e-05,2.639850220008823e-05
DHAD2,2.7104364558431775e-05,2.7104364557905673e-05
GK1,2.7036825215175463e-05,2.7036825185328756e-05
NDPK6,2.924668219655184e-05,2.924668217851835e-05
ASP1DC,2.63581016593264e-05,2.6358092039296355e-05
HMBS,2.2981959603662454e-05,2.2981959599787888e-05
DUTPDP,2.2793262710390914e-05,2.279326268290402e-05
DHFS,2.61349952653467e-05,2.6134995265342553e-05
AIRC2,2.270599332849357e-05,2.2705993328124734e-05
FACOAE120,2.2376749929470035e-05,2.2376749919564927e-05
NDPK4,2.2625742042677617e-05,2.2621482621544677e-05
FACOAE160,2.2425885640153258e-05,2.242588563460107e-05
TMDS,2.1328425773691057e-05,2.132701500619522e-05
UAMAS,2.1062912692484323e-05,2.1062912688974364e-05
FACOAE161,2.212923323281083e-05,2.2129233230544657e-05
DHFR,1.9574400409257098e-05,1.9574203833444185e-05
PRAMPC,1.939168653344328e-05,1.9391321582521593e-05
IPDPS,1.9115850386824976e-05,1.9115849924455243e-05
DHPS2,2.026495179644032e-05,2.0264951367305286e-05
PRATPP,1.939166536499127e-05,1.9391321582523124e-05
DBTS,1.910756864360342e-05,1.9107568236141936e-05
RPE,1.855482901156908e-05,1.855482891339236e-05
GARFT,1.8394779850182732e-05,1.839477983545991e-05
TDSK,1.8347793638831996e-05,1.834779363843438e-05
AMAOTr,1.87339745326334e-05,1.8733974111424395e-05
PNTK,1.7961036376093943e-05,1.7961036376017758e-05
USHD,1.8205474986333705e-05,1.8205474985905306e-05
ACOAD3f_reverse,1.7650255244532323e-05,1.7650255208187996e-05
ACOAD6f_reverse,1.7659763403975622e-05,1.7659763381484404e-05
ACOAD4f_reverse,1.7650647242321237e-05,1.765025520810298e-05
ACOAD5f_reverse,1.7650255226955078e-05,1.7650255207640914e-05
ACOAD7f_reverse,1.760489382696422e-05,1.7604893388924392e-05
ACOAD2f_reverse,1.7650255248436166e-05,1.765025520798949e-05
A5PISO,1.6982518142307205e-05,1.698251814181739e-05
FMNAT,1.703078597060987e-05,1.703078595899636e-05
RBFK,1.7030786140717703e-05,1.703078595899636e-05
GTPCII2,1.6059812555190288e-05,1.605981254907713e-05
KDOPP,1.5398000908680656e-05,1.539800090833576e-05
UGMDDS,1.6306534186784192e-05,1.6306534184193508e-05
AOXSr2,1.646187133848447e-05,1.6461870977425298e-05
DMATT,1.474307090532432e-05,1.4743070905319252e-05
GRTT,1.474307090532432e-05,1.4743070905319252e-05
RNDR4b,1.3526801277606265e-05,1.352680125252581e-05
HPPK2,1.4958550437677561e-05,1.4958550117938175e-05
GRXR,1.4254375863410684e-05,1.425290458356267e-05
TPI,1.35173447721237e-05,1.3517325301015213e-05
