,max_E,min_E
MOHMT,0.0003941488675033788,0.0003941473090042031
DHORTS_reverse,0.00039116710604057014,0.00039116710581484657
MTHFR2,0.00039192737949074273,0.00039192737945846224
EPMEACPR,0.00038470047357308046,0.00038470047357238115
G1SAT,0.0003724701754576055,0.00037246696213215374
KDOPS,0.0003450935344395996,0.00034509336165276376
TKT1,0.00037440699283052616,0.00037440402792132113
PRAIS,0.0003419427986194843,0.00034194252803651764
VALTA_reverse,0.0003395242848795632,0.0003395242848795632
ILETA_reverse,0.00033628423582209954,0.0003362842356171915
SULR,0.000335698690672061,0.0003356986698614939
G6PDH2r,0.0003280744592181315,0.0003280726569143825
ORPT_reverse,0.00032367694181368906,0.0003236756538908119
METS,0.000327869737962926,0.0003278697379359215
OGMEACPD,0.00032066645926220443,0.00032066645926162346
OPMEACPD,0.00032066645926220443,0.00032066645926162346
ADSL1r,0.0003194879785250332,0.0003194879782783378
ADSL2r,0.00031866107089608135,0.0003186610708960654
3OAR140,0.0003168934059637743,0.0003168911679619177
OPMEACPR,0.00031135917848693404,0.0003113591638268008
OGMEACPR,0.0003113591638273649,0.0003113591638268008
ACACT3r,0.0003064210922387678,0.0003064209659051234
RBFSa,0.0002984620671910718,0.00029846004737557423
PTAr,0.000301451741250472,0.0003014449631406966
ATPPRT,0.0002975750263314495,0.0002975697507934105
ACOTA_reverse,0.0002951513684162562,0.00029515136841633233
CYSTL,0.0002952898636603849,0.0002952896385331265
HISTD,0.0002918333582104072,0.00029183303959399916
TRPS1,0.00029138724148399165,0.0002913788811690082
NADS1,0.00028907182115562154,0.00028906873851614127
HCO3E,0.0002842722773525869,0.000284271167834254
ARGSL,0.00028021593481700777,0.00028021593481700777
ANS,0.0002765346962221301,0.00027652676205131325
ACCOAC,0.00027336685331404517,0.0002733655555143097
AACPS7,0.00026969536589075967,0.00026969240918172255
CAT,0.00026874895281413523,0.00026874895272423736
ACOAD1fr,0.0002687089226569101,0.00026870877031780926
ACACT4r,0.0002584326401241207,0.00025843263994585104
ACACT2r,0.00024086337534998163,0.00024086164282317513
PFK,0.00026773285039543735,0.0002677326552198483
ASPCT,0.0002440405065561616,0.00024404029273057318
TRDR,0.0002378032601954837,0.00023780066442057686
HSTPT,0.00023401325584201872,0.00023401325581153725
ACACT7r,0.00023286424348931446,0.0002328628734114786
PGAMT_reverse,0.00023258554558926091,0.00023258554558926091
IPPMIa_reverse,0.0002281056915060744,0.00022810521853012158
ACHBS,0.000231078003010095,0.00023107771524309272
PPC,0.00022492897568732073,0.00022492768864266853
ACACT5r,0.00022143125154999103,0.00022142970879877007
PAPSR,0.0002227672392774741,0.00022276480780171462
PANTS,0.00022052577081795328,0.0002205257659417595
PRAGSr,0.0002131244438076455,0.00021312444380769494
DHDPS,0.0002183854483768193,0.00021838529589007647
ACACT6r,0.00020854773297934208,0.00020854635708086202
LEUTAi,0.0002116840201720615,0.00021168389917340004
ICYSDS,0.00020823855682744922,0.00020823527510315749
HISTP,0.00020796147168601013,0.0002079612918283043
OGMEACPS,0.00020414828939930226,0.000204148279787315
IGPDH,0.0002079620075284961,0.00020796129182838274
TYRL,0.00020702230456294288,0.00020702230443122514
PDH,0.0002018720639205573,0.00020187184595201154
IPPMIb_reverse,0.00019724082072725314,0.00019724030631259915
ACGK,0.00019806308305786736,0.00019806279402219962
ACLS,0.00019338418984109928,0.00019338418983256287
CTPS2,0.00018246422821973005,0.00018246323714666228
SHK3Dr,0.0001812764208128656,0.0001812761402606667
OCBT,0.0001771978498689872,0.00017719784975615133
PGL,0.00018013380812481535,0.00018013244853648413
NDPK2,0.00018703005737614236,0.0001870271886823566
PSCVT,0.00017325136105083354,0.00017325136105081256
PYK,0.00016927432603916858,0.00016927350133468232
PPA,0.00016960326015674358,0.00016960317401328243
ACACT1r,0.00016536399414388928,0.00016536383384289994
UMPK,0.00016596588273730511,0.0001659642545133023
3OAS140,0.00016244131716491105,0.00016244087722770426
SADT2,0.00015804282458182443,0.00015804260178619057
DHDPRy,0.00015779673087213566,0.00015779662069121612
TKT2,0.00014800202341071046,0.00014799965285131988
PHETA1_reverse,0.00015191383148288075,0.00015186961342807253
G5SD,0.0001459405135557215,0.0001459396117930812
TYRTA_reverse,0.0001456594175678879,0.0001456570109868477
HSST,0.00014235035029542748,0.00014234881706945884
PPNDH,0.00013784129184971248,0.00013784094882632534
ANPRT,0.0001338985594655104,0.00013389471772512653
MCOATA,0.0001345446034235671,0.0001345434704057486
THRD_L,0.0001338009026002809,0.00013380070553943373
SHSL1,0.00013244009867048864,0.00013243990535818578
AIRC3_reverse,0.0001268375939636954,0.00012683759396369537
APG3PAT161,0.0001283670255277318,0.00012836702475859462
NDPK3,0.00012053100987728547,0.00012050072622848161
PRAIi,0.00011652821038800199,0.00011652486702767387
CYSS,0.0001267886676118243,0.00012678865610746544
IGPS,0.00011652821038800199,0.00011652486702767387
5DOAN,0.0001134819252787275,0.00011348192527870684
ACPPAT160,0.00011074136303812533,0.00011073651196214404
IG3PS,0.00010968553745892897,0.00010968553744602958
ASNS2,9.629870026052763e-05,9.629780414162746e-05
ACODA,9.977309125935278e-05,9.97729456597544e-05
MECDPS,9.289024323126328e-05,9.289024114006407e-05
AGPR_reverse,9.176500745239391e-05,9.176423281418751e-05
GLUPRT,8.592011507436069e-05,8.592011507184464e-05
SHKK,8.882428383544762e-05,8.882428382688799e-05
FUM,8.412014028984063e-05,8.411933529594781e-05
CHORM,8.234420825454777e-05,8.23440259014053e-05
DAPDC,8.204380340465277e-05,8.204279783419377e-05
MTHFD,8.19439873155138e-05,8.194317838646201e-05
UAGCVT,7.815665063035511e-05,7.815665060329802e-05
MTHFC,8.194396255609663e-05,8.194338400490703e-05
DDPA,7.674921292469007e-05,7.67491459203788e-05
AHCYSNS,7.531839109520991e-05,7.531839109521036e-05
OMPDC,7.521526398653117e-05,7.521519808363577e-05
CHORS,7.354908493738308e-05,7.354908492927448e-05
HSDy_reverse,7.242967418922357e-05,7.242935242235056e-05
RBFSb,7.218365673820278e-05,7.218316824172507e-05
GLU5K,7.152046545151334e-05,7.152002352985334e-05
PSD160,7.088088416392404e-05,7.088030142550043e-05
PSD161,7.085272556051779e-05,7.085263151741848e-05
MPTG,7.086696050621468e-05,7.086696048158903e-05
RNTR2c2,6.670910493070973e-05,6.670551126155628e-05
BPNT,6.33124935757638e-05,6.331095504432851e-05
FLDR2,6.180813308360741e-05,6.178743144299282e-05
ASPK,6.126841843344944e-05,6.126785852948104e-05
ACPPAT161,6.567361693046871e-05,6.566988421603959e-05
UAGAAT,6.0724965193103423e-05,6.0706015789823704e-05
G1PACT,6.016018347774987e-05,6.0160075427319216e-05
UAGDP,6.016018347774987e-05,6.0160075427319216e-05
RNTR3c2,5.7924775723811666e-05,5.7923185588926714e-05
MDH,5.9875502184484045e-05,5.987544248058392e-05
APG3PAT160,5.7361287148758786e-05,5.735863535899141e-05
MCTP1App,5.54033837384974e-05,5.54033837201238e-05
PPND,5.466297578615194e-05,5.4662975769764196e-05
PPBNGS,5.4841777368347535e-05,5.484158920438983e-05
ADSK,5.2001398771199376e-05,5.200132546360666e-05
TMPPP,5.31453749117739e-05,5.314537372230578e-05
KDOCT2,5.298389323560144e-05,5.298389323273365e-05
PRMICI,5.107754178349657e-05,5.107586734979366e-05
HSK,4.678785011927908e-05,4.678476909850711e-05
PSSA161,4.569297946818218e-05,4.569291882010313e-05
PSSA160,4.652082734107649e-05,4.652082733326034e-05
PFL,4.5092008534476987e-05,4.5090420607131376e-05
PPNCL2,4.0421755215455044e-05,4.042159531463629e-05
CTECOAI7_reverse,4.5084075787374996e-05,4.508366857473658e-05
PPCDC,4.0421755145737247e-05,4.042159531457378e-05
P5CR,4.026466289177982e-05,4.0264662857217255e-05
SERAT,3.954194813529132e-05,3.9540996928671537e-05
RNTR1c2,3.951655842418905e-05,3.951549230929027e-05
DHQS,3.934393517868585e-05,3.9343900830161746e-05
QULNS,3.921903139806397e-05,3.921903052297745e-05
CYTK1,3.865149569702475e-05,3.865069616507308e-05
FADRx,3.920641693299471e-05,3.9206209467724237e-05
DHQTi,3.674412108298267e-05,3.6744089004180104e-05
UAAGDS,3.837281128331532e-05,3.837281127050542e-05
GTHOr,3.6733472913107263e-05,3.673126877166262e-05
ALAALAr,3.835952309475115e-05,3.8359522892231036e-05
NNDPR,3.3600183308368325e-05,3.36001809336503e-05
DXPS,3.6090229355550396e-05,3.609022831487727e-05
G3PD2_reverse,3.07933372378182e-05,3.079174722657377e-05
UDCPDP,3.073842858527397e-05,3.073842857463261e-05
NDPK6,3.06081324467847e-05,3.0608132258126714e-05
ACKr_reverse,2.998379272971693e-05,2.9983744796357727e-05
DHAD2,2.8366099711366794e-05,2.836608850501915e-05
GK1,2.8299148439546497e-05,2.8295405135334622e-05
DHAD1,2.825331509505048e-05,2.8253303354366e-05
DAPE,2.762736784357846e-05,2.762736784357846e-05
DHFS,2.7351595168975796e-05,2.7351594507635476e-05
ASP1DC,2.7585077367465042e-05,2.7585076566286234e-05
HMBS,2.4051783206739515e-05,2.4051783196525968e-05
AIRC2,2.3763067760521494e-05,2.376297053427985e-05
DUTPDP,2.3854302385368944e-05,2.3853735882166855e-05
NDPK4,2.367898363553561e-05,2.3674525565291137e-05
FACOAE160,2.3469890182927813e-05,2.3469681728647992e-05
FACOAE120,2.341848235276862e-05,2.3418313144708824e-05
FACOAE161,2.3159495389540848e-05,2.315936191641446e-05
TMDS,2.2321807432621525e-05,2.231979996895665e-05
UAMAS,2.204354371995102e-05,2.204340353500675e-05
DHPS2,2.1208297121667687e-05,2.120829664930084e-05
DHFR,2.0485394638092036e-05,2.0485394415817976e-05
PRAMPC,2.029399889214996e-05,2.029399888950656e-05
IPDPS,2.000570432449148e-05,2.0005220800379214e-05
PRATPP,2.029399889197158e-05,2.029399888950656e-05
DBTS,1.999703710094659e-05,1.99970366596914e-05
AMAOTr,1.960929169334309e-05,1.960605151100613e-05
GARFT,1.9251360367056087e-05,1.9251065641478722e-05
USHD,1.9052959983211847e-05,1.905295044352516e-05
TDSK,1.9201925455186292e-05,1.9201894112170168e-05
PNTK,1.8797207400296843e-05,1.8797133074101553e-05
ACOAD2f_reverse,1.8472693632442772e-05,1.8471884862298505e-05
ACOAD6f_reverse,1.8482394685260755e-05,1.848183564574044e-05
ACOAD5f_reverse,1.8472365160448973e-05,1.8471869767125384e-05
ACOAD3f_reverse,1.8472618255489033e-05,1.84718667178863e-05
ACOAD4f_reverse,1.8471884908390264e-05,1.847186370089111e-05
ACOAD7f_reverse,1.8425280425536562e-05,1.842438135884372e-05
FMNAT,1.782379673132006e-05,1.7823578958698496e-05
A5PISO,1.7774276041478815e-05,1.7773064246487363e-05
AOXSr2,1.722818104820886e-05,1.7228180653570755e-05
RBFK,1.782357927043844e-05,1.7823578958698496e-05
UGMDDS,1.7065612848274634e-05,1.7065434842363726e-05
RPE,1.6920526404588885e-05,1.692052618741901e-05
GTPCII2,1.6807519916336214e-05,1.6807406171357754e-05
HPPK2,1.565487970430931e-05,1.565487933301921e-05
KDOPP,1.611479488206292e-05,1.611478681347285e-05
DMATT,1.542936977954822e-05,1.542936943762689e-05
GRTT,1.542936977954822e-05,1.542936943762689e-05
RNDR4b,1.4156867384685435e-05,1.4155632448150409e-05
GRXR,1.4917925455286145e-05,1.4915490726296568e-05
TPI,1.3571340155773756e-05,1.3569719888382997e-05
ACGS,1.3217488281564554e-05,1.32174689934719e-05
UHGADA,1.3030278998647379e-05,1.303027247444446e-05
UAGPT3,1.2801608894978705e-05,1.2800938196525458e-05
GLUTRR,1.2724088989948262e-05,1.272408898544168e-05
DB4PS,1.2688547466632335e-05,1.2688547456233622e-05
CDPMEK,1.1769611508741425e-05,1.1769611175436742e-05
MECDPDH5,1.1125534368526805e-05,1.1125534053461801e-05
APRAUR,1.1643310027593977e-05,1.1643310018403883e-05
DHPPDA2,1.1643388814067272e-05,1.1643310018399997e-05
ALAR,1.0593447311639467e-05,1.0591898841950352e-05
UAMAGS,9.321528474323125e-06,9.321528471017551e-06
GLUR_reverse,8.497496492710707e-06,8.495749534063451e-06
U23GAAT,8.067184122254111e-06,8.067180083049832e-06
PSP_L,8.42850889144892e-06,8.428508889556945e-06
BTS5,8.003924484206183e-06,8.003924054013768e-06
SDPDS,7.40752821086001e-06,7.407443950831582e-06
DTMPK,7.160739707022653e-06,7.15990544282204e-06
RPI_reverse,6.99301063747642e-06,6.991364648318124e-06
TMPK,7.0451868993759496e-06,7.042011026873318e-06
SHCHF,6.784964988267461e-06,6.784964794697309e-06
SHCHD2,6.784964988267461e-06,6.784964794697309e-06
DASYN160,6.298239149254629e-06,6.298239137761122e-06
ASPO6,6.777429787912462e-06,6.763514128542599e-06
DXPRIi,6.504978613499233e-06,6.504978038857881e-06
CPPPGO,6.340478027285889e-06,6.340410860296715e-06
DASYN161,6.2813885862382e-06,6.281324020062642e-06
UAPGR,5.065741676450695e-06,5.06569558627429e-06
OCTDPS,5.42138157485373e-06,5.421381436593085e-06
PTPATi,4.5267341666803376e-06,4.526716267499591e-06
S2FE2SS,4.341763237982486e-06,4.341761112655053e-06
DPCOAK,4.933792419674516e-06,4.933772910924567e-06
THZPSN3,3.4778096517690576e-06,3.4778096517583e-06
PAPPT3,3.278334730662745e-06,3.278095199550887e-06
MEPCT,3.5371270975294523e-06,3.5371267850641967e-06
ADCS,3.756530858321565e-06,3.7556919298047645e-06
LPADSS,3.284051739954657e-06,3.284049940862202e-06
CHRPL,3.770291462698036e-06,3.7702913536655002e-06
MOAT2,3.229648011704121e-06,3.229646242418892e-06
PMEACPE,2.9516485090642825e-06,2.9516485090642825e-06
MOAT,3.229648011704121e-06,3.229646242418892e-06
NNATr,2.755120256518048e-06,2.755120256518048e-06
NADK,2.7406817476300356e-06,2.7406813972750613e-06
AGPAT161,2.6726782519554564e-06,2.672672037180149e-06
UDCPDPS,2.3141996994790667e-06,2.3141996994790667e-06
AGPAT160,2.667749700105364e-06,2.6677432295276337e-06
UPPDC1,2.2377546883456538e-06,2.2377546865296587e-06
PMPK,2.647556569190781e-06,2.6447510788213046e-06
UPP3S,2.5675614064689794e-06,2.567561405378294e-06
ADCL,1.8586301089183866e-06,1.8582150297244805e-06
DPR,1.7757043875251618e-06,1.7757043875198655e-06
SCYSDS,1.6343033225194764e-06,1.6342980722807196e-06
FESR,2.0176846101902394e-06,2.0162410595630815e-06
S2FE2SS2,1.4620159727978807e-06,1.4619766478830963e-06
