,flux,z,f,enz,met_concentration,reaction,gpr
PRAGSr,0.3334813369464588,1.0,30.23836695483171,0.00021278147233013463,;pram_c : 0.02000000000856292;atp_c : 7.534877424624995e-06;pi_c : 4.999999992620972e-07;adp_c : 7.534877424624987e-07;gly_c : 4.999999992621096e-07;gar_c : 0.02000000000856292;h_c : 1.0,atp_c + gly_c + pram_c --> adp_c + gar_c + h_c + pi_c,b4005
PRAIS,0.3334813369464588,1.0,-9999.0,0.0003413922554728564,;pi_c : 4.999999992620972e-07;atp_c : 7.534877424624995e-06;air_c : 4.999999992621096e-07;adp_c : 7.534877424624987e-07;fpram_c : 4.999999992621096e-07;h_c : 1.0,atp_c + fpram_c --> adp_c + air_c + 2.0 h_c + pi_c,b2499
GLUPRT,0.3334813369464588,1.0,75.22094310411475,8.578184773709573e-05,;pram_c : 0.02000000000856292;h2o_c : 1.0;ppi_c : 6.697121669409311e-07;gln__L_c : 3.6068070442731983e-06;glu__L_c : 4.1164443673732045e-05;prpp_c : 0.00017211561694875066,gln__L_c + h2o_c + prpp_c --> glu__L_c + ppi_c + pram_c,b2312
GARFT,0.3334813369464588,1.0,17.84234009857353,1.92200876763226e-05,;fgam_c : 8.11205967515579e-06;h_c : 1.0;gar_c : 0.02000000000856292;10fthf_c : 4.999999992621096e-07;thf_c : 4.999999992621096e-07,10fthf_c + gar_c --> fgam_c + h_c + thf_c,b2500
PRFGS,0.3334813369464588,1.0,-9999.0,0.0009356182816679351,;pi_c : 4.999999992620972e-07;atp_c : 7.534877424624995e-06;adp_c : 7.534877424624987e-07;glu__L_c : 4.1164443673732045e-05;h_c : 1.0;h2o_c : 1.0;gln__L_c : 3.6068070442731983e-06;fgam_c : 8.11205967515579e-06;fpram_c : 4.999999992621096e-07,atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + h_c + pi_c,b2557
AIRC3_reverse,0.33331534695469717,1.0,38.1,0.00012663347999051488,;5aizc_c : 4.999999992621096e-07;5caiz_c : 4.999999992621096e-07,5caiz_c --> 5aizc_c,b0523
PRASCSi,0.33331534695469717,1.0,45.884898135443635,0.0007141149047032948,;pi_c : 4.999999992620972e-07;asp__L_c : 1.5848638109033868e-06;25aics_c : 0.02000000000856292;atp_c : 7.534877424624995e-06;h_c : 1.0;adp_c : 7.534877424624987e-07;5aizc_c : 4.999999992621096e-07,5aizc_c + asp__L_c + atp_c --> 25aics_c + adp_c + h_c + pi_c,b2476
ADSL2r,0.33331534695469717,1.0,16.467087936396634,0.000318148264122871,;aicar_c : 0.02000000000856292;fum_c : 1.4312783367458618e-05;25aics_c : 0.02000000000856292,25aics_c --> aicar_c + fum_c,b1131
AIRC2,0.33331534695469717,1.0,83.49035402556781,2.3724729866203305e-05,;pi_c : 4.999999992620972e-07;hco3_c : 0.00019999999999523565;5caiz_c : 4.999999992621096e-07;atp_c : 7.534877424624995e-06;air_c : 4.999999992621096e-07;adp_c : 7.534877424624987e-07;h_c : 1.0,air_c + atp_c + hco3_c --> 5caiz_c + adp_c + h_c + pi_c,b0522
VALTA_reverse,0.3149805241875956,1.0,14.47525216217687,0.0003389779038846806,;akg_c : 4.999999992621096e-07;3mob_c : 4.999999992621096e-07;glu__L_c : 4.1164443673732045e-05;val__L_c : 4.999999992621096e-07,3mob_c + glu__L_c --> akg_c + val__L_c,b3770
NDPK2,0.2970826347161888,1.0,-7.0366662689872665,0.000186727951791643,;utp_c : 0.02000000000856292;adp_c : 7.534877424624987e-07;udp_c : 4.767047361491144e-05;atp_c : 7.534877424624995e-06,atp_c + udp_c --> adp_c + utp_c,b0474 or b2518
PSCVT,0.2836858281169392,1.0,31.372761765982773,0.0001729725555124337,;pi_c : 4.999999992620972e-07;3psme_c : 4.999999992621096e-07;pep_c : 0.0007832781405536207;skm5p_c : 4.999999992621096e-07,pep_c + skm5p_c --> 3psme_c + pi_c,b0908
CHORS,0.2836858281169392,1.0,66.67548821288653,7.343072573087541e-05,;pi_c : 4.999999992620972e-07;3psme_c : 4.999999992621096e-07;chor_c : 0.000744652169084726,3psme_c --> chor_c + pi_c,b2329
SHK3Dr,0.2836858281169392,1.0,70.69602685625814,0.00018098442081003368,;nadp_c : 0.0020000000008562916;skm_c : 0.02000000000856292;h_c : 1.0;nadph_c : 0.02000000000856292;3dhsk_c : 0.00015450561494391514,3dhsk_c + h_c + nadph_c --> nadp_c + skm_c,b3281 or b1692
DDPA,0.2836858281169392,1.0,115.20148274754777,7.662563700932034e-05,;pi_c : 4.999999992620972e-07;h2o_c : 1.0;2dda7p_c : 4.999999992621096e-07;pep_c : 0.0007832781405536207;e4p_c : 0.02000000000856292,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,b0754 or b2601 or b1704
DHQTi,0.2836858281169392,1.0,-9.486380882991508,3.6684958412348836e-05,;3dhsk_c : 0.00015450561494391514;h2o_c : 1.0;3dhq_c : 4.999999992621096e-07,3dhq_c --> 3dhsk_c + h2o_c,b1693
SHKK,0.2836858281169392,1.0,41.067087936396646,8.868134294534206e-05,;h_c : 1.0;adp_c : 7.534877424624987e-07;skm_c : 0.02000000000856292;skm5p_c : 4.999999992621096e-07;atp_c : 7.534877424624995e-06,atp_c + skm_c --> adp_c + h_c + skm5p_c,b3390 or b0388
DHQS,0.2836858281169392,1.0,168.41782831146008,3.9280586479361715e-05,;pi_c : 4.999999992620972e-07;2dda7p_c : 4.999999992621096e-07;3dhq_c : 4.999999992621096e-07,2dda7p_c --> 3dhq_c + pi_c,b3389
UMPK,0.2813932309213085,1.0,-1.2153208029144427,0.00016569751286390585,;ump_c : 4.999999992621096e-07;adp_c : 7.534877424624987e-07;udp_c : 4.767047361491144e-05;atp_c : 7.534877424624995e-06,atp_c + ump_c --> adp_c + udp_c,b0910 or b0171
THDPS,0.2761157912730141,1.0,7.1287209815649994,0.0009552871348218166,;thdp_c : 0.02000000000856292;h2o_c : 1.0;sl2a6o_c : 4.999999992621096e-07;succoa_c : 4.999999992621096e-07;coa_c : 4.999999992621096e-07,h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c,b0166
DAPE,0.2761157912730141,1.0,-9.486380882991424,2.758290837660134e-05,;26dap_LL_c : 4.448783726291987e-05;26dap__M_c : 0.0034039900697964112,26dap_LL_c --> 26dap__M_c,b3809
DHDPS,0.2761157912730141,1.0,84.19602685625789,0.0002180338583624088,;h_c : 1.0;h2o_c : 1.0;aspsa_c : 9.574504222791113e-06;pyr_c : 4.999999992621096e-07;23dhdp_c : 4.999999992621096e-07,aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c,b2478
DHDPRy,0.2761157912730141,1.0,0.20964597326664247,0.00015754268576384834,;h_c : 1.0;nadp_c : 0.0020000000008562916;23dhdp_c : 4.999999992621096e-07;nadph_c : 0.02000000000856292;thdp_c : 0.02000000000856292,23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c,b0031
SDPTA_reverse,0.2761157912730141,1.0,12.175252162176875,0.00040684434674247605,;akg_c : 4.999999992621096e-07;sl26da_c : 4.999999992621096e-07;sl2a6o_c : 4.999999992621096e-07;glu__L_c : 4.1164443673732045e-05,glu__L_c + sl2a6o_c --> akg_c + sl26da_c,b2662 or b1302 or b3359 or b1748 or b0907
SDPDS,0.2761157912730141,1.0,17.842340098573644,7.395523488065044e-06,;succ_c : 4.999999992621096e-07;sl26da_c : 4.999999992621096e-07;26dap_LL_c : 4.448783726291987e-05;h2o_c : 1.0,h2o_c + sl26da_c --> 26dap_LL_c + succ_c,b2472
ACACT1r,0.2648991850578568,1.0,-9.486380882991455,0.00016509788122123277,;aacoa_c : 4.999999992621096e-07;coa_c : 4.999999992621096e-07;accoa_c : 1.252585455320618e-05,2.0 accoa_c --> aacoa_c + coa_c,b2342 or b2224 or b3845
ECOAH5,0.2648991850578568,1.0,9.48638088299142,0.00045345084344308603,;h2o_c : 1.0;dd2coa_c : 4.999999992621096e-07;3hddcoa_c : 2.596094698327826e-05,3hddcoa_c --> dd2coa_c + h2o_c,b2341 or b3846
HACD4,0.2648991850578568,1.0,1.5752521621769375,0.0005295745888408564,;3hdcoa_c : 2.596094698327826e-05;3odcoa_c : 4.999999992621096e-07;nadh_c : 0.0008939540152529535;nad_c : 0.008939540152529537;h_c : 1.0,3odcoa_c + h_c + nadh_c --> 3hdcoa_c + nad_c,b3846 or b2341
ACOAD5f_reverse,0.2648991850578568,1.0,7.064469459930599,1.844215889782753e-05,;dd2coa_c : 4.999999992621096e-07;fad_c : 0.02000000000856292;fadh2_c : 4.999999992621096e-07;ddcacoa_c : 0.00014981135675225964,dd2coa_c + fadh2_c --> ddcacoa_c + fad_c,b0221
ACOAD1fr,0.2648991850578568,1.0,-4.635530540069304,0.0002682765012995741,;btcoa_c : 0.00041055896970634213;b2coa_c : 4.999999992621096e-07;fad_c : 0.02000000000856292;fadh2_c : 4.999999992621096e-07,b2coa_c + fadh2_c --> btcoa_c + fad_c,b1695
ECOAH3,0.2648991850578568,1.0,9.48638088299142,0.0004626855190942042,;h2o_c : 1.0;3hocoa_c : 2.596094698327826e-05;oc2coa_c : 4.999999992621096e-07,3hocoa_c --> h2o_c + oc2coa_c,b2341 or b3846
ACOAD4f_reverse,0.2648991850578568,1.0,4.064469459930649,1.844215889782753e-05,;dc2coa_c : 4.999999992621096e-07;fadh2_c : 4.999999992621096e-07;fad_c : 0.02000000000856292;dcacoa_c : 0.00016189149368303962,dc2coa_c + fadh2_c --> dcacoa_c + fad_c,b0221
ACACT3r,0.2648991850578568,1.0,-9.486380882991376,0.0003059279825111034,;hxcoa_c : 0.00016189149368303962;3oocoa_c : 4.999999992621096e-07;accoa_c : 1.252585455320618e-05;coa_c : 4.999999992621096e-07,accoa_c + hxcoa_c --> 3oocoa_c + coa_c,b2342 or b3845
ACOAD3f_reverse,0.2648991850578568,1.0,7.064469459930599,1.844215889782753e-05,;fad_c : 0.02000000000856292;fadh2_c : 4.999999992621096e-07;occoa_c : 0.00014981135675225964;oc2coa_c : 4.999999992621096e-07,fadh2_c + oc2coa_c --> fad_c + occoa_c,b0221
ECOAH4,0.2648991850578568,1.0,9.48638088299142,0.000490555415416422,;3hdcoa_c : 2.596094698327826e-05;h2o_c : 1.0;dc2coa_c : 4.999999992621096e-07,3hdcoa_c --> dc2coa_c + h2o_c,b2341 or b3846
HACD2,0.2648991850578568,1.0,5.275252162176887,0.0005230251990186737,;3ohcoa_c : 4.999999992621096e-07;h_c : 1.0;nadh_c : 0.0008939540152529535;nad_c : 0.008939540152529537;3hhcoa_c : 2.916348830551166e-05,3ohcoa_c + h_c + nadh_c --> 3hhcoa_c + nad_c,b3846 or b2341
ACACT2r,0.2648991850578568,1.0,-9.486380882991426,0.000240474085067419,;3ohcoa_c : 4.999999992621096e-07;btcoa_c : 0.00041055896970634213;accoa_c : 1.252585455320618e-05;coa_c : 4.999999992621096e-07,accoa_c + btcoa_c --> 3ohcoa_c + coa_c,b2342 or b3845
HACD1,0.2648991850578568,1.0,-4.1247478378229285,0.0005264579020704856,;h_c : 1.0;3hbcoa_c : 8.636734518375365e-05;nadh_c : 0.0008939540152529535;aacoa_c : 4.999999992621096e-07;nad_c : 0.008939540152529537,aacoa_c + h_c + nadh_c --> 3hbcoa_c + nad_c,b3846 or b2341
ACACT5r,0.2648991850578568,1.0,-9.486380882991376,0.00022107355269654295,;3oddcoa_c : 4.999999992621096e-07;accoa_c : 1.252585455320618e-05;coa_c : 4.999999992621096e-07;dcacoa_c : 0.00016189149368303962,accoa_c + dcacoa_c --> 3oddcoa_c + coa_c,b3845 or b2342
ACACT4r,0.2648991850578568,1.0,-9.486380882991334,0.000258016756058894,;3odcoa_c : 4.999999992621096e-07;accoa_c : 1.252585455320618e-05;coa_c : 4.999999992621096e-07;occoa_c : 0.00014981135675225964,accoa_c + occoa_c --> 3odcoa_c + coa_c,b2342 or b3845
ECOAH2,0.2648991850578568,1.0,9.48638088299147,0.0004209514854937468,;hx2coa_c : 4.999999992621096e-07;h2o_c : 1.0;3hhcoa_c : 2.916348830551166e-05,3hhcoa_c --> h2o_c + hx2coa_c,b2341 or b3846
ECOAH1,0.2648991850578568,1.0,9.486380882991288,0.00047315668494442596,;b2coa_c : 4.999999992621096e-07;h2o_c : 1.0;3hbcoa_c : 8.636734518375365e-05,3hbcoa_c --> b2coa_c + h2o_c,b2341 or b3846
HACD5,0.2648991850578568,1.0,1.5752521621769375,0.0005077535276708598,;h_c : 1.0;nadh_c : 0.0008939540152529535;3oddcoa_c : 4.999999992621096e-07;nad_c : 0.008939540152529537;3hddcoa_c : 2.596094698327826e-05,3oddcoa_c + h_c + nadh_c --> 3hddcoa_c + nad_c,b3846 or b2341
ACOAD2f_reverse,0.2648991850578568,1.0,2.9644694599306547,1.844215889782753e-05,;hxcoa_c : 0.00016189149368303962;hx2coa_c : 4.999999992621096e-07;fad_c : 0.02000000000856292;fadh2_c : 4.999999992621096e-07,fadh2_c + hx2coa_c --> fad_c + hxcoa_c,b0221
HACD3,0.2648991850578568,1.0,1.5752521621769375,0.0005156499964520617,;h_c : 1.0;3oocoa_c : 4.999999992621096e-07;nadh_c : 0.0008939540152529535;3hocoa_c : 2.596094698327826e-05;nad_c : 0.008939540152529537,3oocoa_c + h_c + nadh_c --> 3hocoa_c + nad_c,b3846 or b2341
DAPDC,0.2554318007305483,1.0,33.5866159337008,8.191077008978856e-05,;h_c : 1.0;co2_c : 9.999999999761782e-05;26dap__M_c : 0.0034039900697964112;lys__L_c : 0.02000000000856292,26dap__M_c + h_c --> co2_c + lys__L_c,b2838
ASPCT,0.24622717185996934,1.0,20.817592260750544,0.00024364756978292732,;cbp_c : 4.999999992621096e-07;h_c : 1.0;asp__L_c : 1.5848638109033868e-06;cbasp_c : 2.231445541193825e-06;pi_c : 4.999999992620972e-07,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c,( b4244 and b4245 ) or b4245
DHORTS_reverse,0.24622717185996934,1.0,-9.486380882991476,0.0003905376183761173,;dhor__S_c : 7.103661763098401e-06;h_c : 1.0;h2o_c : 1.0;cbasp_c : 2.231445541193825e-06,cbasp_c + h_c --> dhor__S_c + h2o_c,b1062
OMPDC,0.24622717185996934,1.0,50.253467819388014,7.509415768506609e-05,;ump_c : 4.999999992621096e-07;h_c : 1.0;orot5p_c : 4.999999992621096e-07;co2_c : 9.999999999761782e-05,h_c + orot5p_c --> co2_c + ump_c,b1281
ORPT_reverse,0.24622717185996934,1.0,31.43978206170367,0.00032315477737712266,;orot_c : 0.02000000000856292;ppi_c : 6.697121669409311e-07;orot5p_c : 4.999999992621096e-07;prpp_c : 0.00017211561694875066,orot_c + prpp_c --> orot5p_c + ppi_c,b3642
DHORDfum,0.24622716987177973,1.0,38.566060177916285,-9999.0,;succ_c : 4.999999992621096e-07;orot_c : 0.02000000000856292;dhor__S_c : 7.103661763098401e-06;fum_c : 1.4312783367458618e-05,dhor__S_c + fum_c --> orot_c + succ_c,
CHORM,0.2407107959451255,1.0,39.94234009857353,8.221151340439762e-05,;chor_c : 0.000744652169084726;pphn_c : 4.999999992621096e-07,chor_c --> pphn_c,b2599 or b2600
ADSS,0.22278685423414052,1.0,23.803973143742002,0.0008878656240904739,;pi_c : 4.999999992620972e-07;asp__L_c : 1.5848638109033868e-06;dcamp_c : 4.999999992621096e-07;h_c : 1.0;gdp_c : 4.999999992621096e-07;imp_c : 0.02000000000856292;gtp_c : 4.999999992621096e-07,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c,b4177
ADSL1r,0.22278685423414052,1.0,17.509428034970256,0.0003189738408007681,;amp_c : 7.534877424624987e-07;dcamp_c : 4.999999992621096e-07;fum_c : 1.4312783367458618e-05,dcamp_c --> amp_c + fum_c,b1131
OCBT,0.22017269795044925,1.0,36.91782831146012,0.00017691269331256403,;cbp_c : 4.999999992621096e-07;h_c : 1.0;citr__L_c : 4.2501026787548245e-05;orn_c : 0.0008151072894925198;pi_c : 4.999999992620972e-07,cbp_c + orn_c --> citr__L_c + h_c + pi_c,b4254 or b0273
ARGSS,0.22017269795044925,1.0,22.617592260750456,0.0010899072785773927,;h_c : 1.0;asp__L_c : 1.5848638109033868e-06;ppi_c : 6.697121669409311e-07;citr__L_c : 4.2501026787548245e-05;atp_c : 7.534877424624995e-06;argsuc_c : 4.999999992621096e-07;amp_c : 7.534877424624987e-07,asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c,b3172
ARGSL,0.22017269795044925,1.0,9.191599723510276,0.00027976499605225673,;fum_c : 1.4312783367458618e-05;arg__L_c : 7.770647405899664e-06;argsuc_c : 4.999999992621096e-07,argsuc_c --> arg__L_c + fum_c,b3960
ACGS,0.220172697950197,1.0,35.00680955850423,1.319619872155047e-05,;h_c : 1.0;acglu_c : 0.00017965065933807841;glu__L_c : 4.1164443673732045e-05;accoa_c : 1.252585455320618e-05;coa_c : 4.999999992621096e-07,accoa_c + glu__L_c --> acglu_c + coa_c + h_c,b2818
ACODA,0.220172697950197,1.0,3.3659592155823477,9.961238559433956e-05,;ac_c : 0.0001370065602637059;h2o_c : 1.0;acorn_c : 4.999999992621096e-07;orn_c : 0.0008151072894925198,acorn_c + h2o_c --> ac_c + orn_c,b3957
ACOTA_reverse,0.220172697950197,1.0,26.903973143741876,0.00029467639473762915,;akg_c : 4.999999992621096e-07;acg5sa_c : 0.02000000000856292;acorn_c : 4.999999992621096e-07;glu__L_c : 4.1164443673732045e-05,acg5sa_c + glu__L_c --> acorn_c + akg_c,b2662 or b1748 or b3359 or b1302
ACGK,0.220172697950197,1.0,-9.486380882991433,0.00019774406057296076,;acg5p_c : 4.999999992621096e-07;adp_c : 7.534877424624987e-07;acglu_c : 0.00017965065933807841;atp_c : 7.534877424624995e-06,acglu_c + atp_c --> acg5p_c + adp_c,b3959
AGPR_reverse,0.220172697950197,1.0,20.62747428472671,9.161656080615082e-05,;h_c : 1.0;acg5sa_c : 0.02000000000856292;pi_c : 4.999999992620972e-07;nadp_c : 0.0020000000008562916;acg5p_c : 4.999999992621096e-07;nadph_c : 0.02000000000856292,acg5p_c + h_c + nadph_c --> acg5sa_c + nadp_c + pi_c,b3958
ACHBS,0.2162551852758412,1.0,17.84234009857371,0.00023070585238209383,;2ahbut_c : 0.00015665556743502533;h_c : 1.0;pyr_c : 4.999999992621096e-07;2obut_c : 0.02000000000856292;co2_c : 9.999999999761782e-05,2obut_c + h_c + pyr_c --> 2ahbut_c + co2_c,( b3670 and b3671 ) or ( b0077 and b0078 )
THRD_L,0.2162551852758412,1.0,34.88910832989506,0.0001335853861473702,;nh4_c : 0.01999999225362017;2obut_c : 0.02000000000856292;thr__L_c : 0.02000000000856292,thr__L_c --> 2obut_c + nh4_c,b3772 or b3117
ILETA_reverse,0.2162551852758412,1.0,33.36833263579839,0.0003357430686862571,;akg_c : 4.999999992621096e-07;3mop_c : 0.015631130238119174;ile__L_c : 4.999999992621096e-07;glu__L_c : 4.1164443673732045e-05,3mop_c + glu__L_c --> akg_c + ile__L_c,b3770
KARA2,0.2162551852758412,1.0,15.03166636418595,0.004330630195935065,;2ahbut_c : 0.00015665556743502533;nadp_c : 0.0020000000008562916;23dhmp_c : 0.02000000000856292;nadph_c : 0.02000000000856292;h_c : 1.0,2ahbut_c + h_c + nadph_c --> 23dhmp_c + nadp_c,b3774
DHAD2,0.2162551852758412,1.0,36.135640507943485,2.8320440248475984e-05,;23dhmp_c : 0.02000000000856292;h2o_c : 1.0;3mop_c : 0.015631130238119174,23dhmp_c --> 3mop_c + h2o_c,b3771
ACACT6r,0.20697091098236342,1.0,-9.486380882991334,0.00020821075292227353,;3otdcoa_c : 4.999999992621096e-07;accoa_c : 1.252585455320618e-05;coa_c : 4.999999992621096e-07;ddcacoa_c : 0.00014981135675225964,accoa_c + ddcacoa_c --> 3otdcoa_c + coa_c,b2342 or b3845
HACD6,0.20697091098236342,1.0,1.5752521621769375,0.0005066074754250093,;h_c : 1.0;nadh_c : 0.0008939540152529535;3htdcoa_c : 2.596094698327826e-05;nad_c : 0.008939540152529537;3otdcoa_c : 4.999999992621096e-07,3otdcoa_c + h_c + nadh_c --> 3htdcoa_c + nad_c,b3846 or b2341
ACOAD6f_reverse,0.20697091098236342,1.0,7.064469459930599,1.8452093669344493e-05,;fad_c : 0.02000000000856292;td2coa_c : 4.999999992621096e-07;fadh2_c : 4.999999992621096e-07;tdcoa_c : 0.00014981135675225964,fadh2_c + td2coa_c --> fad_c + tdcoa_c,b0221
ECOAH7,0.20697091098236342,1.0,9.48638088299142,0.00043088684708951616,;h2o_c : 1.0;3hhdcoa_c : 2.596094698327826e-05;hdd2coa_c : 4.999999992621096e-07,3hhdcoa_c --> h2o_c + hdd2coa_c,b2341 or b3846
HACD7,0.20697091098236342,1.0,1.5752521621769375,0.0004642103638210866,;h_c : 1.0;nadh_c : 0.0008939540152529535;3ohdcoa_c : 4.999999992621096e-07;nad_c : 0.008939540152529537;3hhdcoa_c : 2.596094698327826e-05,3ohdcoa_c + h_c + nadh_c --> 3hhdcoa_c + nad_c,b2341 or b3846
ACACT7r,0.20697091098236342,1.0,-9.486380882991334,0.00023248813779330253,;tdcoa_c : 0.00014981135675225964;3ohdcoa_c : 4.999999992621096e-07;coa_c : 4.999999992621096e-07;accoa_c : 1.252585455320618e-05,accoa_c + tdcoa_c --> 3ohdcoa_c + coa_c,b2342 or b3845
ECOAH6,0.20697091098236342,1.0,9.48638088299142,0.00043591058468057096,;h2o_c : 1.0;td2coa_c : 4.999999992621096e-07;3htdcoa_c : 2.596094698327826e-05,3htdcoa_c --> h2o_c + td2coa_c,b2341 or b3846
SO4t2pp,0.1874421512350371,1.0,-9999.0,-9999.0,;so4_p : 1.0;h_c : 1.0;h_p : 1.0;so4_c : 0.02000000000856292,h_p + so4_p --> h_c + so4_c,b2413
SO4tex,0.1874421512350371,1.0,-9999.0,-9999.0,;so4_p : 1.0;so4_e : 1.0,so4_e --> so4_p,b1377 or b0241 or b0929 or b2215
EX_so4_e_reverse,0.1874421512350371,1.0,-9999.0,-9999.0,;so4_e : 1.0, --> so4_e,
SULR,0.1842131620679432,1.0,136.51510086449494,0.0003351584659791663,;nadp_c : 0.0020000000008562916;h2o_c : 1.0;nadph_c : 0.02000000000856292;h_c : 1.0;so3_c : 4.999999992621096e-07;h2s_c : 4.999999992621096e-07,5.0 h_c + 3.0 nadph_c + so3_c --> 3.0 h2o_c + h2s_c + 3.0 nadp_c,b2764 and b2763
PAPSR,0.1842131620679432,1.0,76.81782831146,0.00022240875005541643,;h_c : 1.0;trdrd_c : 4.999999992621096e-07;pap_c : 4.999999992621096e-07;paps_c : 4.999999992621096e-07;so3_c : 4.999999992621096e-07;trdox_c : 4.999999992621096e-07,paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c,( b2582 and b2762 ) or ( b3781 and b2762 )
ADSK,0.1842131620679432,1.0,22.238366954831648,5.191764209482493e-05,;h_c : 1.0;aps_c : 4.999999992621096e-07;adp_c : 7.534877424624987e-07;atp_c : 7.534877424624995e-06;paps_c : 4.999999992621096e-07,aps_c + atp_c --> adp_c + h_c + paps_c,b2750
SADT2,0.1842131620679432,1.0,47.488889391598676,0.00015778827101320102,;pi_c : 4.999999992620972e-07;ppi_c : 6.697121669409311e-07;atp_c : 7.534877424624995e-06;aps_c : 4.999999992621096e-07;h2o_c : 1.0;gdp_c : 4.999999992621096e-07;so4_c : 0.02000000000856292;gtp_c : 4.999999992621096e-07,atp_c + gtp_c + h2o_c + so4_c --> aps_c + gdp_c + pi_c + ppi_c,b2752 and b2751
CYSS,0.1842131620679432,1.0,7.294898135443702,0.00012658463235105445,;ac_c : 0.0001370065602637059;h2s_c : 4.999999992621096e-07;cys__L_c : 0.02000000000856292;acser_c : 4.999999992621096e-07;h_c : 1.0,acser_c + h2s_c --> ac_c + cys__L_c + h_c,b2421 or b2414
TRDR,0.1842131620679432,1.0,14.838366954831647,0.00023742057403219018,;h_c : 1.0;trdox_c : 4.999999992621096e-07;nadph_c : 0.02000000000856292;trdrd_c : 4.999999992621096e-07;nadp_c : 0.0020000000008562916,h_c + nadph_c + trdox_c --> nadp_c + trdrd_c,( b0888 and b3781 ) or ( b2582 and b0888 )
SERAT,0.1842131620679432,1.0,15.206809558504274,3.947736540008111e-05,;acser_c : 4.999999992621096e-07;accoa_c : 1.252585455320618e-05;coa_c : 4.999999992621096e-07;ser__L_c : 4.999999992621096e-07,accoa_c + ser__L_c --> acser_c + coa_c,b3607
BPNT,0.1842131620679432,1.0,46.66016841003369,6.32090716030806e-05,;pi_c : 4.999999992620972e-07;h2o_c : 1.0;amp_c : 7.534877424624987e-07;pap_c : 4.999999992621096e-07,h2o_c + pap_c --> amp_c + pi_c,b4214
IMPD,0.1810466982789109,1.0,8.409428034970404,0.0014534697185027861,;h_c : 1.0;h2o_c : 1.0;nadh_c : 0.0008939540152529535;nad_c : 0.008939540152529537;imp_c : 0.02000000000856292;xmp_c : 4.484354406518637e-06,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,b2508
GMPS,0.1810466982789109,1.0,-9999.0,0.00043616636591737207,;h_c : 1.0;amp_c : 7.534877424624987e-07;ppi_c : 6.697121669409311e-07;atp_c : 7.534877424624995e-06;nh4_c : 0.01999999225362017;xmp_c : 4.484354406518637e-06;gmp_c : 7.221246955979197e-07,atp_c + nh4_c + xmp_c --> amp_c + gmp_c + 2.0 h_c + ppi_c,b2507
GK1,0.1810466982789109,1.0,9.486380882991451,2.8249870626326122e-05,;gdp_c : 4.999999992621096e-07;adp_c : 7.534877424624987e-07;gmp_c : 7.221246955979197e-07;atp_c : 7.534877424624995e-06,atp_c + gmp_c --> adp_c + gdp_c,b3648
ASNS2,0.1794292262964086,1.0,47.392625484631154,9.614311113265265e-05,;h_c : 1.0;asp__L_c : 1.5848638109033868e-06;amp_c : 7.534877424624987e-07;atp_c : 7.534877424624995e-06;ppi_c : 6.697121669409311e-07;nh4_c : 0.01999999225362017;asn__L_c : 3.288385744003635e-05,asp__L_c + atp_c + nh4_c --> amp_c + asn__L_c + h_c + ppi_c,b3744 or b0674
G5SD,0.16454223151959013,1.0,22.927474284726713,0.00014570475781107233,;nadp_c : 0.0020000000008562916;pi_c : 4.999999992620972e-07;nadph_c : 0.02000000000856292;h_c : 1.0;glu5p_c : 4.999999992621096e-07;glu5sa_c : 0.02000000000856292,glu5p_c + h_c + nadph_c --> glu5sa_c + nadp_c + pi_c,b0243
P5CR,0.16454223151959013,1.0,31.349259624936614,4.0199866765950015e-05,;h_c : 1.0;1pyr5c_c : 6.524603393831551e-07;nadph_c : 0.02000000000856292;nadp_c : 0.0020000000008562916;pro__L_c : 0.0022338066768035803,1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c,b0386
GLU5K,0.16454223151959013,1.0,-9.486380882991476,7.140492960770852e-05,;adp_c : 7.534877424624987e-07;glu5p_c : 4.999999992621096e-07;atp_c : 7.534877424624995e-06;glu__L_c : 4.1164443673732045e-05,atp_c + glu__L_c --> adp_c + glu5p_c,b0242
G5SADs,0.16454223151959013,1.0,17.842340098573587,-9999.0,;h_c : 1.0;h2o_c : 1.0;1pyr5c_c : 6.524603393831551e-07;glu5sa_c : 0.02000000000856292,glu5sa_c --> 1pyr5c_c + h2o_c + h_c,s0001
Kt2pp,0.14529185857281846,1.0,-9999.0,-9999.0,;k_p : 1.0;h_c : 1.0;h_p : 1.0;k_c : 4.999999992621096e-07,h_p + k_p --> h_c + k_c,( b1363 and b1291 and b3290 ) or ( b1291 and b3849 and b3290 ) or b1250 or b3747
EX_k_e_reverse,0.14529185857281846,1.0,-9999.0,-9999.0,;k_e : 1.0, --> k_e,
