,flux,z,f,enz,met_concentration,reaction,gpr
GAPD,17.110491562546102,1.0,-14.571280018435061,0.0014434438302253726,;g3p_c : 0.0019372800476507063;pi_c : 4.999999992620972e-07;nadh_c : 0.0007084583731630467;nad_c : 0.007084583731630468;h_c : 1.0;13dpg_c : 4.999999992621096e-07,g3p_c + nad_c + pi_c --> 13dpg_c + h_c + nadh_c,b1779
PGM_reverse,15.82812924432065,1.0,12.75744096312991,0.0018603170578550172,;2pg_c : 2.8993225770963016e-05;3pg_c : 0.02000000000856292,3pg_c --> 2pg_c,b0755 or b3612
ENO,15.82812924432065,1.0,-12.75744096312991,0.0017454909193597426,;2pg_c : 2.8993225770963016e-05;h2o_c : 1.0;pep_c : 0.02000000000856292,2pg_c --> h2o_c + pep_c,b2779
Htex_reverse,11.863576877271104,1.0,-9999.0,-9999.0,;h_e : 1.0;h_p : 1.0,h_p --> h_e,b1377 or b0241 or b0929 or b2215
EX_h_e,11.863576877271104,1.0,-9999.0,-9999.0,;h_e : 1.0,h_e --> ,
PDH,10.846579848108789,1.0,13.776732909663302,0.00020187194952742954,;pyr_c : 1.3223265105347658e-05;co2_c : 1.3922614394250121e-05;accoa_c : 0.02000000000856292;coa_c : 4.999999992621096e-07;nadh_c : 0.0007084583731630467;nad_c : 0.007084583731630468,coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c,b0116 and b0115 and b0114
GLCtex_copy2,10.0,1.0,-9999.0,-9999.0,;glc__D_p : 1.0;glc__D_e : 1.0,glc__D_e --> glc__D_p,b0241 or b0929 or b1377 or b2215
GLCptspp,10.0,1.0,-9999.0,0.0017543859649122807,;glc__D_p : 1.0;pyr_c : 1.3223265105347658e-05;g6p_c : 0.00037910987493835997;pep_c : 0.02000000000856292,glc__D_p + pep_c --> g6p_c + pyr_c,( b2415 and b1101 and b2416 and b2417 ) or ( b2417 and b1621 and b2415 and b2416 ) or ( b1817 and b2415 and b1819 and b1818 and b2416 )
EX_glc__D_e_reverse,10.0,1.0,-9999.0,-9999.0,;glc__D_e : 1.0, --> glc__D_e,
PFK,8.25569513598387,1.0,12.223281202688007,0.0002677326552315826,;f6p_c : 4.999999992621096e-07;fdp_c : 1.4674375637250582e-05;adp_c : 5.411968104158752e-06;atp_c : 5.411968104158758e-05;h_c : 1.0,atp_c + f6p_c --> adp_c + fdp_c + h_c,b3916 or b1723
FBA,8.25569513598387,1.0,-7.412168594347881,0.00840192571268076,;g3p_c : 0.0019372800476507063;dhap_c : 5.74937878586431e-05;fdp_c : 1.4674375637250582e-05,fdp_c --> dhap_c + g3p_c,b2925 or b2097
TPI,8.150344515824463,1.0,-14.571280018435198,1.3569719888935447e-05,;dhap_c : 5.74937878586431e-05;g3p_c : 0.0019372800476507063,dhap_c --> g3p_c,b3919
NH4tex,8.051871420345792,1.0,-9999.0,-9999.0,;nh4_p : 1.0;nh4_e : 1.0,nh4_e --> nh4_p,b0241 or b1377 or b2215 or b0929
NH4tpp,8.051871420345792,1.0,-9999.0,-9999.0,;nh4_c : 0.02000000000856292;nh4_p : 1.0,nh4_p --> nh4_c,s0001 or b0451
EX_nh4_e_reverse,8.051871420345792,1.0,-9999.0,-9999.0,;nh4_e : 1.0, --> nh4_e,
ATPM,6.86,1.0,71.8561952662917,-9999.0,;h_c : 1.0;h2o_c : 1.0;adp_c : 5.411968104158752e-06;atp_c : 5.411968104158758e-05;pi_c : 4.999999992620972e-07,atp_c + h2o_c --> adp_c + h_c + pi_c,
PGI,6.713624987388753,1.0,14.571280018435216,0.0005464127019225524,;f6p_c : 4.999999992621096e-07;g6p_c : 0.00037910987493835997,g6p_c --> f6p_c,b4025
GLUDy_reverse,6.377405971979281,1.0,25.558906598203485,0.00046520016586326624,;h_c : 1.0;h2o_c : 1.0;glu__L_c : 5.731168982612922e-06;nadp_c : 0.0020000000008562916;akg_c : 4.999999992621096e-07;nh4_c : 0.02000000000856292;nadph_c : 0.02000000000856292,akg_c + h_c + nadph_c + nh4_c --> glu__L_c + h2o_c + nadp_c,b1761 or ( b3213 and b3212 )
ACt2rpp_reverse,5.016718503778742,1.0,-9999.0,-9999.0,;ac_c : 0.000984057327574355;ac_p : 1.0;h_p : 1.0;h_c : 1.0,ac_c + h_c --> ac_p + h_p,b0010
EX_ac_e,5.01283791853893,1.0,-9999.0,-9999.0,;ac_e : 1.0,ac_e --> ,
ACtex_reverse,5.01283791853893,1.0,-9999.0,-9999.0,;ac_e : 1.0;ac_p : 1.0,ac_p --> ac_e,b1377 or b0241 or b0929 or b2215
ACKr_reverse,4.578789426980279,1.0,15.529074008298338,2.9983792729739088e-05,;ac_c : 0.000984057327574355;adp_c : 5.411968104158752e-06;actp_c : 0.02000000000856292;atp_c : 5.411968104158758e-05,actp_c + adp_c --> ac_c + atp_c,b1849 or b2296 or b3115
PTAr,4.578789426980279,1.0,-9.40000000000007,0.0003014517410288976,;pi_c : 4.999999992620972e-07;actp_c : 0.02000000000856292;accoa_c : 0.02000000000856292;coa_c : 4.999999992621096e-07,accoa_c + pi_c --> actp_c + coa_c,b2297 or b2458
ACONT,3.472984730201043,1.0,14.571280018435012,0.000981069144742095,;icit_c : 4.999999992621096e-07;cit_c : 0.00355150718001879,cit_c --> icit_c,
ICDHyr,3.472984730201043,1.0,16.500001000000154,0.0008297426921027129,;akg_c : 4.999999992621096e-07;nadp_c : 0.0020000000008562916;co2_c : 1.3922614394250121e-05;nadph_c : 0.02000000000856292;icit_c : 4.999999992621096e-07,icit_c + nadp_c --> akg_c + co2_c + nadph_c,b1136
CS,3.472984730201043,1.0,62.295808917961864,0.0015972735805366335,;oaa_c : 0.0013300845862784436;h_c : 1.0;h2o_c : 1.0;cit_c : 0.00355150718001879;accoa_c : 0.02000000000856292;coa_c : 4.999999992621096e-07,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c,b0720
MDH,3.448828925823954,1.0,-14.57128001843523,5.987550218444365e-05,;oaa_c : 0.0013300845862784436;h_c : 1.0;mal__L_c : 0.02000000000856292;nadh_c : 0.0007084583731630467;nad_c : 0.007084583731630468,mal__L_c + nad_c --> h_c + nadh_c + oaa_c,b3236
FUM,3.448828925823954,1.0,-13.168333633234843,8.411960325334457e-05,;h2o_c : 1.0;mal__L_c : 0.02000000000856292;fum_c : 3.2432556969979344e-05,fum_c + h2o_c --> mal__L_c,b4122 or b1612 or b1611
PGL,3.2863750126112468,1.0,10.304192082038574,0.00018013343811528626,;h_c : 1.0;h2o_c : 1.0;6pgc_c : 0.02000000000856292;6pgl_c : 0.0001067538771917076,6pgl_c + h2o_c --> 6pgc_c + h_c,b0767
GND,3.2863750126112468,1.0,27.857441963130118,0.0021361977017821054,;nadp_c : 0.0020000000008562916;6pgc_c : 0.02000000000856292;co2_c : 1.3922614394250121e-05;ru5p__D_c : 3.803418044313029e-05;nadph_c : 0.02000000000856292,6pgc_c + nadp_c --> co2_c + nadph_c + ru5p__D_c,b2029
G6PDH2r,3.2863750126112468,1.0,2.529999999999996,0.00032807445921806573,;h_c : 1.0;nadp_c : 0.0020000000008562916;g6p_c : 0.00037910987493835997;nadph_c : 0.02000000000856292;6pgl_c : 0.0001067538771917076,g6p_c + nadp_c --> 6pgl_c + h_c + nadph_c,b1852
PYK,3.0031220879695786,1.0,38.043806733708486,0.00016927397959542786,;h_c : 1.0;pyr_c : 1.3223265105347658e-05;pep_c : 0.02000000000856292;atp_c : 5.411968104158758e-05;adp_c : 5.411968104158752e-06,adp_c + h_c + pep_c --> atp_c + pyr_c,b1854 or b1676
SUCDi,2.9179268399794456,1.0,10.839612651669837,0.0009013407576302214,;q8h2_c : 4.999999992621096e-07;fum_c : 3.2432556969979344e-05;q8_c : 4.999999992621096e-07;succ_c : 4.999999992621096e-07,q8_c + succ_c --> fum_c + q8h2_c,b0723 and b0721 and b0722 and b0724
AKGDH,2.6713758530771274,1.0,24.55890659820345,0.00197643820293305,;co2_c : 1.3922614394250121e-05;coa_c : 4.999999992621096e-07;nad_c : 0.007084583731630468;akg_c : 4.999999992621096e-07;nadh_c : 0.0007084583731630467;succoa_c : 4.999999992621096e-07,akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c,b0116 and b0727 and b0726
PPA,2.611090360959168,1.0,64.54131334003199,0.00016960317401551564,;pi_c : 4.999999992620972e-07;h2o_c : 1.0;ppi_c : 3.4549857648675275e-05;h_c : 1.0,h2o_c + ppi_c --> h_c + 2.0 pi_c,b2502 or b2744 or b4226
SUCOAS_reverse,2.279993669322367,1.0,-7.138366954831711,0.0004485002140258538,;pi_c : 4.999999992620972e-07;coa_c : 4.999999992621096e-07;atp_c : 5.411968104158758e-05;succ_c : 4.999999992621096e-07;adp_c : 5.411968104158752e-06;succoa_c : 4.999999992621096e-07,adp_c + pi_c + succoa_c --> atp_c + coa_c + succ_c,b0729 and b0728
PPC,2.2069928301799364,1.0,54.76981338336139,0.00022492846709619974,;oaa_c : 0.0013300845862784436;h_c : 1.0;h2o_c : 1.0;co2_c : 1.3922614394250121e-05;pep_c : 0.02000000000856292;pi_c : 4.999999992620972e-07,co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c,b3956
ASPTA_reverse,2.182837025802847,1.0,29.528720981565037,0.0012570889131685982,;oaa_c : 0.0013300845862784436;akg_c : 4.999999992621096e-07;asp__L_c : 4.999999992621096e-07;glu__L_c : 5.731168982612922e-06,glu__L_c + oaa_c --> akg_c + asp__L_c,b0928 or b4054
ADK1,1.9564486780786128,1.0,7.638366954831647,0.00041348385769998967,;adp_c : 5.411968104158752e-06;amp_c : 5.411968104158752e-06;atp_c : 5.411968104158758e-05,amp_c + atp_c --> 2.0 adp_c,b0474
RPI_reverse,1.6441835281747301,1.0,13.101280018435043,6.9913902376730165e-06,;r5p_c : 4.999999992621096e-07;ru5p__D_c : 3.803418044313029e-05,ru5p__D_c --> r5p_c,b2914 or b4090
FADRx,1.629689235421021,1.0,32.69035402673336,3.920636680798589e-05,;h_c : 1.0;fad_c : 0.02000000000856292;nadh_c : 0.0007084583731630467;fadh2_c : 4.999999992621096e-07;nad_c : 0.007084583731630468,fad_c + h_c + nadh_c --> fadh2_c + nad_c,b3844
RPE,1.6125156314306826,1.0,11.634378698676768,1.6920526203560414e-05,;xu5p__D_c : 1.5614705673126878e-06;ru5p__D_c : 3.803418044313029e-05,ru5p__D_c --> xu5p__D_c,b3386
SERA,1.282362318225453,1.0,0.2861609446946556,0.001984896632240741,;akg_c : 4.999999992621096e-07;3pg_c : 0.02000000000856292;S2hglut_c : 6.296358769844616e-05;3php_c : 6.296358769844616e-05,3pg_c + akg_c --> 3php_c + S2hglut_c,
PSERT,1.282362318225453,1.0,23.198534364911108,0.0017073830255883644,;pser__L_c : 7.439285109533067e-06;akg_c : 4.999999992621096e-07;3php_c : 6.296358769844616e-05;glu__L_c : 5.731168982612922e-06,3php_c + glu__L_c --> akg_c + pser__L_c,b0907
PSP_L,1.282362318225453,1.0,52.17525316219229,8.42850889107953e-06,;pser__L_c : 7.439285109533067e-06;pi_c : 4.999999992620972e-07;h2o_c : 1.0;ser__L_c : 1.2707993127492566e-06,h2o_c + pser__L_c --> pi_c + ser__L_c,b4388
SHGO,1.282362318225453,1.0,113.47128001843518,0.002643099640146895,;akg_c : 4.999999992621096e-07;o2_c : 4.999999992621096e-07;h2o2_c : 4.999999992621096e-07;S2hglut_c : 6.296358769844616e-05,S2hglut_c + o2_c --> akg_c + h2o2_c,b2660
GLNS,1.1678712609772424,1.0,46.37651497142819,0.000506308861407085,;pi_c : 4.999999992620972e-07;atp_c : 5.411968104158758e-05;gln__L_c : 2.5906094527388015e-05;h_c : 1.0;nh4_c : 0.02000000000856292;adp_c : 5.411968104158752e-06;glu__L_c : 5.731168982612922e-06,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,b3870
TKT1,0.9483293590491829,1.0,-14.571280018435086,0.0003744064038641185,;g3p_c : 0.0019372800476507063;r5p_c : 4.999999992621096e-07;s7p_c : 4.999999992621096e-07;xu5p__D_c : 1.5614705673126878e-06,r5p_c + xu5p__D_c --> g3p_c + s7p_c,b2935 or b2465
TALA,0.9483293590491829,1.0,-5.320539643371646,0.0006688211649824568,;g3p_c : 0.0019372800476507063;f6p_c : 4.999999992621096e-07;s7p_c : 4.999999992621096e-07;e4p_c : 0.02000000000856292,g3p_c + s7p_c --> e4p_c + f6p_c,b0008 or b2464
ASAD_reverse,0.7970490962733165,1.0,12.757440963130126,0.0014063593928327468,;pi_c : 4.999999992620972e-07;aspsa_c : 0.00013894387788614755;nadph_c : 0.02000000000856292;4pasp_c : 1.0102156396356709e-06;h_c : 1.0;nadp_c : 0.0020000000008562916,4pasp_c + h_c + nadph_c --> aspsa_c + nadp_c + pi_c,b3433
ASPK,0.7970490962733165,1.0,-14.275472100473358,6.126785852952908e-05,;asp__L_c : 4.999999992621096e-07;atp_c : 5.411968104158758e-05;4pasp_c : 1.0102156396356709e-06;adp_c : 5.411968104158752e-06,asp__L_c + atp_c --> 4pasp_c + adp_c,b3940 or b0002 or b4024
GHMT2r,0.7909370813268436,1.0,14.571280018435157,0.0031113350121540874,;mlthf_c : 0.002311008755908189;h2o_c : 1.0;gly_c : 4.999999992621096e-07;thf_c : 0.02000000000856292;ser__L_c : 1.2707993127492566e-06,ser__L_c + thf_c --> gly_c + h2o_c + mlthf_c,b2551
BIOMASS_Ec_iML1515_core_75p37M,0.7455495177832745,1.0,-9999.0,-9999.0,;gly_c : 4.999999992621096e-07;btn_c : 4.999999992621096e-07;asp__L_c : 4.999999992621096e-07;nad_c : 0.007084583731630468;dttp_c : 0.001702806684203668;utp_c : 0.02000000000856292;coa_c : 4.999999992621096e-07;h2o_c : 1.0;murein5px4p_p : 1.0;phe__L_c : 2.341821589074687e-05;k_c : 4.999999992621096e-07;mn2_c : 4.999999992621096e-07;ca2_c : 4.999999992621096e-07;thmpp_c : 4.999999992621096e-07;dctp_c : 0.02000000000856292;glu__L_c : 5.731168982612922e-06;nadp_c : 0.0020000000008562916;succoa_c : 4.999999992621096e-07;cl_c : 4.999999992621096e-07;dgtp_c : 8.99280093602191e-07;pro__L_c : 0.016044442138114186;fe2_c : 4.999999992621096e-07;mlthf_c : 0.002311008755908189;atp_c : 5.411968104158758e-05;h_c : 1.0;ala__L_c : 4.999999992621096e-07;tyr__L_c : 4.999999992621096e-07;amet_c : 2.4999999952401825e-05;mobd_c : 4.999999992621096e-07;4fe4s_c : 4.999999992621096e-07;adp_c : 5.411968104158752e-06;2fe2s_c : 4.999999992621096e-07;cu2_c : 4.999999992621096e-07;fad_c : 0.02000000000856292;lys__L_c : 4.999999992621096e-07;ni2_c : 4.999999992621096e-07;pe161_p : 1.0;pe160_p : 1.0;gln__L_c : 2.5906094527388015e-05;ppi_c : 3.4549857648675275e-05;val__L_c : 0.02000000000856292;ile__L_c : 4.5950332104230184e-06;asn__L_c : 0.00023619015622677888;datp_c : 0.02000000000856292;cobalt2_c : 4.999999992621096e-07;pydx5p_c : 0.009244035041012004;cys__L_c : 0.02000000000856292;2ohph_c : 4.999999992621096e-07;zn2_c : 4.999999992621096e-07;so4_c : 0.02000000000856292;fe3_c : 4.999999992621096e-07;ser__L_c : 1.2707993127492566e-06;met__L_c : 0.00040000000034251683;mg2_c : 4.999999992621096e-07;thf_c : 0.02000000000856292;kdo2lipid4_e : 1.0;ctp_c : 0.0006700357270685813;10fthf_c : 1.0102156396357731e-06;sheme_c : 4.999999992621096e-07;arg__L_c : 5.581311219735733e-05;trp__L_c : 4.999999992621096e-07;leu__L_c : 4.999999992621096e-07;pi_c : 4.999999992620972e-07;udcpdp_c : 4.999999992621096e-07;nh4_c : 0.02000000000856292;his__L_c : 4.999999992621096e-07;thr__L_c : 0.02000000000856292;ribflv_c : 0.02000000000856292;gtp_c : 2.9832196241931154e-05;pheme_c : 4.999999992621096e-07,0.000223 10fthf_c + 2.6e-05 2fe2s_c + 0.000223 2ohph_c + 0.00026 4fe4s_c + 0.513689 ala__L_c + 0.000223 amet_c + 0.295792 arg__L_c + 0.241055 asn__L_c + 0.241055 asp__L_c + 75.55223 atp_c + 2e-06 btn_c + 0.005205 ca2_c + 0.005205 cl_c + 0.000576 coa_c + 2.5e-05 cobalt2_c + 0.133508 ctp_c + 0.000709 cu2_c + 0.09158 cys__L_c + 0.026166 datp_c + 0.027017 dctp_c + 0.027017 dgtp_c + 0.026166 dttp_c + 0.000223 fad_c + 0.006715 fe2_c + 0.007808 fe3_c + 0.26316 gln__L_c + 0.26316 glu__L_c + 0.612638 gly_c + 0.215096 gtp_c + 70.028756 h2o_c + 0.094738 his__L_c + 0.290529 ile__L_c + 0.195193 k_c + 0.019456 kdo2lipid4_e + 0.450531 leu__L_c + 0.343161 lys__L_c + 0.153686 met__L_c + 0.008675 mg2_c + 0.000223 mlthf_c + 0.000691 mn2_c + 7e-06 mobd_c + 0.013894 murein5px4p_p + 0.001831 nad_c + 0.000447 nadp_c + 0.013013 nh4_c + 0.000323 ni2_c + 0.063814 pe160_p + 0.075214 pe161_p + 0.185265 phe__L_c + 0.000223 pheme_c + 0.221055 pro__L_c + 0.000223 pydx5p_c + 0.000223 ribflv_c + 0.215792 ser__L_c + 0.000223 sheme_c + 0.004338 so4_c + 9.8e-05 succoa_c + 0.000223 thf_c + 0.000223 thmpp_c + 0.253687 thr__L_c + 0.056843 trp__L_c + 0.137896 tyr__L_c + 5.5e-05 udcpdp_c + 0.144104 utp_c + 0.423162 val__L_c + 0.000341 zn2_c --> 75.37723 adp_c + 75.37723 h_c + 75.37323 pi_c + 0.773903 ppi_c,
EX_pi_e_reverse,0.719161538149891,1.0,-9999.0,-9999.0,;pi_e : 1.0, --> pi_e,
PIt2rpp,0.719161538149891,1.0,-9999.0,-9999.0,;h_c : 1.0;h_p : 1.0;pi_p : 1.0;pi_c : 4.999999992620972e-07,h_p + pi_p --> h_c + pi_c,b3493 or b2987
PItex,0.719161538149891,1.0,-9999.0,-9999.0,;pi_e : 1.0;pi_p : 1.0,pi_e --> pi_p,b1377 or b0241 or b0929 or b2215
PRPPS,0.6958541691255531,1.0,-14.571280018435164,0.0008267689831289252,;h_c : 1.0;prpp_c : 0.0012362301025760926;amp_c : 5.411968104158752e-06;atp_c : 5.411968104158758e-05;r5p_c : 4.999999992621096e-07,atp_c + r5p_c --> amp_c + h_c + prpp_c,b1207
TKT2,0.6641862723814995,1.0,19.05744096312992,0.0001480009938415321,;g3p_c : 0.0019372800476507063;f6p_c : 4.999999992621096e-07;xu5p__D_c : 1.5614705673126878e-06;e4p_c : 0.02000000000856292,e4p_c + xu5p__D_c --> f6p_c + g3p_c,b2935 or b2465
MTHFC,0.655677996711714,1.0,4.619074008298129,8.194338403043538e-05,;h_c : 1.0;h2o_c : 1.0;10fthf_c : 1.0102156396357731e-06;methf_c : 6.390727886459033e-07,h2o_c + methf_c --> 10fthf_c + h_c,b0529
MTHFD,0.655677996711714,1.0,7.191834774219805,8.194338403043538e-05,;nadp_c : 0.0020000000008562916;methf_c : 6.390727886459033e-07;nadph_c : 0.02000000000856292;mlthf_c : 0.002311008755908189,mlthf_c + nadp_c --> methf_c + nadph_c,b0529
DHAD1,0.6518838952156057,1.0,49.06708693639655,2.8253303354366e-05,;23dhmb_c : 0.007325268298649621;3mob_c : 3.8034180443131095e-05;h2o_c : 1.0,23dhmb_c --> 3mob_c + h2o_c,b3771
ACLS,0.6518838952156057,1.0,37.71363422942153,0.0001933841898325629,;alac__S_c : 4.999999992621096e-07;h_c : 1.0;pyr_c : 1.3223265105347658e-05;co2_c : 1.3922614394250121e-05,h_c + 2.0 pyr_c --> alac__S_c + co2_c,( b0077 and b0078 ) or ( b3670 and b3671 )
KARA1_reverse,0.6518838952156057,1.0,-3.552713678800501e-15,0.00425684908588882,;alac__S_c : 4.999999992621096e-07;nadp_c : 0.0020000000008562916;23dhmb_c : 0.007325268298649621;nadph_c : 0.02000000000856292;h_c : 1.0,alac__S_c + h_c + nadph_c --> 23dhmb_c + nadp_c,b3774
CAT,0.6405750273547688,1.0,155.68217168854,0.0002687489528140889,;o2_c : 4.999999992621096e-07;h2o_c : 1.0;h2o2_c : 4.999999992621096e-07,2.0 h2o2_c --> 2.0 h2o_c + o2_c,b1732 or b3942
NDPK1,0.5889945567419953,1.0,-2.10648164983143,0.0004131314663958353,;gdp_c : 4.999999992621096e-07;adp_c : 5.411968104158752e-06;atp_c : 5.411968104158758e-05;gtp_c : 2.9832196241931154e-05,atp_c + gdp_c --> adp_c + gtp_c,b0474 or b2518
HSDy_reverse,0.5204882482014923,1.0,14.122239331733248,7.242935242235057e-05,;hom__L_c : 0.02000000000856292;h_c : 1.0;aspsa_c : 0.00013894387788614755;nadph_c : 0.02000000000856292;nadp_c : 0.0020000000008562916,aspsa_c + h_c + nadph_c --> hom__L_c + nadp_c,b3940 or b0002
CBMKr,0.46715163569777274,1.0,-14.571280018435152,0.0003990033450625096,;h_c : 1.0;co2_c : 1.3922614394250121e-05;atp_c : 5.411968104158758e-05;nh4_c : 0.02000000000856292;cbp_c : 4.999999992621096e-07;adp_c : 5.411968104158752e-06,atp_c + co2_c + nh4_c --> adp_c + cbp_c + 2.0 h_c,b0521
ALATA_L_reverse,0.43379351362418134,1.0,14.536900319758024,0.00040403333003313335,;akg_c : 4.999999992621096e-07;ala__L_c : 4.999999992621096e-07;pyr_c : 1.3223265105347658e-05;glu__L_c : 5.731168982612922e-06,glu__L_c + pyr_c --> akg_c + ala__L_c,b2290 or b2379
THRS,0.40573997636995074,1.0,38.28910732989506,0.0013274966719742567,;pi_c : 4.999999992620972e-07;h2o_c : 1.0;thr__L_c : 0.02000000000856292;phom_c : 4.999999992621096e-07,h2o_c + phom_c --> pi_c + thr__L_c,b0004
HSK,0.40573997636995074,1.0,66.56708793639666,4.678476909850711e-05,;h_c : 1.0;adp_c : 5.411968104158752e-06;phom_c : 4.999999992621096e-07;atp_c : 5.411968104158758e-05;hom__L_c : 0.02000000000856292,atp_c + hom__L_c --> adp_c + h_c + phom_c,b0003
IMPC_reverse,0.40448447098195495,1.0,-9.028720981565002,0.0006441325312079382,;imp_c : 0.02000000000856292;h2o_c : 1.0;fprica_c : 4.999999992621096e-07,fprica_c --> h2o_c + imp_c,b4006
AICART,0.40448447098195495,1.0,-6.386160944694728,0.0006441325312079382,;aicar_c : 0.02000000000856292;10fthf_c : 1.0102156396357731e-06;fprica_c : 4.999999992621096e-07;thf_c : 0.02000000000856292,10fthf_c + aicar_c --> fprica_c + thf_c,b4006
HCO3E,0.39187871973525185,1.0,4.212373421335901,0.00028427116783423404,;h_c : 1.0;h2o_c : 1.0;hco3_c : 2.7845228788500242e-05;co2_c : 1.3922614394250121e-05,co2_c + h2o_c --> h_c + hco3_c,b0126 or b0339
IPPS,0.3358931697964138,1.0,51.25744196312991,0.0005346103680193723,;3c3hmp_c : 0.00019927019605228477;h_c : 1.0;h2o_c : 1.0;accoa_c : 0.02000000000856292;coa_c : 4.999999992621096e-07;3mob_c : 3.8034180443131095e-05,3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c,b0074
LEUTAi,0.3358931697964138,1.0,23.19853436491096,0.00021168389917340004,;4mop_c : 0.0005601749954107712;akg_c : 4.999999992621096e-07;leu__L_c : 4.999999992621096e-07;glu__L_c : 5.731168982612922e-06,4mop_c + glu__L_c --> akg_c + leu__L_c,b3770 or b4054
OMCDC,0.3358931697964138,1.0,52.78239362679108,-9999.0,;3c4mop_c : 0.009661213454617063;h_c : 1.0;co2_c : 1.3922614394250121e-05;4mop_c : 0.0005601749954107712,3c4mop_c + h_c --> 4mop_c + co2_c,s0001
IPPMIb_reverse,0.3358931697964138,1.0,-3.7148819262595794,0.00019724030631259915,;3c3hmp_c : 0.00019927019605228477;h2o_c : 1.0;2ippm_c : 0.00024330254069663597,3c3hmp_c --> 2ippm_c + h2o_c,b0071 and b0072
IPMD,0.3358931697964138,1.0,-14.57128001843519,0.0007524654419890178,;3c4mop_c : 0.009661213454617063;h_c : 1.0;nadh_c : 0.0007084583731630467;nad_c : 0.007084583731630468;3c2hmp_c : 0.003378599451433995,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c,b0073 or b1800
IPPMIa_reverse,0.3358931697964138,1.0,-9.985119073740458,0.00022810521853012156,;h2o_c : 1.0;2ippm_c : 0.00024330254069663597;3c2hmp_c : 0.003378599451433995,2ippm_c + h2o_c --> 3c2hmp_c,b0071 and b0072
GARFT,0.3340188583086682,1.0,-12.75744096312992,1.9251067544054208e-05,;fgam_c : 5.826532503036779e-05;h_c : 1.0;gar_c : 0.02000000000856292;10fthf_c : 1.0102156396357731e-06;thf_c : 0.02000000000856292,10fthf_c + gar_c --> fgam_c + h_c + thf_c,b2500
