,max_E,min_E
TMPK,7.033849391232343e-06,7.030678638698389e-06
SHCHF,6.7740487558722515e-06,6.774046059337672e-06
ASPO6,6.766523588937461e-06,6.766521403371555e-06
SHCHD2,6.7740487558722515e-06,6.774046059337672e-06
DASYN160,6.288269625798533e-06,6.288103667874149e-06
OCTDPS,5.412657053947451e-06,5.412657053935113e-06
DASYN161,6.271418972586224e-06,6.271215770903118e-06
UAPGR,5.057556371118046e-06,5.0575563693507115e-06
DXPRIi,6.494509873469049e-06,6.494509873454568e-06
PTPATi,4.519431628817323e-06,4.519431628805901e-06
DPCOAK,4.925833214511083e-06,4.925833214498634e-06
CPPPGO,6.330231151108135e-06,6.33020752527128e-06
CHRPL,3.7642239952097023e-06,3.7642239952097023e-06
S2FE2SS,4.334776224753959e-06,4.3347167921629676e-06
ADCS,3.763248998594379e-06,3.7496480655381567e-06
THZPSN3,3.472212970816911e-06,3.4722129708074395e-06
MEPCT,3.5314346477572028e-06,3.531434647747613e-06
PAPPT3,3.272896771511253e-06,3.2728967703775433e-06
MOAT2,3.224450533993046e-06,3.2244489195555224e-06
LPADSS,3.278765068749752e-06,3.2787650686003704e-06
AGPAT161,2.6683710290623492e-06,2.6683710275861173e-06
UPP3S,2.5635723668403382e-06,2.5634295455450295e-06
MOAT,3.224450533993046e-06,3.2244489195555224e-06
NNATr,2.7506865667532617e-06,2.7506865667532617e-06
UPPDC1,2.234186566908326e-06,2.2341535696540384e-06
PMEACPE,2.946898555317974e-06,2.946898555317974e-06
AGPAT160,2.6634501516406823e-06,2.6634501516406823e-06
UDCPDPS,2.310475563119846e-06,2.310475563119846e-06
NADK,2.736271300813464e-06,2.73627095016632e-06
PMPK,2.640495326117314e-06,2.6404950011561217e-06
FESR,2.0129968082717852e-06,2.0129966244758174e-06
ADCL,1.8623684254334192e-06,1.8552246887626198e-06
DPR,1.7728468271821819e-06,1.7728468271834565e-06
S2FE2SS2,1.4596632169647158e-06,1.4596239555002068e-06
SCYSDS,1.6316733124876025e-06,1.631656789247017e-06
