,flux,z,f,enz,met_concentration,reaction,gpr
EDA,8.254399131888091,1.0,21.91782831146,0.004148652947308272,;2ddg6p_c : 0.02000000000856292;pyr_c : 4.999999992621096e-07;g3p_c : 0.02000000000856292,2ddg6p_c --> g3p_c + pyr_c,b1850
G6PDH2r,8.254399131888091,1.0,13.436699588066535,0.0008240257186024921,;g6p_c : 0.00012189926677429519;nadph_c : 0.02000000000856292;nadp_c : 0.0020000000008562916;6pgl_c : 4.999999992621096e-07;h_c : 1.0,g6p_c + nadp_c --> 6pgl_c + h_c + nadph_c,b1852
ACONTa,8.254399131888091,1.0,1.5670869363966382,0.0023317511672000255,;acon_C_c : 6.998168227464142e-07;h2o_c : 1.0;cit_c : 3.210457558553129e-05,cit_c --> acon_C_c + h2o_c,b0118 or b1276
PGL,8.254399131888091,1.0,1.5670869363965636,0.0004524417601451391,;6pgl_c : 4.999999992621096e-07;6pgc_c : 0.002772770716561148;h2o_c : 1.0;h_c : 1.0,6pgl_c + h2o_c --> 6pgc_c + h_c,b0767
FUM,8.254399131888091,1.0,1.5670869363966866,0.0002013311750171228,;mal__L_c : 0.02000000000856292;h2o_c : 1.0;fum_c : 0.009825935663968919,fum_c + h2o_c --> mal__L_c,b4122 or b1612 or b1611
CS,8.25439913188768,1.0,30.965827127206843,0.003796312014249914,;h2o_c : 1.0;cit_c : 3.210457558553129e-05;h_c : 1.0;accoa_c : 4.999999992621096e-07;oaa_c : 2.548210629187293e-06;coa_c : 4.999999992621096e-07,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c,b0720
GLXCL,4.127199565944209,1.0,20.950740369890003,0.005251641151322084,;glx_c : 4.999999992621096e-07;2h3oppan_c : 4.999999992621096e-07;co2_c : 1.000000000958319e-07;h_c : 1.0,2.0 glx_c + h_c --> 2h3oppan_c + co2_c,b0507
TRSARr,4.127199565943888,1.0,2.9670869363967363,0.0023294249652639045,;nad_c : 4.999999992621083e-06;2h3oppan_c : 4.999999992621096e-07;glyc__R_c : 0.002082454753677114;nadh_c : 4.999999992621078e-07;h_c : 1.0,2h3oppan_c + h_c + nadh_c --> glyc__R_c + nad_c,b0509 or b3125
PGM,4.127006081800815,1.0,1.5670869363967252,0.000718228299339144,;3pg_c : 0.019999992253621156;2pg_c : 0.007490248437949777,2pg_c --> 3pg_c,b0755 or b3612
GLYCK2,4.127006081800815,1.0,11.93710614564147,0.0026137015740794814,;atp_c : 4.999999992621083e-06;glyc__R_c : 0.002082454753677114;2pg_c : 0.007490248437949777;adp_c : 4.999999992621078e-07;h_c : 1.0,atp_c + glyc__R_c --> 2pg_c + adp_c + h_c,b3124
CO2tpp_reverse,3.236849511706445,1.0,-9999.0,-9999.0,;co2_p : 1.0;co2_c : 1.000000000958319e-07,co2_c --> co2_p,s0001
CO2tex_reverse,3.236849511706445,1.0,-9999.0,-9999.0,;co2_p : 1.0;co2_e : 1.0,co2_p --> co2_e,b1377 or b0241 or b0929 or b2215
EX_co2_e,3.236849511706445,1.0,-9999.0,-9999.0,;co2_e : 1.0,co2_e --> ,
MTHFD_reverse,3.0482497287157626,1.0,13.938366954831643,0.003286161647433745,;nadp_c : 0.0020000000008562916;mlthf_c : 4.999999992621096e-07;methf_c : 4.999999992621096e-07;nadph_c : 0.02000000000856292,methf_c + nadph_c --> mlthf_c + nadp_c,b0529
MTHFC_reverse,3.0482497287157626,1.0,1.5670869363966276,0.0017529782575416207,;10fthf_c : 8.700844304442772e-06;methf_c : 4.999999992621096e-07;h2o_c : 1.0;h_c : 1.0,10fthf_c + h_c --> h2o_c + methf_c,b0529
GHMT2r_reverse,3.048249728715506,1.0,1.567086936396601,0.0037700849771793808,;mlthf_c : 4.999999992621096e-07;gly_c : 0.00010068560764642472;thf_c : 4.242861254785685e-06;ser__L_c : 4.999999992621096e-07;h2o_c : 1.0,gly_c + h2o_c + mlthf_c --> ser__L_c + thf_c,b2551
PPC,3.0482497287150285,1.0,7.130170509459823,0.0003106662284672569,;pep_c : 1.3350686822865845e-06;h2o_c : 1.0;h_c : 1.0;pi_c : 0.01317389472955991;co2_c : 1.000000000958319e-07;oaa_c : 2.548210629187293e-06,co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c,b3956
ADK1,3.0482497287150285,1.0,7.638366954831647,0.0006442295528548448,;atp_c : 4.999999992621083e-06;adp_c : 4.999999992621078e-07;amp_c : 4.999999992621078e-07,amp_c + atp_c --> 2.0 adp_c,b0474
ACALD,3.0482497287150285,1.0,1.5670869363967377,0.0002930703628603517,;h_c : 1.0;accoa_c : 4.999999992621096e-07;nad_c : 4.999999992621083e-06;nadh_c : 4.999999992621078e-07;acald_c : 8.504365223093076e-05;coa_c : 4.999999992621096e-07,acald_c + coa_c + nad_c --> accoa_c + h_c + nadh_c,b0351 or b1241
PPS,3.04824972871495,1.0,16.271281018435033,0.0007186086969432742,;pi_c : 0.01317389472955991;pyr_c : 4.999999992621096e-07;amp_c : 4.999999992621078e-07;h_c : 1.0;pep_c : 1.3350686822865845e-06;atp_c : 4.999999992621083e-06;h2o_c : 1.0,atp_c + h2o_c + pyr_c --> amp_c + 2.0 h_c + pep_c + pi_c,b1702
THRA,3.0482497287146373,1.0,27.918019024991835,0.0020923020748381434,;thr__L_c : 0.02000000000856292;gly_c : 0.00010068560764642472;acald_c : 8.504365223093076e-05,thr__L_c --> acald_c + gly_c,b2551 or b0870
THRS,3.048249728712598,1.0,12.037106145641651,0.009973238048702399,;pi_c : 0.01317389472955991;thr__L_c : 0.02000000000856292;phom_c : 4.999999992621096e-07;h2o_c : 1.0,h2o_c + phom_c --> pi_c + thr__L_c,b0004
HSK,3.048249728712598,1.0,64.60964697326655,0.0003514853551979644,;hom__L_c : 0.009362759292211755;atp_c : 4.999999992621083e-06;phom_c : 4.999999992621096e-07;adp_c : 4.999999992621078e-07;h_c : 1.0,atp_c + hom__L_c --> adp_c + h_c + phom_c,b0003
ASAD_reverse,3.0482497287124524,1.0,1.5670869363967732,0.005378507619817431,;nadp_c : 0.0020000000008562916;nadph_c : 0.02000000000856292;pi_c : 0.01317389472955991;h_c : 1.0;aspsa_c : 4.999999992621096e-07;4pasp_c : 1.2498929151382088e-06,4pasp_c + h_c + nadph_c --> aspsa_c + nadp_c + pi_c,b3433
HSDy_reverse,3.0482497287124524,1.0,1.5670869363967377,0.000424183936208256,;hom__L_c : 0.009362759292211755;nadp_c : 0.0020000000008562916;h_c : 1.0;aspsa_c : 4.999999992621096e-07;nadph_c : 0.02000000000856292,aspsa_c + h_c + nadph_c --> hom__L_c + nadp_c,b3940 or b0002
ASPK,3.0482497287124524,1.0,1.5670869363966347,0.00023431396386325998,;4pasp_c : 1.2498929151382088e-06;asp__L_c : 0.0002879119244639311;adp_c : 4.999999992621078e-07;atp_c : 4.999999992621083e-06,asp__L_c + atp_c --> 4pasp_c + adp_c,b3940 or b0002 or b4024
PFL,3.048249728711927,1.0,1.5670869363965352,0.001693472071506626,;accoa_c : 4.999999992621096e-07;coa_c : 4.999999992621096e-07;for_c : 0.0010117731523636314;pyr_c : 4.999999992621096e-07,coa_c + pyr_c --> accoa_c + for_c,( b3951 and b3952 ) or ( b0902 and b0903 ) or ( b0902 and b3114 ) or ( b0903 and b0902 and b2579 )
FTHFLi,3.048249728711927,1.0,1.5670869363966178,-9999.0,;10fthf_c : 8.700844304442772e-06;thf_c : 4.242861254785685e-06;adp_c : 4.999999992621078e-07;pi_c : 0.01317389472955991;atp_c : 4.999999992621083e-06;for_c : 0.0010117731523636314,atp_c + for_c + thf_c --> 10fthf_c + adp_c + pi_c,
ASPTA_reverse,3.048249728711667,1.0,1.5670869363966935,0.0017554773412931475,;akg_c : 4.999999992621096e-07;glu__L_c : 3.3692752042852575e-05;asp__L_c : 0.0002879119244639311;oaa_c : 2.548210629187293e-06,glu__L_c + oaa_c --> akg_c + asp__L_c,b0928 or b4054
PDH,2.1578996744772647,1.0,45.38910732472165,4.016191465619328e-05,;pyr_c : 4.999999992621096e-07;nadh_c : 4.999999992621078e-07;accoa_c : 4.999999992621096e-07;nad_c : 4.999999992621083e-06;co2_c : 1.000000000958319e-07;coa_c : 4.999999992621096e-07,coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c,b0116 and b0115 and b0114
PGI,1.745600868113181,1.0,1.5670869363966138,0.0001420720532671667,;f6p_c : 2.4892363744310644e-05;g6p_c : 0.00012189926677429519,g6p_c --> f6p_c,b4025
F6PA,1.745600868111909,1.0,1.5670869363965565,0.0005974218707706213,;f6p_c : 2.4892363744310644e-05;dha_c : 4.999999992621096e-07;g3p_c : 0.02000000000856292,f6p_c --> dha_c + g3p_c,b0825 or b3946
EX_dha_e,1.7456008681119082,1.0,-9999.0,-9999.0,;dha_e : 1.0,dha_e --> ,
DHAtex_reverse,1.7456008681119082,1.0,-9999.0,-9999.0,;dha_e : 1.0;dha_p : 1.0,dha_p --> dha_e,b1377 or b0241 or b0929 or b2215
DHAtpp_reverse,1.7456008681119082,1.0,-9999.0,-9999.0,;dha_p : 1.0;dha_c : 4.999999992621096e-07,dha_c --> dha_p,
GLYCK,0.00019348413927389174,1.0,13.604193082038194,2.516974269438373e-07,;atp_c : 4.999999992621083e-06;glyc__R_c : 0.002082454753677114;3pg_c : 0.019999992253621156;adp_c : 4.999999992621078e-07;h_c : 1.0,atp_c + glyc__R_c --> 3pg_c + adp_c + h_c,b0514
