,max_E,min_E
NADH16pp,0.01188207054234814,0.0118820705422997
PSERT,0.018809458446482772,0.018809458446478532
GLXCL,0.005251641151325464,0.005251641151321435
EDD,0.011040130305294724,0.011040130305286304
HEX1,0.0073004656174921545,0.007300465617483147
PGCD,0.008667782537114616,0.00866778253711439
ICL,0.005095308106106957,0.005095308106103321
THRS,0.009973238048711504,0.009973238048701564
CS,0.0037963120142526434,0.003796312014249771
ASAD_reverse,0.005378507619822615,0.005378507619817027
EDA,0.004148652947310934,0.004148652947307907
SUCDi,0.002549764533293006,0.0025497645332910467
GLYCK2,0.0026138241108062026,0.002613824110804582
ACONTb,0.0023317511955235604,0.002331751195523351
GHMT2r_reverse,0.003770084977179238,0.003770084977175382
MTHFD_reverse,0.0032861616474333436,0.0032861616474300303
ACONTa,0.002331751167200029,0.0023317511671998256
THRA,0.0020923020748386603,0.002092302074835858
TRSARr,0.002329424965265503,0.0023294249652637098
ASPTA_reverse,0.001755477341295433,0.0017554773412935128
GLUDy_reverse,0.0012528639223781638,0.0012528639223781063
CYTBO3_4pp,0.00165835148180631,0.001658351481806258
THD2pp,0.0008598579163927394,0.0008598579163919033
PFL,0.0016934720715110648,0.0016934720715069567
PGM,0.000718261971639679,0.0007182619716384271
MTHFC_reverse,0.0017529782575414065,0.001752978257539539
ATPS4rpp,0.0006518878113992881,0.0006518878113992112
GAPD,0.0008436016142195409,0.0008436016142195196
ADK1,0.0006442295528615798,0.0006442295528548438
PPS,0.0007186086969459539,0.0007186086969426569
G6PDH2r,0.0008240257186030401,0.0008240257186020099
PGK_reverse,0.0006944444444444445,0.0006944444444444265
PGL,0.00045244176014544235,0.00045244176014487666
HSK,0.0003514853551982866,0.00035148535519799283
F6PA,0.0005974218707706882,0.0005974218707687085
HSDy_reverse,0.00042418393620866486,0.00042418393620824424
PPC,0.00031066622846725626,0.00031066622846725653
ACALD,0.00029307036286038636,0.0002930703628599862
ASPK,0.0002343139638634854,0.0002343139638632498
FUM,0.0002013311750172563,0.00020133117501710507
MDH,0.00014330554048426302,0.00014330554048412895
PGI,0.00014207205326814925,0.00014207205326661747
PSP_L,9.285303026714797e-05,9.285303026712706e-05
PDH,4.0161914655845526e-05,4.0161914655835755e-05
