,max_concentration,min_concentration
pep_c,-3.912023005,-3.912023697379266
3php_c,-14.508657047620748,-14.50865774
nad_c,-3.912023005,-12.206072647005957
nadh_c,-6.214608097994046,-14.508657740000004
3pg_c,-4.317111838075019,-4.317112530454285
2pg_c,-5.70433089575233,-5.704331588131595
