,flux,z,f,enz,met_concentration,reaction,gpr
PSERT,19.92125984251993,1.0,19.15651902504704,0.02652387739412175,;3php_c : 4.999999992621096e-07;pser__L_c : 4.999999992621096e-07;glu__L_c : 1.0119064967299102e-05;akg_c : 4.999999992621096e-07,3php_c + glu__L_c --> akg_c + pser__L_c,b0907
H2Otpp_reverse,19.84251968503986,1.0,-9999.0,-9999.0,;h2o_p : 1.0;h2o_c : 1.0,h2o_c --> h2o_p,s0001 or b0875
H2Otex_reverse,19.84251968503986,1.0,-9999.0,-9999.0,;h2o_p : 1.0;h2o_e : 1.0,h2o_p --> h2o_e,b1377 or b2215 or b1319 or b3875 or s0001 or b0957 or b0241 or b0929
EX_h2o_e,19.84251968503986,1.0,-9999.0,-9999.0,;h2o_e : 1.0,h2o_e --> ,
CYTBO3_4pp,19.60629921259965,1.0,-9999.0,0.0013748543886106656,;q8_c : 0.02000000000856292;o2_c : 4.999999992621096e-07;h2o_c : 1.0;h_c : 1.0;q8h2_c : 0.0017716164904269577;h_p : 1.0,4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_p + q8_c,b0429 and b0432 and b0431 and b0430
NADH16pp,19.370078740149058,1.0,-9999.0,0.014950333988446838,;q8_c : 0.02000000000856292;nadh_c : 4.999999992621078e-07;q8h2_c : 0.0017716164904269577;nad_c : 4.999999992621083e-06;h_c : 1.0;h_p : 1.0,4.0 h_c + nadh_c + q8_c --> 3.0 h_p + nad_c + q8h2_c,b2280 and b2281 and b2287 and b2288 and b2282 and b2277 and b2279 and b2284 and b2278 and b2276 and b2283 and b2286 and b2285
THD2pp,11.023622047240906,1.0,-9999.0,0.000524679174254646,;nadp_c : 0.0020000000008562916;nadph_c : 0.02000000000856292;nad_c : 4.999999992621083e-06;h_c : 1.0;h_p : 1.0;nadh_c : 4.999999992621078e-07,2.0 h_p + nadh_c + nadp_c --> 2.0 h_c + nad_c + nadph_c,b1602 and b1603
PPS,10.15748031496014,1.0,0.5223620502504394,0.0023945720800367656,;pi_c : 0.020000000008563314;pyr_c : 2.533667518493587e-05;amp_c : 4.999999992621078e-07;h_c : 1.0;pep_c : 0.019999986160989247;atp_c : 4.999999992621083e-06;h2o_c : 1.0,atp_c + h2o_c + pyr_c --> amp_c + 2.0 h_c + pep_c + pi_c,b1702
ADK1,10.15748031496014,1.0,7.638366954831647,0.0021467233933609295,;atp_c : 4.999999992621083e-06;adp_c : 4.999999992621078e-07;amp_c : 4.999999992621078e-07,amp_c + atp_c --> 2.0 adp_c,b0474
GAPD,10.0,1.0,0.522362050250476,0.0008436016142195409,;h_c : 1.0;g3p_c : 0.020000000008562967;pi_c : 0.020000000008563314;nad_c : 4.999999992621083e-06;nadh_c : 4.999999992621078e-07;13dpg_c : 0.000593132369144581,g3p_c + nad_c + pi_c --> 13dpg_c + h_c + nadh_c,b1779
EX_glc__D_e_reverse,10.0,1.0,-9999.0,-9999.0,;glc__D_e : 1.0, --> glc__D_e,
EDD,10.0,1.0,37.007261185694006,0.013374844284712901,;6pgc_c : 0.001883797952377248;2ddg6p_c : 0.02000000000856292;h2o_c : 1.0,6pgc_c --> 2ddg6p_c + h2o_c,b1851
EDA,10.0,1.0,11.794221350016397,0.005025990239896866,;2ddg6p_c : 0.02000000000856292;pyr_c : 2.533667518493587e-05;g3p_c : 0.020000000008562967,2ddg6p_c --> g3p_c + pyr_c,b1850
GLCtex_copy1,10.0,1.0,-9999.0,-9999.0,;glc__D_p : 1.0;glc__D_e : 1.0,glc__D_e --> glc__D_p,b4036
PGL,10.0,1.0,2.5640178327409977,0.0005481219806748655,;6pgl_c : 4.999999992621096e-07;6pgc_c : 0.001883797952377248;h2o_c : 1.0;h_c : 1.0,6pgl_c + h2o_c --> 6pgc_c + h_c,b0767
G6PDH2r,10.0,1.0,1.269270994918033,0.0009982867383031507,;g6p_c : 1.0890533026523957e-06;nadph_c : 0.02000000000856292;nadp_c : 0.0020000000008562916;6pgl_c : 4.999999992621096e-07;h_c : 1.0,g6p_c + nadp_c --> 6pgl_c + h_c + nadph_c,b1852
PGK_reverse,10.0,1.0,4.733256506000748,0.0006944444444444445,;atp_c : 4.999999992621083e-06;3pg_c : 0.01333834204829798;13dpg_c : 0.000593132369144581;adp_c : 4.999999992621078e-07,13dpg_c + adp_c --> 3pg_c + atp_c,b2926
GLCt2pp,10.0,1.0,-9999.0,-9999.0,;glc__D_p : 1.0;glc__D_c : 5.889714995385995e-07;h_p : 1.0;h_c : 1.0,glc__D_p + h_p --> glc__D_c + h_c,b2943
HEX1,10.0,1.0,24.153091055332432,0.007300465617491688,;g6p_c : 1.0890533026523957e-06;atp_c : 4.999999992621083e-06;glc__D_c : 5.889714995385995e-07;adp_c : 4.999999992621078e-07;h_c : 1.0,atp_c + glc__D_c --> adp_c + g6p_c + h_c,b2388
ENO_reverse,9.92125984251993,1.0,0.5223620502504449,0.007386020907058251,;pep_c : 0.019999986160989247;2pg_c : 0.0033315034575336303;h2o_c : 1.0,h2o_c + pep_c --> 2pg_c,b2779
PGM,9.92125984251993,1.0,0.5223620502504849,0.0017266099062508598,;3pg_c : 0.01333834204829798;2pg_c : 0.0033315034575336303,2pg_c --> 3pg_c,b0755 or b3612
EX_o2_e_reverse,9.803149606299826,1.0,-9999.0,-9999.0,;o2_e : 1.0, --> o2_e,
O2tpp,9.803149606299826,1.0,-9999.0,-9999.0,;o2_c : 4.999999992621096e-07;o2_p : 1.0,o2_p --> o2_c,s0001
O2tex,9.803149606299826,1.0,-9999.0,-9999.0,;o2_p : 1.0;o2_e : 1.0,o2_e --> o2_p,b1377 or b0241 or b0929 or b2215
HSK,0.31496062992027873,1.0,65.65437185941279,3.6317250466108857e-05,;hom__L_c : 0.014038859750237788;atp_c : 4.999999992621083e-06;phom_c : 4.999999992621096e-07;adp_c : 4.999999992621078e-07;h_c : 1.0,atp_c + hom__L_c --> adp_c + h_c + phom_c,b0003
THRS,0.31496062992027873,1.0,10.960386348329948,0.0010304855631007792,;pi_c : 0.020000000008563314;thr__L_c : 0.02000000000856292;phom_c : 4.999999992621096e-07;h2o_c : 1.0,h2o_c + phom_c --> pi_c + thr__L_c,b0004
ASPTA_reverse,0.31496062992027873,1.0,0.52236205025046,0.00018138482684558458,;akg_c : 4.999999992621096e-07;glu__L_c : 1.0119064967299102e-05;asp__L_c : 0.00019441040508328989;oaa_c : 3.8208791362371555e-06,glu__L_c + oaa_c --> akg_c + asp__L_c,b0928 or b4054
ASPK,0.31496062992027873,1.0,0.522362050250404,2.4210507742310856e-05,;4pasp_c : 1.265495590516431e-06;asp__L_c : 0.00019441040508328989;adp_c : 4.999999992621078e-07;atp_c : 4.999999992621083e-06,asp__L_c + atp_c --> 4pasp_c + adp_c,b3940 or b0002 or b4024
ASAD_reverse,0.31496062992027873,1.0,0.5223620502505177,0.0005557346998220687,;nadp_c : 0.0020000000008562916;nadph_c : 0.02000000000856292;pi_c : 0.020000000008563314;h_c : 1.0;aspsa_c : 4.999999992621096e-07;4pasp_c : 1.265495590516431e-06,4pasp_c + h_c + nadph_c --> aspsa_c + nadp_c + pi_c,b3433
HSDy_reverse,0.31496062992027873,1.0,0.5223620502504964,4.38288367556576e-05,;hom__L_c : 0.014038859750237788;nadp_c : 0.0020000000008562916;h_c : 1.0;aspsa_c : 4.999999992621096e-07;nadph_c : 0.02000000000856292,aspsa_c + h_c + nadph_c --> hom__L_c + nadp_c,b3940 or b0002
MDH,0.3149606299098953,1.0,0.5223620502505426,5.468066491491238e-06,;nad_c : 4.999999992621083e-06;h_c : 1.0;mal__L_c : 0.02000000000856292;oaa_c : 3.8208791362371555e-06;nadh_c : 4.999999992621078e-07,mal__L_c + nad_c --> h_c + nadh_c + oaa_c,b3236
EX_co2_e_reverse,0.23622047244020905,1.0,-9999.0,-9999.0,;co2_e : 1.0, --> co2_e,
SUCDi,0.23622047244020905,1.0,3.399999999999981,7.296794994302417e-05,;q8_c : 0.02000000000856292;q8h2_c : 0.0017716164904269577;succ_c : 4.999999992621096e-07;fum_c : 0.006553087079664112,q8_c + succ_c --> fum_c + q8h2_c,b0723 and b0721 and b0722 and b0724
FUM,0.23622047244020905,1.0,0.522362050250444,5.761599908073349e-06,;mal__L_c : 0.02000000000856292;h2o_c : 1.0;fum_c : 0.006553087079664112,fum_c + h2o_c --> mal__L_c,b4122 or b1612 or b1611
PPC,0.23622047244020905,1.0,29.804531958318584,2.407470837065855e-05,;pep_c : 0.019999986160989247;h2o_c : 1.0;h_c : 1.0;pi_c : 0.020000000008563314;co2_c : 1.0000000009583119e-07;oaa_c : 3.8208791362371555e-06,co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c,b3956
CO2tpp,0.23622047244020905,1.0,-9999.0,-9999.0,;co2_p : 1.0;co2_c : 1.0000000009583119e-07,co2_p --> co2_c,s0001
CO2tex,0.23622047244020905,1.0,-9999.0,-9999.0,;co2_p : 1.0;co2_e : 1.0,co2_e --> co2_p,b1377 or b0241 or b0929 or b2215
GHMT2r_reverse,0.15748031496013937,1.0,0.5223620502503712,0.00019477215532563417,;mlthf_c : 4.999999992621096e-07;gly_c : 7.913171746975191e-06;thf_c : 4.999999992621096e-07;ser__L_c : 4.999999992621096e-07;h2o_c : 1.0,gly_c + h2o_c + mlthf_c --> ser__L_c + thf_c,b2551
MTHFD_reverse,0.15748031496013937,1.0,13.938366954831643,0.0001697714483077551,;nadp_c : 0.0020000000008562916;mlthf_c : 4.999999992621096e-07;methf_c : 4.999999992621096e-07;nadph_c : 0.02000000000856292,methf_c + nadph_c --> mlthf_c + nadp_c,b0529
GLYAT_reverse,0.15748031496013937,1.0,35.522363835895874,0.00013557978371558533,;accoa_c : 4.999999992621096e-07;2aobut_c : 4.821711026475314e-06;gly_c : 7.913171746975191e-06;coa_c : 4.999999992621096e-07,2aobut_c + coa_c --> accoa_c + gly_c,b3617
THRD,0.15748031496013937,1.0,0.5223620502504183,7.862307529850431e-05,;nad_c : 4.999999992621083e-06;2aobut_c : 4.821711026475314e-06;nadh_c : 4.999999992621078e-07;thr__L_c : 0.02000000000856292;h_c : 1.0,nad_c + thr__L_c --> 2aobut_c + h_c + nadh_c,b3616 or b3589
MTHFC_reverse,0.15748031496013937,1.0,0.5223620502503943,9.056330441542777e-05,;10fthf_c : 5.8027441195948755e-06;methf_c : 4.999999992621096e-07;h2o_c : 1.0;h_c : 1.0,10fthf_c + h_c --> h2o_c + methf_c,b0529
MCITD,0.15748031496013937,1.0,0.5223620502505357,0.00022682379793848744,;2mcacn_c : 0.0001396980979355255;h2o_c : 1.0;2mcit_c : 0.0001254403461758508,2mcit_c --> 2mcacn_c + h2o_c,b0334
MCITS,0.15748031496013937,1.0,33.09580891796155,0.00019258787773845397,;h2o_c : 1.0;2mcit_c : 0.0001254403461758508;h_c : 1.0;oaa_c : 3.8208791362371555e-06;coa_c : 4.999999992621096e-07;ppcoa_c : 4.999999992621096e-07,h2o_c + oaa_c + ppcoa_c --> 2mcit_c + coa_c + h_c,b0333
MCITL2,0.15748031496013937,1.0,31.098414217700046,0.00013107322628779305,;micit_c : 8.365837008497428e-05;succ_c : 4.999999992621096e-07;pyr_c : 2.533667518493587e-05,micit_c --> pyr_c + succ_c,b0331
FTHFLi,0.15748031496013937,1.0,0.5223620502503521,-9999.0,;10fthf_c : 5.8027441195948755e-06;thf_c : 4.999999992621096e-07;adp_c : 4.999999992621078e-07;pi_c : 0.020000000008563314;atp_c : 4.999999992621083e-06;for_c : 0.005797380833215593,atp_c + for_c + thf_c --> 10fthf_c + adp_c + pi_c,
OBTFL,0.15748031496013937,1.0,5.29364285433085,0.0008158464487639139,;2obut_c : 0.02000000000856292;coa_c : 4.999999992621096e-07;for_c : 0.005797380833215593;ppcoa_c : 4.999999992621096e-07,2obut_c + coa_c --> for_c + ppcoa_c,( b0902 and b0903 ) or ( b0903 and b0902 and b2579 ) or ( b0902 and b3114 )
MICITDr,0.15748031496013937,1.0,0.5223620502503983,0.0005952538089624239,;2mcacn_c : 0.0001396980979355255;micit_c : 8.365837008497428e-05;h2o_c : 1.0,2mcacn_c + h2o_c --> micit_c,b0118
THRD_L,0.15748031496013937,1.0,58.459485879534085,9.727890990325235e-05,;2obut_c : 0.02000000000856292;thr__L_c : 0.02000000000856292;nh4_c : 2.1471460261247494e-06,thr__L_c --> 2obut_c + nh4_c,b3772 or b3117
ACONTa,0.07874015748006968,1.0,0.5223620502503952,2.2242982339002736e-05,;acon_C_c : 4.999999992621096e-07;h2o_c : 1.0;cit_c : 1.5297645104515575e-05,cit_c --> acon_C_c + h2o_c,b0118 or b1276
CS,0.07874015748006968,1.0,33.922363835895716,3.621368449349007e-05,;h2o_c : 1.0;cit_c : 1.5297645104515575e-05;h_c : 1.0;accoa_c : 4.999999992621096e-07;oaa_c : 3.8208791362371555e-06;coa_c : 4.999999992621096e-07,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c,b0720
ACONTb,0.07874015748006968,1.0,0.7,2.2242982609185856e-05,;icit_c : 4.999999992621096e-07;acon_C_c : 4.999999992621096e-07;h2o_c : 1.0,acon_C_c + h2o_c --> icit_c,b0118 or b1276
ICL,0.07874015748006968,1.0,27.851083031815417,4.86050354815245e-05,;glx_c : 6.997241196421082e-07;icit_c : 4.999999992621096e-07;succ_c : 4.999999992621096e-07,icit_c --> glx_c + succ_c,b4015
MALS,0.07874015748006968,1.0,9.138024298079586,5.481580914490961e-05,;accoa_c : 4.999999992621096e-07;mal__L_c : 0.02000000000856292;h2o_c : 1.0;h_c : 1.0;glx_c : 6.997241196421082e-07;coa_c : 4.999999992621096e-07,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c,b4014 or b2976
