,max_E,min_E
THRS,0.02745008282581651,0.02745008282581516
MTHFD_reverse,0.009044746446488313,0.0090447464464876
ASAD_reverse,0.014803665461739736,0.014803665461738653
FBA3,0.007449261903440652,0.007449261903410839
THRA,0.005758798192766377,0.005758798192760546
GHMT2r_reverse,0.010376684520962099,0.01037668452096173
NADH16pp,0.006213942071958941,0.006213942071950748
ASPTA_reverse,0.004831730495356064,0.004831730495355325
GND,0.005343422313144544,0.0053434223131350374
EDD,0.005403036216822343,0.005403036216784548
HEX1,0.0041245998730705564,0.004124599873053084
PFL,0.0046610687922102245,0.0046610687922081714
MTHFC_reverse,0.004824852081775281,0.00482485208177492
PGM_reverse,0.0014973793247773427,0.001497379324775557
EDA,0.002030349416672986,0.0020303494166588956
ENO,0.00140495514095295,0.001404955140951142
HSDy_reverse,0.001167512910595096,0.0011675129105950142
G6PDH2r,0.0012239137568551015,0.0012239137568521169
PTAr,0.0011047274327744968,0.0011047274327733955
GAPD,0.0010747608890513951,0.0010747608890500345
ACALD,0.0008066392975899159,0.000806639297589106
HSK,0.0009674192138130069,0.0009674192138129611
PPC,0.0008550697036371614,0.0008550697036365783
TKT1,0.0010818274418569948,0.001081827441855086
PGK_reverse,0.000884732456561758,0.0008847324565606215
PGL,0.0006720053536150816,0.0006720053536134269
THD2pp,0.0006225120032598499,0.0006225120032580675
CYTBO3_4pp,0.0005645582650356108,0.0005645582650352189
ASPK,0.0006449197024961394,0.0006449197024960919
GLUDy_reverse,0.0006120033713674331,0.0006120033713663046
GLCptspp,0.0007631971137757973,0.0007631971137715549
TKT2,0.000610588552578014,0.0006105885525772537
PFK_3,0.000457242408131193,0.0004572424081294194
PGI_reverse,0.0001839498807780989,0.00018394988077559675
F6PA,0.00016427894516874493,0.0001642789451597625
ATPS4rpp,0.00013596501609795616,0.00013596501609709817
ACKr_reverse,0.0001098813304382008,0.00010988133043791775
RPE,5.750609116319481e-05,5.750609116309373e-05
RPI_reverse,1.1651643065063684e-05,1.165164306504301e-05
TPI,4.562142404413558e-06,4.562142404387019e-06
