,max_E,min_E
THRS,0.02717677675895873,0.02717677675895762
ASAD_reverse,0.014656273134798439,0.014656273134797561
GHMT2r_reverse,0.010273369319640365,0.010273369319640062
EDD,0.008844489631832502,0.0088444896318133
NADH16pp,0.006832949529309443,0.006832949529309436
MTHFD_reverse,0.008954692653474185,0.008954692653473659
HEX1,0.006064051283448905,0.006064051283445065
THRA,0.005701460861805314,0.005701460861805083
GND,0.005576930840495374,0.0055769308400466944
PFL,0.004614660976720694,0.004614660976718747
ASPTA_reverse,0.0047836234908641,0.004783623490863545
MTHFC_reverse,0.004776813562037064,0.004776813562037064
G6PDH2r,0.0015166427802462935,0.0015166427802454645
EDA,0.0033235765307018323,0.0033235765306942615
PGM_reverse,0.0011753233936506657,0.001175323393648618
TALA,0.002016974894298747,0.0020169748942942913
HSDy_reverse,0.0011558885973416446,0.0011558885973415754
TKT1,0.0011291034979108753,0.0011291034979085482
ENO,0.0011027777777250895,0.001102777777724724
HSK,0.0009577871284744094,0.0009577871284743704
PTAr,0.0010937282415694814,0.0010937282415682556
GAPD,0.0008436016142195409,0.000843601614219261
ACALD,0.000798608013487897,0.0007986080134873744
PPC,0.0008465562234019774,0.0008465562233954685
PGK_reverse,0.0006944444444495379,0.0006944444444407242
PGL,0.0008327319324083752,0.0008327319323913364
CYTBO3_4pp,0.0006207972470087275,0.0006207972470087277
ASPK,0.0006384985755200624,0.0006384985755200239
GLUDy_reverse,0.0006059099750224963,0.0006059099750224963
TKT2,0.0006372713834258966,0.0006372713834247703
THD2pp,0.00044994426835636954,0.0004499442683552686
PGI_reverse,0.0004226068878094546,0.0004226068878094572
GLCptspp,0.0002971246038449652,0.0002971246038422113
ATPS4rpp,0.00022256766879041445,0.00022256766878962718
F6PA,0.00018047503749147196,0.0001804750374886225
ACKr_reverse,0.00010878729970492279,0.00010878729970480053
RPI_reverse,1.2160821987085765e-05,1.2160821987065779e-05
RPE,6.001911781056713e-05,6.001911781046487e-05
