,flux,z,f,enz,met_concentration,reaction,gpr
GLCptspp,9.999999999957843,1.0,-9999.0,0.0017543859649048847,;glc__D_p : 1.0;pep_c : 7.13340652233032e-07;pyr_c : 4.999999992621096e-07;g6p_c : 0.0005556881037124767,glc__D_p + pep_c --> g6p_c + pyr_c,( b2415 and b1101 and b2416 and b2417 ) or ( b2417 and b1621 and b2415 and b2416 ) or ( b1817 and b2415 and b1819 and b1818 and b2416 )
NH4tpp,8.99394170496214,1.0,-9999.0,-9999.0,;nh4_p : 1.0;nh4_c : 0.008925016694140945,nh4_p --> nh4_c,s0001 or b0451
HSDy_reverse,8.99394170496214,1.0,4.583543426556009,0.001251565958819878,;hom__L_c : 0.002906988073619229;nadp_c : 0.0020000000008562916;h_c : 1.0;aspsa_c : 4.999999992621096e-07;nadph_c : 0.02000000000856292,aspsa_c + h_c + nadph_c --> hom__L_c + nadp_c,b3940 or b0002
THRS,8.99394170496214,1.0,10.960386348329948,0.0294263034865005,;pi_c : 0.020000000008563314;thr__L_c : 0.02000000000856292;phom_c : 4.999999992621096e-07;h2o_c : 1.0,h2o_c + phom_c --> pi_c + thr__L_c,b0004
HSK,8.99394170496214,1.0,61.59319048310728,0.001037066866609228,;hom__L_c : 0.002906988073619229;atp_c : 4.999999992621083e-06;phom_c : 4.999999992621096e-07;adp_c : 4.999999992621078e-07;h_c : 1.0,atp_c + hom__L_c --> adp_c + h_c + phom_c,b0003
THRA,8.99394170496214,1.0,30.856398342029493,0.006173392787670531,;thr__L_c : 0.02000000000856292;gly_c : 6.614549382310007e-05;acald_c : 4.142822696285478e-05,thr__L_c --> acald_c + gly_c,b2551 or b0870
NH4tex,8.99394170496214,1.0,-9999.0,-9999.0,;nh4_p : 1.0;nh4_e : 1.0,nh4_e --> nh4_p,b0241 or b1377 or b2215 or b0929
EX_nh4_e_reverse,8.99394170496214,1.0,-9999.0,-9999.0,;nh4_e : 1.0, --> nh4_e,
MTHFD_reverse,8.99394170496214,1.0,4.583543426556009,0.00969590713374829,;nadp_c : 0.0020000000008562916;mlthf_c : 1.8805687357098187e-05;methf_c : 4.999999992621096e-07;nadph_c : 0.02000000000856292,methf_c + nadph_c --> mlthf_c + nadp_c,b0529
DM_ser__L_c,8.99394170496214,1.0,-9999.0,-9999.0,;ser__L_c : 4.999999992621096e-07,ser__L_c --> ,
ASAD_reverse,8.99394170496214,1.0,4.58354342655603,0.015869429442306647,;nadp_c : 0.0020000000008562916;nadph_c : 0.02000000000856292;pi_c : 0.020000000008563314;h_c : 1.0;aspsa_c : 4.999999992621096e-07;4pasp_c : 6.111519779193848e-06,4pasp_c + h_c + nadph_c --> aspsa_c + nadp_c + pi_c,b3433
GHMT2r_reverse,8.99394170496214,1.0,4.583543426555872,0.011123735758288164,;mlthf_c : 1.8805687357098187e-05;gly_c : 6.614549382310007e-05;thf_c : 3.2549947896511415e-05;ser__L_c : 4.999999992621096e-07;h2o_c : 1.0,gly_c + h2o_c + mlthf_c --> ser__L_c + thf_c,b2551
ASPK,8.99394170496214,1.0,4.5835434265559165,0.0006913495675221174,;4pasp_c : 6.111519779193848e-06;asp__L_c : 0.004534158273926623;adp_c : 4.999999992621078e-07;atp_c : 4.999999992621083e-06,asp__L_c + atp_c --> 4pasp_c + adp_c,b3940 or b0002 or b4024
GLUDy_reverse,8.99394170496214,1.0,4.583543426556048,0.0006560634827540078,;nadph_c : 0.02000000000856292;glu__L_c : 0.008709620946685677;h2o_c : 1.0;h_c : 1.0;akg_c : 4.999999992621096e-07;nadp_c : 0.0020000000008562916;nh4_c : 0.008925016694140945,akg_c + h_c + nadph_c + nh4_c --> glu__L_c + h2o_c + nadp_c,b1761 or ( b3213 and b3212 )
ASPTA_reverse,8.99394170496214,1.0,4.583543426555974,0.005179582474250074,;akg_c : 4.999999992621096e-07;glu__L_c : 0.008709620946685677;asp__L_c : 0.004534158273926623;oaa_c : 5.000002092824834e-07,glu__L_c + oaa_c --> akg_c + asp__L_c,b0928 or b4054
FTHFLi,8.99394170496214,1.0,4.583543426555864,-9999.0,;10fthf_c : 2.8023476119764714e-05;thf_c : 3.2549947896511415e-05;adp_c : 4.999999992621078e-07;pi_c : 0.020000000008563314;atp_c : 4.999999992621083e-06;for_c : 0.0020769627477264336,atp_c + for_c + thf_c --> 10fthf_c + adp_c + pi_c,
ACALD,8.99394170496214,1.0,4.583543426556009,0.000864711881768701,;h_c : 1.0;accoa_c : 4.999999992621096e-07;nad_c : 4.999999992621083e-06;nadh_c : 4.999999992621078e-07;acald_c : 4.142822696285478e-05;coa_c : 3.3057968987707667e-06,acald_c + coa_c + nad_c --> accoa_c + h_c + nadh_c,b0351 or b1241
PFL,8.99394170496214,1.0,4.58354342655581,0.0049966342805345225,;accoa_c : 4.999999992621096e-07;coa_c : 3.3057968987707667e-06;for_c : 0.0020769627477264336;pyr_c : 4.999999992621096e-07,coa_c + pyr_c --> accoa_c + for_c,( b3951 and b3952 ) or ( b0902 and b0903 ) or ( b0902 and b3114 ) or ( b0903 and b0902 and b2579 )
MTHFC_reverse,8.99394170496214,1.0,4.5835434265559,0.005172208861325082,;10fthf_c : 2.8023476119764714e-05;methf_c : 4.999999992621096e-07;h2o_c : 1.0;h_c : 1.0,10fthf_c + h_c --> h2o_c + methf_c,b0529
H2Otex_reverse,8.757049801654013,1.0,-9999.0,-9999.0,;h2o_p : 1.0;h2o_e : 1.0,h2o_p --> h2o_e,b1377 or b2215 or b1319 or b3875 or s0001 or b0957 or b0241 or b0929
EX_h2o_e,8.757049801654013,1.0,-9999.0,-9999.0,;h2o_e : 1.0,h2o_e --> ,
H2Otpp_reverse,8.757049801654013,1.0,-9999.0,-9999.0,;h2o_p : 1.0;h2o_c : 1.0,h2o_c --> h2o_p,s0001 or b0875
CYTBO3_4pp,8.520157898345872,1.0,-9999.0,0.0005974598444702333,;q8_c : 0.02000000000856292;o2_c : 4.999999992621096e-07;h2o_c : 1.0;h_c : 1.0;q8h2_c : 0.0003668437537180386;h_p : 1.0,4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_p + q8_c,b0429 and b0432 and b0431 and b0430
PPC,7.810737549607573,1.0,26.452088611059942,0.0007960412013575603,;pep_c : 7.13340652233032e-07;h2o_c : 1.0;h_c : 1.0;pi_c : 0.020000000008563314;co2_c : 9.999999999761818e-05;oaa_c : 5.000002092824834e-07,co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c,b3956
FBA,7.810737549565419,1.0,4.583543426555973,0.007949086730038746,;fdp_c : 0.02000000000856292;dhap_c : 0.008504340306309182;g3p_c : 0.00017045414551724453,fdp_c --> dhap_c + g3p_c,b2925 or b2097
PFK,7.810737549565419,1.0,4.583543426556009,0.0002533026558051259,;f6p_c : 3.523185715134465e-05;fdp_c : 0.02000000000856292;atp_c : 4.999999992621083e-06;adp_c : 4.999999992621078e-07;h_c : 1.0,atp_c + f6p_c --> adp_c + fdp_c + h_c,b3916 or b1723
TPI,7.810737549565419,1.0,4.583543426555858,1.300429944621442e-05,;dhap_c : 0.008504340306309182;g3p_c : 0.00017045414551724453,dhap_c --> g3p_c,b3919
NADH16pp,7.336953742991305,1.0,-9999.0,0.005662853021250086,;q8_c : 0.02000000000856292;nadh_c : 4.999999992621078e-07;q8h2_c : 0.0003668437537180386;nad_c : 4.999999992621083e-06;h_c : 1.0;h_p : 1.0,4.0 h_c + nadh_c + q8_c --> 3.0 h_p + nad_c + q8h2_c,b2280 and b2281 and b2287 and b2288 and b2282 and b2277 and b2279 and b2284 and b2278 and b2276 and b2283 and b2286 and b2285
PGL,6.5677873513037355,1.0,4.583543426555835,0.0003599948611647932,;6pgl_c : 5.283717129080216e-06;6pgc_c : 0.009097517630432945;h2o_c : 1.0;h_c : 1.0,6pgl_c + h2o_c --> 6pgc_c + h_c,b0767
G6PDH2r,6.5677873513037355,1.0,11.268366954893263,0.0006556535012801696,;g6p_c : 0.0005556881037124767;nadph_c : 0.02000000000856292;nadp_c : 0.0020000000008562916;6pgl_c : 5.283717129080216e-06;h_c : 1.0,g6p_c + nadp_c --> 6pgl_c + h_c + nadph_c,b1852
GND,6.5677873513037355,1.0,4.583543426555865,0.00426916958405814,;ru5p__D_c : 0.02000000000856292;nadph_c : 0.02000000000856292;nadp_c : 0.0020000000008562916;6pgc_c : 0.009097517630432945;co2_c : 9.999999999761818e-05,6pgc_c + nadp_c --> co2_c + nadph_c + ru5p__D_c,b2029
RPE,4.378524900869155,1.0,10.231548881763127,4.5944947059127524e-05,;ru5p__D_c : 0.02000000000856292;xu5p__D_c : 0.0014145598175623927,ru5p__D_c --> xu5p__D_c,b3386
O2tpp,4.260078949172936,1.0,-9999.0,-9999.0,;o2_c : 4.999999992621096e-07;o2_p : 1.0,o2_p --> o2_c,s0001
O2tex,4.260078949172936,1.0,-9999.0,-9999.0,;o2_p : 1.0;o2_e : 1.0,o2_e --> o2_p,b1377 or b0241 or b0929 or b2215
EX_o2_e_reverse,4.260078949172936,1.0,-9999.0,-9999.0,;o2_e : 1.0, --> o2_e,
PGI,3.4322126486962645,1.0,4.583543426555886,0.00027934306585037895,;f6p_c : 3.523185715134465e-05;g6p_c : 0.0005556881037124767,g6p_c --> f6p_c,b4025
MDH,2.366408310709133,1.0,4.583543426555828,4.1083477616478003e-05,;nad_c : 4.999999992621083e-06;h_c : 1.0;mal__L_c : 0.012639371159902548;oaa_c : 5.000002092824834e-07;nadh_c : 4.999999992621078e-07,mal__L_c + nad_c --> h_c + nadh_c + oaa_c,b3236
RPI_reverse,2.1892624504345806,1.0,29.258720981565002,9.309172523254861e-06,;ru5p__D_c : 0.02000000000856292;r5p_c : 4.999999992621096e-07,ru5p__D_c --> r5p_c,b2914 or b4090
TALA,2.1892624504345775,1.0,4.765833766667225,0.0015440047791202714,;f6p_c : 3.523185715134465e-05;s7p_c : 4.999999992621096e-07;e4p_c : 4.999999992621096e-07;g3p_c : 0.00017045414551724453,g3p_c + s7p_c --> e4p_c + f6p_c,b0008 or b2464
TKT1,2.1892624504345775,1.0,9.257440879845287,0.0008643346041756866,;r5p_c : 4.999999992621096e-07;xu5p__D_c : 0.0014145598175623927;s7p_c : 4.999999992621096e-07;g3p_c : 0.00017045414551724453,r5p_c + xu5p__D_c --> g3p_c + s7p_c,b2935 or b2465
TKT2,2.1892624504345775,1.0,4.583543426555924,0.00048783456075128984,;f6p_c : 3.523185715134465e-05;xu5p__D_c : 0.0014145598175623927;e4p_c : 4.999999992621096e-07;g3p_c : 0.00017045414551724453,e4p_c + xu5p__D_c --> f6p_c + g3p_c,b2935 or b2465
ACONTa,1.1832041553545665,1.0,4.583543426555915,0.0003342384619645668,;acon_C_c : 2.253953677855158e-06;h2o_c : 1.0;cit_c : 0.00033303367472740215,cit_c --> acon_C_c + h2o_c,b0118 or b1276
FUM,1.1832041553545665,1.0,4.583543426555958,2.885926389995007e-05,;mal__L_c : 0.012639371159902548;h2o_c : 1.0;fum_c : 0.02000000000856292,fum_c + h2o_c --> mal__L_c,b4122 or b1612 or b1611
CS,1.1832041553545665,1.0,15.861635211738005,0.0005441719110638329,;h2o_c : 1.0;cit_c : 0.00033303367472740215;h_c : 1.0;accoa_c : 4.999999992621096e-07;oaa_c : 5.000002092824834e-07;coa_c : 3.3057968987707667e-06,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c,b0720
ICL,1.1832041553545665,1.0,28.717828311460007,0.0007303729354040533,;glx_c : 4.999999992621096e-07;icit_c : 4.999999992621096e-07;succ_c : 4.999999992621096e-07,icit_c --> glx_c + succ_c,b4015
SUCDi,1.1832041553545665,1.0,4.583543426555941,0.0003654889886910337,;q8_c : 0.02000000000856292;q8h2_c : 0.0003668437537180386;succ_c : 4.999999992621096e-07;fum_c : 0.02000000000856292,q8_c + succ_c --> fum_c + q8h2_c,b0723 and b0721 and b0722 and b0724
ACONTb,1.1832041553545665,1.0,4.583543426555906,0.00033423846602452555,;icit_c : 4.999999992621096e-07;acon_C_c : 2.253953677855158e-06;h2o_c : 1.0,acon_C_c + h2o_c --> icit_c,b0118 or b1276
MALS,1.1832041553545665,1.0,4.58354342655592,0.0008237003231266906,;accoa_c : 4.999999992621096e-07;mal__L_c : 0.012639371159902548;h2o_c : 1.0;h_c : 1.0;glx_c : 4.999999992621096e-07;coa_c : 3.3057968987707667e-06,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c,b4014 or b2976
PDH,1.0060582949957038,1.0,32.44528548119468,1.872433082069056e-05,;pyr_c : 4.999999992621096e-07;nadh_c : 4.999999992621078e-07;accoa_c : 4.999999992621096e-07;nad_c : 4.999999992621083e-06;co2_c : 9.999999999761818e-05;coa_c : 3.3057968987707667e-06,coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c,b0116 and b0115 and b0114
ATPS4rpp,0.3542917207177309,1.0,-9999.0,1.1924468698636288e-05,;h2o_c : 1.0;adp_c : 4.999999992621078e-07;h_c : 1.0;pi_c : 0.020000000008563314;atp_c : 4.999999992621083e-06;h_p : 1.0,adp_c + 4.0 h_p + pi_c --> atp_c + h2o_c + 3.0 h_c,( b3734 and b3733 and b3731 and b3735 and b3732 and b3739 and b3737 and b3738 and b3736 ) or ( b3732 and b3735 and b3731 and b3733 and b3734 and b3737 and b3738 and b3736 )
EX_co2_e_reverse,0.23689190330813403,1.0,-9999.0,-9999.0,;co2_e : 1.0, --> co2_e,
CO2tpp,0.23689190330813403,1.0,-9999.0,-9999.0,;co2_p : 1.0;co2_c : 9.999999999761818e-05,co2_p --> co2_c,s0001
CO2tex,0.23689190330813403,1.0,-9999.0,-9999.0,;co2_p : 1.0;co2_e : 1.0,co2_e --> co2_p,b1377 or b0241 or b0929 or b2215
