,max_E,min_E
PSERT,0.0266287148541794,0.02662871485417543
XYLI2,0.024888350509201802,0.0
NADH16pp,0.011463888932921293,0.0074497270702754675
PGCD,0.012271055557266524,0.012271055557265825
HEX7,0.010307266733338994,0.0
FBA,0.026597774491613376,0.0012315666927849766
THRS,0.0033680208294131495,0.0033680208294058376
FLDR2,0.002065982644789787,0.00206598264478061
POR5_reverse,0.013816800705432624,0.005771662092668106
GAPD,0.009902268190844407,0.001687203228438851
ASAD_reverse,0.021345295006483654,0.001816353485821119
GLUDy_reverse,0.00884278245041089,0.0015339913883374405
PGK_reverse,0.03190950526866496,0.0013888888888886944
THD2pp,0.001245892585420901,0.001245892585420558
GHMT2r_reverse,0.00948585334986843,0.0012731797506237766
MTHFD_reverse,0.03187665327050404,0.0011097560113667118
CYTBO3_4pp,0.001041534209940315,0.001041534209939749
MTHFC_reverse,0.028796282178829864,0.0005919910119519495
GLYAT_reverse,0.006818312632126818,0.0008862531450185427
ASPTA_reverse,0.0059321079510818026,0.0005928349671545642
PFL,0.0005718954248388316,0.0005718954248358757
THRD,0.0005139405436812842,0.0005139405436807666
PPS,0.00024267836059775974,0.00024267836059617634
PFK,0.00032430055957944395,3.924464843305374e-05
HSDy_reverse,0.0035522815745409764,0.00014324939660239375
ATPS4rpp,0.002069521923505554,0.00017323560851736648
ADK1,0.00021756008854284577,0.0
PSP_L,0.0001314528471601333,0.00013145284716011308
ASPK,0.006011162670418046,7.91291962609584e-05
PPC,0.00010491380265480879,0.00010491380265469358
HSK,0.00011869866053126187,0.00011869866053104283
TPI,0.0016649259258414032,1.6649259258409428e-05
