,max_E,min_E
THRS,0.01935614024044455,0.01935614024044455
ASAD_reverse,0.01043865064336302,0.010438650643362113
EDD,0.007912648125128235,0.007912648125158845
GHMT2r_reverse,0.007317011103139767,0.007317011103139391
MDH2,0.016703402980688297,0.016703402980670367
THRA,0.004060756615669308,0.004060756615669308
FBA_reverse,0.004782550630260424,0.004782550630254645
MTHFD_reverse,0.0063778088309751815,0.00637780883097472
MALS,0.00411853412486416,0.00411853412486303
MTHFC_reverse,0.0034021942347808223,0.0034021942347804237
NADH16pp,0.0033692170896944132,0.0033692170896833405
PFL,0.003286704152582666,0.003286704152582434
ICL,0.0036518935028696286,0.0036518935028696286
GND,0.005264284235968429,0.0052642842359623635
ASPTA_reverse,0.0034070444765360104,0.0034070444765353087
HEX1,0.0031449063487494575,0.003144906348740171
EDA,0.002973409738615617,0.002973409738615617
SUCDi,0.0018274593683203237,0.0018274593683188583
ACONTa,0.00167120550131322,0.00167120550131323
CS,0.002720881032317698,0.0027208810323153913
TALA,0.0019039018851187682,0.0019039018851189225
ACONTb,0.0016712055216139084,0.0016712055216131399
CYTBO3_4pp,0.0015506639896343036,0.0015506639896331342
HSDy_reverse,0.0008232595789750522,0.0008232595789748991
PGI_reverse,0.0007900349538008602,0.0007900349538002027
G6PDH2r,0.0013990750830048851,0.001399075083004898
ATPS4rpp,0.0007423439143279382,0.0007423439143275978
TKT1,0.0010658051739979954,0.0010658051739976387
HSK,0.0006821655909997501,0.0006821655909997501
PGL,0.0007681798988064024,0.0007681798988064065
ACALD,0.0005687933062616037,0.0005687933062598947
TKT2,0.0006015455084083162,0.0006015455084081149
FBP,0.00046660088467106575,0.00046660088467048716
GLUDy_reverse,0.0004315478083969818,0.00043154780839688985
ASPK,0.0004547584167432938,0.00045475841674329925
FUM,0.00014429745849704002,0.00014429745849703986
THD2pp,7.381237334172054e-05,7.381237334095387e-05
RPI_reverse,1.147907788602773e-05,1.1479077886027783e-05
RPE,5.665440450734549e-05,5.665440450730537e-05
TPI_reverse,7.17219474878136e-06,7.1721947457944775e-06
