,max_concentration,min_concentration
nadph_c,-3.912023005,-12.206072647005957
pyr_c,-12.377483332400097,-14.50865774
accoa_c,-3.912023005,-6.043197412599927
flxso_c,-3.912023005,-12.758132757293042
flxr_c,-5.66254798770696,-14.50865774
coa_c,-12.377483332400091,-14.50865774
co2_c,-9.210340372000001,-9.210341535241898
nadp_c,-6.214608097994046,-14.508657740000004
for_c,-14.508656576758089,-14.50865774
