,flux,z,f,enz,met_concentration,reaction,gpr
ACONTa,5.681431109644338,1.0,9.864359490782562,0.001604924042272412,;h2o_c : 1.0;cit_c : 0.019999984498682274;acon_C_c : 1.7466896272928242e-05,cit_c --> acon_C_c + h2o_c,b0118 or b1276
MALS,5.681431109644338,1.0,25.789093216192487,0.003955189490890265,;h_c : 1.0;h2o_c : 1.0;mal__L_c : 4.999999992621096e-07;accoa_c : 4.999999992621096e-07;coa_c : 2.244357413808093e-05;glx_c : 4.999999992621096e-07,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c,b4014 or b2976
FUM,5.681431109644338,1.0,9.864359490782622,0.0001385744961937513,;h2o_c : 1.0;mal__L_c : 4.999999992621096e-07;fum_c : 6.131197233394966e-06,fum_c + h2o_c --> mal__L_c,b4122 or b1612 or b1611
SUCDi,5.681431109644338,1.0,30.728720981564983,0.0017549807454483026,;q8h2_c : 4.999999992621096e-07;q8_c : 0.00021124655034200236;fum_c : 6.131197233394966e-06;succ_c : 4.999999992621096e-07,q8_c + succ_c --> fum_c + q8h2_c,b0723 and b0721 and b0722 and b0724
PFL,5.681431109644336,1.0,9.86435949078247,0.0031563506164690755,;pyr_c : 4.999999992621096e-07;accoa_c : 4.999999992621096e-07;coa_c : 2.244357413808093e-05;for_c : 0.0018195910997403273,coa_c + pyr_c --> accoa_c + for_c,( b3951 and b3952 ) or ( b0902 and b0903 ) or ( b0902 and b3114 ) or ( b0903 and b0902 and b2579 )
ACALD,5.681431109644336,1.0,9.864359490782668,0.0005462344706158481,;h_c : 1.0;acald_c : 4.728803307429035e-05;nad_c : 4.999999992621083e-06;nadh_c : 4.999999992621078e-07;accoa_c : 4.999999992621096e-07;coa_c : 2.244357413808093e-05,acald_c + coa_c + nad_c --> accoa_c + h_c + nadh_c,b0351 or b1241
DM_ser__L_c,5.681431109644336,1.0,-9999.0,-9999.0,;ser__L_c : 4.999999992621096e-07,ser__L_c --> ,
HSDy_reverse,5.681431109644336,1.0,9.864359490782666,0.0007906083903443568,;nadph_c : 0.0029023904047720188;aspsa_c : 4.999999992621096e-07;hom__L_c : 0.000375121965438722;h_c : 1.0;nadp_c : 0.00029023904047720186,aspsa_c + h_c + nadph_c --> hom__L_c + nadp_c,b3940 or b0002
GHMT2r_reverse,5.681431109644336,1.0,9.864359490782531,0.007026812099274947,;h2o_c : 1.0;thf_c : 0.015093006405025707;gly_c : 0.02000000000856292;ser__L_c : 4.999999992621096e-07;mlthf_c : 0.00022348876336430732,gly_c + h2o_c + mlthf_c --> ser__L_c + thf_c,b2551
EX_nh4_e_reverse,5.681431109644336,1.0,-9999.0,-9999.0,;nh4_e : 1.0, --> nh4_e,
THRA,5.681431109644336,1.0,15.7849142478565,0.0038997034878016225,;thr__L_c : 0.02000000000856292;acald_c : 4.728803307429035e-05;gly_c : 0.02000000000856292,thr__L_c --> acald_c + gly_c,b2551 or b0870
ASPK,5.681431109644336,1.0,9.86435949078254,0.000436722303680514,;adp_c : 4.999999992621078e-07;asp__L_c : 0.02000000000856292;atp_c : 4.999999992621083e-06;4pasp_c : 3.4786584244595092e-06,asp__L_c + atp_c --> 4pasp_c + adp_c,b3940 or b0002 or b4024
HSK,5.681431109644336,1.0,56.31237441888062,0.0006551103122543359,;adp_c : 4.999999992621078e-07;atp_c : 4.999999992621083e-06;hom__L_c : 0.000375121965438722;h_c : 1.0;phom_c : 4.999999992621096e-07,atp_c + hom__L_c --> adp_c + h_c + phom_c,b0003
ASPTA_reverse,5.681431109644336,1.0,9.864359490782633,0.0032719181388442,;asp__L_c : 0.02000000000856292;glu__L_c : 0.002518543511413547;oaa_c : 5.910497757229258e-05;akg_c : 4.999999992621096e-07,glu__L_c + oaa_c --> akg_c + asp__L_c,b0928 or b4054
THRS,5.681431109644336,1.0,17.69454310877194,0.01858845893762031,;h2o_c : 1.0;thr__L_c : 0.02000000000856292;pi_c : 0.0014690000349167989;phom_c : 4.999999992621096e-07,h2o_c + phom_c --> pi_c + thr__L_c,b0004
FTHFLi,5.681431109644336,1.0,9.864359490782515,-9999.0,;adp_c : 4.999999992621078e-07;thf_c : 0.015093006405025707;pi_c : 0.0014690000349167989;atp_c : 4.999999992621083e-06;for_c : 0.0018195910997403273;10fthf_c : 0.02000000000856292,atp_c + for_c + thf_c --> 10fthf_c + adp_c + pi_c,
ASAD_reverse,5.681431109644336,1.0,9.8643594907827,0.010024644709013743,;h_c : 1.0;nadph_c : 0.0029023904047720188;nadp_c : 0.00029023904047720186;aspsa_c : 4.999999992621096e-07;pi_c : 0.0014690000349167989;4pasp_c : 3.4786584244595092e-06,4pasp_c + h_c + nadph_c --> aspsa_c + nadp_c + pi_c,b3433
NH4tex,5.681431109644336,1.0,-9999.0,-9999.0,;nh4_p : 1.0;nh4_e : 1.0,nh4_e --> nh4_p,b0241 or b1377 or b2215 or b0929
NH4tpp,5.681431109644336,1.0,-9999.0,-9999.0,;nh4_p : 1.0;nh4_c : 0.02000000000856292,nh4_p --> nh4_c,s0001 or b0451
GLUDy_reverse,5.681431109644336,1.0,9.86435949078249,0.00041443224818365896,;nh4_c : 0.02000000000856292;h_c : 1.0;nadph_c : 0.0029023904047720188;nadp_c : 0.00029023904047720186;h2o_c : 1.0;glu__L_c : 0.002518543511413547;akg_c : 4.999999992621096e-07,akg_c + h_c + nadph_c + nh4_c --> glu__L_c + h2o_c + nadp_c,b1761 or ( b3213 and b3212 )
MTHFD_reverse,5.681431109644336,1.0,9.864359490782668,0.00612485940347018,;nadp_c : 0.00029023904047720186;nadph_c : 0.0029023904047720188;mlthf_c : 0.00022348876336430732;methf_c : 4.6047625393709206e-05,methf_c + nadph_c --> mlthf_c + nadp_c,b0529
MTHFC_reverse,5.681431109644336,1.0,9.864359490782562,0.0032672602618824876,;h2o_c : 1.0;h_c : 1.0;10fthf_c : 0.02000000000856292;methf_c : 4.6047625393709206e-05,10fthf_c + h_c --> h2o_c + methf_c,b0529
EDD,5.086862737708046,1.0,29.70691952765252,0.006803599701455347,;h2o_c : 1.0;2ddg6p_c : 0.02000000000856292;6pgc_c : 0.00011109195146911087,6pgc_c --> 2ddg6p_c + h2o_c,b1851
EDA,5.086862737708046,1.0,38.990715165818706,0.0025566522471415693,;pyr_c : 4.999999992621096e-07;2ddg6p_c : 0.02000000000856292;g3p_c : 2.6669582130537173e-05,2ddg6p_c --> g3p_c + pyr_c,b1850
TALA,3.038905012134265,1.0,9.864359490782505,0.0021432258435239017,;s7p_c : 0.005371971667292976;e4p_c : 7.823342224975346e-06;f6p_c : 0.0005242179147187425;g3p_c : 2.6669582130537173e-05,g3p_c + s7p_c --> e4p_c + f6p_c,b0008 or b2464
RPI_reverse,3.038905012134265,1.0,9.864359490782581,1.2922019027059146e-05,;ru5p__D_c : 0.02000000000856292;r5p_c : 0.0009223843158918614,ru5p__D_c --> r5p_c,b2914 or b4090
TKT2,3.038905012134265,1.0,9.864359490782578,0.0006771608819514231,;xu5p__D_c : 0.0016310028219376832;e4p_c : 7.823342224975346e-06;f6p_c : 0.0005242179147187425;g3p_c : 2.6669582130537173e-05,e4p_c + xu5p__D_c --> f6p_c + g3p_c,b2935 or b2465
TKT1,3.038905012134265,1.0,9.864359490782618,0.0011997788388821008,;xu5p__D_c : 0.0016310028219376832;s7p_c : 0.005371971667292976;r5p_c : 0.0009223843158918614;g3p_c : 2.6669582130537173e-05,r5p_c + xu5p__D_c --> g3p_c + s7p_c,b2935 or b2465
TPI_reverse,0.5945683719455608,1.0,15.755834127206297,9.899122971374786e-07,;dhap_c : 4.999999992621096e-07;g3p_c : 2.6669582130537173e-05,g3p_c --> dhap_c,b3919
LCADi,0.5945683719362882,1.0,30.109645973266687,0.0013675557656650935,;h_c : 1.0;lald__L_c : 4.999999992621176e-07;lac__L_c : 0.02000000000856292;h2o_c : 1.0;nadh_c : 4.999999992621078e-07;nad_c : 4.999999992621083e-06,h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c,b1415
LALDO3,0.5945683719362882,1.0,42.067087936396604,-9999.0,;lald__L_c : 4.999999992621176e-07;h_c : 1.0;nadph_c : 0.0029023904047720188;mthgxl_c : 0.02000000000856292;nadp_c : 0.00029023904047720186,h_c + mthgxl_c + nadph_c --> lald__L_c + nadp_c,
L_LACD2,0.5945683719362882,1.0,100.12180145391261,0.0002715638889685075,;pyr_c : 4.999999992621096e-07;q8h2_c : 4.999999992621096e-07;q8_c : 0.00021124655034200236;lac__L_c : 0.02000000000856292,lac__L_c + q8_c --> pyr_c + q8h2_c,( b0306 and b0308 and b0307 ) or b3605
MGSA,0.5945683719362882,1.0,45.594543108771944,0.0009967916036542946,;dhap_c : 4.999999992621096e-07;pi_c : 0.0014690000349167989;mthgxl_c : 0.02000000000856292,dhap_c --> mthgxl_c + pi_c,b0963
