,flux,z,f,enz,met_concentration,reaction,gpr
PGK_reverse,12.740147374478294,1.0,5.207921730333856,0.0008847324565609926,;atp_c : 4.999999992621083e-06;3pg_c : 2.8376711123569346e-05;13dpg_c : 1.5168539956993599e-06;adp_c : 4.999999992621078e-07,13dpg_c + adp_c --> 3pg_c + atp_c,b2926
PGM_reverse,12.740147374478294,1.0,5.207921730333991,0.0014973793247760423,;3pg_c : 2.8376711123569346e-05;2pg_c : 7.683178940634711e-07,3pg_c --> 2pg_c,b0755 or b3612
G6PDH2r,12.2601424009184,1.0,5.207921730333857,0.0012239137568544989,;g6p_c : 5.015381747362282e-06;nadph_c : 0.017655640838321284;nadp_c : 0.001765564083832128;6pgl_c : 4.999999992621087e-07;h_c : 1.0,g6p_c + nadp_c --> 6pgl_c + h_c + nadph_c,b1852
PGL,12.2601424009184,1.0,5.207921730333851,0.0006720053536147294,;6pgl_c : 4.999999992621087e-07;6pgc_c : 0.0006757876514275848;h2o_c : 1.0;h_c : 1.0,6pgl_c + h2o_c --> 6pgc_c + h_c,b0767
EX_glc__D_e_reverse,9.999999999996113,1.0,-9999.0,-9999.0,;glc__D_e : 1.0, --> glc__D_e,
GLCtex_copy1,9.999999999996113,1.0,-9999.0,-9999.0,;glc__D_p : 1.0;glc__D_e : 1.0,glc__D_e --> glc__D_p,b4036
THRA,8.389923825975075,1.0,18.262875299787474,0.005758798192766105,;thr__L_c : 0.02000000000856292;gly_c : 1.8091366418491452e-05;acald_c : 0.02000000000856292,thr__L_c --> acald_c + gly_c,b2551 or b0870
HSK,8.389923825975075,1.0,60.96881217932925,0.0009674192138129611,;hom__L_c : 0.0022819186148982182;atp_c : 4.999999992621083e-06;phom_c : 4.999999992621096e-07;adp_c : 4.999999992621078e-07;h_c : 1.0,atp_c + hom__L_c --> adp_c + h_c + phom_c,b0003
THRS,8.389923825975075,1.0,10.960386348329948,0.02745008282581516,;pi_c : 0.020000000008563314;thr__L_c : 0.02000000000856292;phom_c : 4.999999992621096e-07;h2o_c : 1.0,h2o_c + phom_c --> pi_c + thr__L_c,b0004
NH4tex,8.389923825975075,1.0,-9999.0,-9999.0,;nh4_p : 1.0;nh4_e : 1.0,nh4_e --> nh4_p,b0241 or b1377 or b2215 or b0929
NH4tpp,8.389923825975075,1.0,-9999.0,-9999.0,;nh4_p : 1.0;nh4_c : 8.872887350632484e-06,nh4_p --> nh4_c,s0001 or b0451
HSDy_reverse,8.389923825975075,1.0,5.207921730334039,0.0011675129105950144,;hom__L_c : 0.0022819186148982182;nadp_c : 0.001765564083832128;h_c : 1.0;aspsa_c : 4.999999992621096e-07;nadph_c : 0.017655640838321284,aspsa_c + h_c + nadph_c --> hom__L_c + nadp_c,b3940 or b0002
PPC,8.389923825975075,1.0,5.207921730333908,0.0008550697036367801,;pep_c : 5.000009686310728e-07;h2o_c : 1.0;h_c : 1.0;pi_c : 0.020000000008563314;co2_c : 9.999999999761818e-05;oaa_c : 0.0013246057955346754,co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c,b3956
ACALD,8.389923825975075,1.0,15.64925962493665,0.0008066392975898776,;h_c : 1.0;accoa_c : 4.999999992621096e-07;nad_c : 4.999999992621083e-06;nadh_c : 4.999999992621078e-07;acald_c : 0.02000000000856292;coa_c : 4.999999992621096e-07,acald_c + coa_c + nad_c --> accoa_c + h_c + nadh_c,b0351 or b1241
GHMT2r_reverse,8.389923825975075,1.0,5.207921730333915,0.01037668452096173,;mlthf_c : 1.4762030995432077e-05;gly_c : 1.8091366418491452e-05;thf_c : 5.48573983079814e-06;ser__L_c : 4.999999992621096e-07;h2o_c : 1.0,gly_c + h2o_c + mlthf_c --> ser__L_c + thf_c,b2551
EX_nh4_e_reverse,8.389923825975075,1.0,-9999.0,-9999.0,;nh4_e : 1.0, --> nh4_e,
MTHFD_reverse,8.389923825975075,1.0,5.207921730334043,0.009044746446487992,;nadp_c : 0.001765564083832128;mlthf_c : 1.4762030995432077e-05;methf_c : 4.999999992621096e-07;nadph_c : 0.017655640838321284,methf_c + nadph_c --> mlthf_c + nadp_c,b0529
ASAD_reverse,8.389923825975075,1.0,5.207921730334064,0.014803665461738653,;nadp_c : 0.001765564083832128;nadph_c : 0.017655640838321284;pi_c : 0.020000000008563314;h_c : 1.0;aspsa_c : 4.999999992621096e-07;4pasp_c : 7.785604181416874e-06,4pasp_c + h_c + nadph_c --> aspsa_c + nadp_c + pi_c,b3433
ASPK,8.389923825975075,1.0,5.2079217303339576,0.0006449197024960919,;4pasp_c : 7.785604181416874e-06;asp__L_c : 0.007358391214233781;adp_c : 4.999999992621078e-07;atp_c : 4.999999992621083e-06,asp__L_c + atp_c --> 4pasp_c + adp_c,b3940 or b0002 or b4024
GLUDy_reverse,8.389923825975075,1.0,5.207921730334082,0.0006120033713664378,;nadph_c : 0.017655640838321284;glu__L_c : 6.796918871761755e-06;h2o_c : 1.0;h_c : 1.0;akg_c : 4.999999992621096e-07;nadp_c : 0.001765564083832128;nh4_c : 8.872887350632484e-06,akg_c + h_c + nadph_c + nh4_c --> glu__L_c + h2o_c + nadp_c,b1761 or ( b3213 and b3212 )
DM_ser__L_c,8.389923825975075,1.0,-9999.0,-9999.0,;ser__L_c : 4.999999992621096e-07,ser__L_c --> ,
ASPTA_reverse,8.389923825975075,1.0,5.207921730334009,0.004831730495355324,;akg_c : 4.999999992621096e-07;glu__L_c : 6.796918871761755e-06;asp__L_c : 0.007358391214233781;oaa_c : 0.0013246057955346754,glu__L_c + oaa_c --> akg_c + asp__L_c,b0928 or b4054
MTHFC_reverse,8.389923825975075,1.0,5.207921730333928,0.004824852081775127,;10fthf_c : 3.5699744210703525e-05;methf_c : 4.999999992621096e-07;h2o_c : 1.0;h_c : 1.0,10fthf_c + h_c --> h2o_c + methf_c,b0529
FTHFLi,8.389923825975075,1.0,5.207921730333889,-9999.0,;10fthf_c : 3.5699744210703525e-05;thf_c : 5.48573983079814e-06;adp_c : 4.999999992621078e-07;pi_c : 0.020000000008563314;atp_c : 4.999999992621083e-06;for_c : 0.02000000000856292,atp_c + for_c + thf_c --> 10fthf_c + adp_c + pi_c,
PFL,8.389923825975075,1.0,5.20792173033384,0.004661068792208374,;accoa_c : 4.999999992621096e-07;coa_c : 4.999999992621096e-07;for_c : 0.02000000000856292;pyr_c : 4.055277289343905e-05,coa_c + pyr_c --> accoa_c + for_c,( b3951 and b3952 ) or ( b0902 and b0903 ) or ( b0902 and b3114 ) or ( b0903 and b0902 and b2579 )
H2Otpp_reverse,8.220442123446546,1.0,-9999.0,-9999.0,;h2o_p : 1.0;h2o_c : 1.0,h2o_c --> h2o_p,s0001 or b0875
EX_h2o_e,8.220442123446546,1.0,-9999.0,-9999.0,;h2o_e : 1.0,h2o_e --> ,
GND,8.220442123446546,1.0,5.207921730333894,0.00534342231314202,;ru5p__D_c : 0.0011662032377013061;nadph_c : 0.017655640838321284;nadp_c : 0.001765564083832128;6pgc_c : 0.0006757876514275848;co2_c : 9.999999999761818e-05,6pgc_c + nadp_c --> co2_c + nadph_c + ru5p__D_c,b2029
H2Otex_reverse,8.220442123446546,1.0,-9999.0,-9999.0,;h2o_p : 1.0;h2o_e : 1.0,h2o_p --> h2o_e,b1377 or b2215 or b1319 or b3875 or s0001 or b0957 or b0241 or b0929
NADH16pp,8.050960420918017,1.0,-9999.0,0.0062139420719548736,;q8_c : 0.02000000000856292;nadh_c : 4.999999992621078e-07;q8h2_c : 0.00028796388879783835;nad_c : 4.999999992621083e-06;h_c : 1.0;h_p : 1.0,4.0 h_c + nadh_c + q8_c --> 3.0 h_p + nad_c + q8h2_c,b2280 and b2281 and b2287 and b2288 and b2282 and b2277 and b2279 and b2284 and b2278 and b2276 and b2283 and b2286 and b2285
CYTBO3_4pp,8.050960420918017,1.0,-9999.0,0.0005645582650353856,;q8_c : 0.02000000000856292;o2_c : 4.999999992621096e-07;h2o_c : 1.0;h_c : 1.0;q8h2_c : 0.00028796388879783835;h_p : 1.0,4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_p + q8_c,b0429 and b0432 and b0431 and b0430
GLCt2pp,5.649776451492893,1.0,-9999.0,-9999.0,;glc__D_p : 1.0;glc__D_c : 4.999999992621096e-07;h_p : 1.0;h_c : 1.0,glc__D_p + h_p --> glc__D_c + h_c,b2943
HEX1,5.649776451492893,1.0,19.792078269666156,0.004124599873063806,;g6p_c : 5.015381747362282e-06;atp_c : 4.999999992621083e-06;glc__D_c : 4.999999992621096e-07;adp_c : 4.999999992621078e-07;h_c : 1.0,atp_c + glc__D_c --> adp_c + g6p_c + h_c,b2388
RPE,5.480294748964363,1.0,5.207921730333988,5.7506091163167884e-05,;ru5p__D_c : 0.0011662032377013061;xu5p__D_c : 0.000578530973642012,ru5p__D_c --> xu5p__D_c,b3386
GLCptspp,4.3502235485032195,1.0,-9999.0,0.0007631971137724946,;glc__D_p : 1.0;pep_c : 5.000009686310728e-07;pyr_c : 4.055277289343905e-05;g6p_c : 5.015381747362282e-06,glc__D_p + pep_c --> g6p_c + pyr_c,( b2415 and b1101 and b2416 and b2417 ) or ( b2417 and b1621 and b2415 and b2416 ) or ( b1817 and b2415 and b1819 and b1818 and b2416 )
EDD,4.039700277471855,1.0,34.36335728810114,0.005403036216809756,;6pgc_c : 0.0006757876514275848;2ddg6p_c : 0.02000000000856292;h2o_c : 1.0,6pgc_c --> 2ddg6p_c + h2o_c,b1851
EDA,4.039700277471855,1.0,21.28911232989534,0.002030349416668221,;2ddg6p_c : 0.02000000000856292;pyr_c : 4.055277289343905e-05;g3p_c : 0.00031466829902668296,2ddg6p_c --> g3p_c + pyr_c,b1850
ATPS4rpp,4.039700277471855,1.0,-9999.0,0.00013596501609746672,;h2o_c : 1.0;adp_c : 4.999999992621078e-07;h_c : 1.0;pi_c : 0.020000000008563314;atp_c : 4.999999992621083e-06;h_p : 1.0,adp_c + 4.0 h_p + pi_c --> atp_c + h2o_c + 3.0 h_c,( b3734 and b3733 and b3731 and b3735 and b3732 and b3739 and b3737 and b3738 and b3736 ) or ( b3732 and b3735 and b3731 and b3733 and b3734 and b3737 and b3738 and b3736 )
O2tpp,4.025480210459008,1.0,-9999.0,-9999.0,;o2_c : 4.999999992621096e-07;o2_p : 1.0,o2_p --> o2_c,s0001
EX_o2_e_reverse,4.025480210459008,1.0,-9999.0,-9999.0,;o2_e : 1.0, --> o2_e,
O2tex,4.025480210459008,1.0,-9999.0,-9999.0,;o2_p : 1.0;o2_e : 1.0,o2_e --> o2_p,b1377 or b0241 or b0929 or b2215
RPI_reverse,2.7401473744821825,1.0,21.92925740388861,1.1651643065058237e-05,;ru5p__D_c : 0.0011662032377013061;r5p_c : 4.999999992621096e-07,ru5p__D_c --> r5p_c,b2914 or b4090
TPI,2.7401473744821816,1.0,5.207926730334181,4.562142404401637e-06,;dhap_c : 0.02000000000856292;g3p_c : 0.00031466829902668296,dhap_c --> g3p_c,b3919
TKT2,2.7401473744821816,1.0,5.2079217303339576,0.0006105885525780462,;f6p_c : 1.4166303653532262e-05;xu5p__D_c : 0.000578530973642012;e4p_c : 1.1560436677561818e-06;g3p_c : 0.00031466829902668296,e4p_c + xu5p__D_c --> f6p_c + g3p_c,b2935 or b2465
TKT1,2.7401473744821816,1.0,5.3705414223238,0.0010818274418564872,;r5p_c : 4.999999992621096e-07;xu5p__D_c : 0.000578530973642012;s7p_c : 4.999999992621096e-07;g3p_c : 0.00031466829902668296,r5p_c + xu5p__D_c --> g3p_c + s7p_c,b2935 or b2465
FBA3,2.7401473744821816,1.0,6.957961830883125,0.007449261903435741,;dhap_c : 0.02000000000856292;e4p_c : 1.1560436677561818e-06;s17bp_c : 4.371759006465996e-05,s17bp_c --> dhap_c + e4p_c,b2925
PFK_3,2.7401473744821816,1.0,5.207921730334002,0.00045724240813089156,;atp_c : 4.999999992621083e-06;s17bp_c : 4.371759006465996e-05;s7p_c : 4.999999992621096e-07;adp_c : 4.999999992621078e-07;h_c : 1.0,atp_c + s7p_c --> adp_c + h_c + s17bp_c,b3916
PGI_reverse,2.2601424009222884,1.0,5.207921730333863,0.00018394988077789713,;f6p_c : 1.4166303653532262e-05;g6p_c : 5.015381747362282e-06,f6p_c --> g6p_c,b4025
DHAtex_reverse,0.48000497355989324,1.0,-9999.0,-9999.0,;dha_e : 1.0;dha_p : 1.0,dha_p --> dha_e,b1377 or b0241 or b0929 or b2215
F6PA,0.48000497355989324,1.0,10.821244475728541,0.00016427894515974183,;f6p_c : 1.4166303653532262e-05;dha_c : 4.999999992621096e-07;g3p_c : 0.00031466829902668296,f6p_c --> dha_c + g3p_c,b0825 or b3946
EX_dha_e,0.48000497355989324,1.0,-9999.0,-9999.0,;dha_e : 1.0,dha_e --> ,
DHAtpp_reverse,0.48000497355989324,1.0,-9999.0,-9999.0,;dha_p : 1.0;dha_c : 4.999999992621096e-07,dha_c --> dha_p,
CO2tpp,0.1694817025285289,1.0,-9999.0,-9999.0,;co2_p : 1.0;co2_c : 9.999999999761818e-05,co2_p --> co2_c,s0001
EX_co2_e_reverse,0.1694817025285289,1.0,-9999.0,-9999.0,;co2_e : 1.0, --> co2_e,
CO2tex,0.1694817025285289,1.0,-9999.0,-9999.0,;co2_p : 1.0;co2_e : 1.0,co2_e --> co2_p,b1377 or b0241 or b0929 or b2215
