,iML1515,EcoECM,EcoTCM(Dfi>=0),EcoETM
3.5000000000000004,0.2901760970733575,0.29017609707352754,0.2881855248897673,0.28817792317199464
3.7,0.30823216741240883,0.3082321674125644,0.30611773281652793,0.3061177328169509
3.1,0.25406395639532575,0.2540639563954661,0.2523211090362264,0.25232110903653593
3.8000000000000003,0.3172602025819301,0.31726020258207244,0.3150838367799169,0.31508383678022134
4.0,0.3353162729209741,0.33531627292110894,0.33301604470668167,0.33300764191022014
3.6,0.29920413224280124,0.2992041322430462,0.29715162885314866,0.2971516288535667
3.9000000000000004,0.32628823775149346,0.32628823775159016,0.32404994074330057,0.3240499407436088
3.4000000000000004,0.281148061903957,0.28114806190400926,0.2792194209263781,0.27921942092668767
4.1,0.3443443080912014,0.3443443080906256,0.3419821486700644,0.3419821486704081
4.6,0.38948448393805196,0.3894844839382081,0.386812668486986,0.38587134215015656
4.2,0.35337234325995426,0.3533723432601436,0.35094825263344925,0.35094825263395996
4.3,0.36240037842950246,0.36240037842965206,0.3599143565968369,0.3599143565971921
4.3999999999999995,0.3714284135990151,0.3714284135991704,0.36888046056022084,0.36878256794880754
4.7,0.39851251910758523,0.39851251910772445,0.3957787724503679,0.3943887151450926
4.5,0.3804564487685315,0.3804564487686885,0.3778465645236013,0.37735446253793814
5.0,0.4255966246161099,0.4250964032589935,0.4226770843405209,0.4199405403143951
4.8,0.40754055427675767,0.40754055427723257,0.40474487641375356,0.4029066149316356
4.9,0.41656858944666936,0.4164611155261845,0.4137109803771385,0.4114239990628698
5.1,0.4346246597856322,0.4337177584477557,0.4316431883039055,0.4284587673253385
5.3,0.45268073012435334,0.45096046882526697,0.4495753962306794,0.44549295311473064
5.2,0.44365269495513854,0.4423391136365153,0.44060929226729434,0.4369761514565707
5.6,0.47976483563306427,0.47682453439155614,0.4764737081208238,0.47103579253237254
5.8,0.4978209059720557,0.49406724476906966,0.4944059160475995,0.4878141488594442
5.7,0.4887928708027191,0.48544588958031826,0.4854398120842111,0.4794259751139848
6.0,0.515876288867105,0.5113085302958047,0.5123381239743584,0.5031127353045992
5.9,0.5068482657281136,0.5026871991318865,0.5033720200109794,0.4959340509349059
5.4,0.4617087652938145,0.45958182401403175,0.4585415001940599,0.4540109197190364
5.5,0.4707368004636894,0.46820317920279375,0.46750760415743786,0.4625276991046077
6.2,0.5339323351450882,0.5285511926236292,0.530270331901128,0.517470104044051
6.1,0.5249043120061009,0.5199298614597159,0.5213042279377461,0.5102906398176213
6.6,0.5700444277010719,0.5627331850282856,0.5661347477546648,0.5454396714871274
6.4,0.5519883814230814,0.5457938549514411,0.5482025398278989,0.531816361661487
6.5,0.5610164045620775,0.5542701324784635,0.557168643791286,0.5389826287762202
6.3,0.542960358284097,0.5371725237875291,0.5392364358645009,0.5246465603258319
6.7,0.5790724508400521,0.5711962375781089,0.5751008517180485,0.5507897944559876
6.9,0.5971284971180466,0.585387850825283,0.5930330596448298,0.560892248908463
7.0,0.6061565202570361,0.5920140543607013,0.6019991636082155,0.5656602564667167
7.2,0.6242125665350209,0.6052415437413152,0.6199313715349738,0.5707579046983507
6.8,0.5881004739790576,0.5787616472898608,0.5840669556814343,0.5559521685568299
7.3,0.6332405896740142,0.6108226784810181,0.6288974754983574,0.5733067288141561
7.4,0.6422686128130105,0.6147021597238518,0.6378635794617523,0.5758555529299411
7.1,0.6151845433960255,0.5986346842183745,0.6109652675715864,0.5682090805825124
7.5,0.6512966359520057,0.618447127557325,0.6468296834251296,0.5784043770457602
7.7,0.6693526822299818,0.6256906885636431,0.6647618913519053,0.5835020252773965
7.6,0.6603246590909988,0.6220689080604834,0.6557957873885113,0.5809389922093866
7.8,0.6783807053689769,0.6293124690668055,0.6737279953152863,0.5860508493931985
7.9,0.6874087285079704,0.6329342495699551,0.6826940992786412,0.5885852775393856
8.2,0.7144927979249526,0.6437875417870278,0.7095924111688044,0.5954220957759854
8.0,0.6964367516469607,0.6365560300731138,0.6916602032420457,0.5911484976248186
8.4,0.7325488442029285,0.6510022628604322,0.727524619095583,0.599606477589077
8.1,0.705464774785962,0.6401778105762724,0.7006263072054241,0.5933299048694463
8.3,0.7235208210639554,0.6473949023237259,0.7185585151321957,0.597514286682551
8.5,0.7415768673419143,0.6546096233971334,0.7364907230589508,0.6016986684956378
8.8,0.7686609367589204,0.6654317050072517,0.7633890349491085,0.6079440632103353
8.6,0.7506048904809214,0.6582169839338382,0.7454568270223405,0.6037908594021836
8.7,0.7596329136199168,0.6618243444705452,0.7544229309857284,0.6058735165601574
8.9,0.7776889598978953,0.6690390655439596,0.7723551389124946,0.6100146098605338
9.0,0.7867169830368752,0.6726464260806663,0.7813212428758795,0.6120851565107202
9.1,0.7957450061758825,0.6762537866173681,0.7902873468392614,0.6141557031609165
9.5,0.831857098731841,0.6903078544377356,0.8261517626927993,0.6224378897616734
9.3,0.813801052453883,0.6834685076907739,0.8082195547660281,0.6182967964612983
9.2,0.8047730293148787,0.6798611471540758,0.7992534508026479,0.6162098726072951
9.4,0.8228290755928583,0.6868881911277679,0.817185658729412,0.6203673431114999
9.6,0.8408851218708451,0.6937275177476914,0.8351178666561829,0.6245084364118813
9.8,0.8589411681488435,0.7005668443676388,0.8530500745829501,0.6282820093408739
9.700000000000001,0.849913145009843,0.6971471810576668,0.8440839706195646,0.6265789830620696
9.9,0.8679691912878191,0.7039865076775981,0.8620161785463316,0.6313488300916831
10.0,0.8769972144268035,0.7074061709875642,0.8709822825097183,0.6344156508425202
10.1,0.886025237565808,0.7108258342975384,0.8799483864731004,0.6374919508802723
10.200000000000001,0.895053260704807,0.7142454976074922,0.8889144904364867,0.6405588172343718
10.3,0.9040812838438078,0.7176651609174615,0.8978805943998672,0.6436256835884552
10.4,0.9131093069827836,0.7210848242274284,0.9068466983632509,0.6466925499425237
10.700000000000001,0.9401933763997684,0.7313438141573158,0.9337450102534057,0.6558931490048129
10.9,0.9582494226777479,0.7381831407772442,0.951677218180171,0.6620018059228779
10.5,0.922137330121766,0.7245044875373937,0.9158128023266353,0.6497594162966173
11.200000000000001,0.9853334920947303,0.7484421307071497,0.9785755300703433,0.6672197817698944
11.3,0.9943615152337352,0.7518617940171081,0.9875416340337176,0.6679612117433573
11.0,0.9672774458167295,0.7416028040872028,0.9606433221435596,0.6646387684082073
10.6,0.931165353260773,0.7279241508473594,0.9247789062900199,0.6528262826506949
10.8,0.9492213995387728,0.7347634774672804,0.9427111142167883,0.6589600153588897
11.6,1.0214455846507022,0.7621207839469951,1.01443994592387,0.6684310275474632
11.1,0.976305468955736,0.7450224673971885,0.9696094261069378,0.6659475330092887
11.4,1.0033895383727056,0.7552814573270596,0.9965077379971142,0.6681543105140306
11.700000000000001,1.0304736077896859,0.7638463245521546,1.0234060498872366,0.6686472535119101
12.0,1.0575576772066557,0.7644094506177601,1.0503043617773975,0.669088233838044
11.5,1.0124175615116902,0.7587011206370382,1.0054738419604925,0.6682955225829319
11.8,1.0395016309286986,0.7640340332407046,1.0323721538506507,0.6687596306927589
11.9,1.0485296540676763,0.7642217419292325,1.0413382578140102,0.6689758821771489
12.1,1.0665857003456625,0.7645971593062878,1.0592704657407659,0.6692525354106986
12.200000000000001,1.0756137234846581,0.7647848679948249,1.0682365697041578,0.6694168369833383
12.3,1.084641746623661,0.7649725766833431,1.077202673667545,0.6696099918041066
12.4,1.093669769762636,0.7651602853718803,1.0861687776309261,0.6697685915170666
12.6,1.1117258160406223,0.7655357027489358,1.1041009855576924,0.6701029177620454
12.8,1.1297818623186235,0.7659111201259707,1.1220331934844616,0.6704315350673392
12.700000000000001,1.1207538391796243,0.7657234114374432,1.1130670895210761,0.6702672264146918
12.5,1.1026977929016244,0.7653479940604043,1.0951348815943143,0.6699386091093982
13.0,1.1478379085965766,0.7662865375030488,1.1399654014112415,0.6707833398359864
12.9,1.1388098854576,0.7660988288145149,1.1309992974478449,0.6706190255033654
13.1,1.1568659317355854,0.7664742461915761,1.1489315053746143,0.6709476541686081
13.200000000000001,1.1658939548745897,0.7666619548800858,1.157897609337999,0.6710887696779262
13.3,1.1749219780135893,0.7668496635686107,1.1668637133013866,0.671276282833848
13.700000000000001,1.2110340705695275,0.7676004983227072,1.202728129154921,0.6719103129411605
13.6,1.202006047430549,0.7674127896342008,1.1937620251915397,0.6717692258317164
13.4,1.18395000115255,0.7670373722571597,1.1758298172647654,0.6714405971664743
14.3,1.2652022094035005,0.7687267504538947,1.256524752935216,0.6729194261600664
13.5,1.1929780242915504,0.7672250809456878,1.1847959212281498,0.6716049114993554
14.0,1.2381181399861174,0.7681636243883152,1.2296264410450763,0.6724264831624632
13.9,1.229090116847511,0.7679759156997841,1.220660337081681,0.6722621688298399
13.8,1.2200620937085156,0.7677882070112557,1.2116942331182967,0.6720978544969544
14.200000000000001,1.2561741862644902,0.768539041765367,1.2475586489718338,0.6727318562043886
14.1,1.247146163125498,0.7683513330768387,1.2385925450084636,0.6725675475517463
14.6,1.292286278820489,0.7692898765194822,1.28342306482538,0.6734123691579278
14.5,1.2832582556814767,0.7691021678309546,1.274456960861988,0.6732480548253094
14.4,1.2742302325424752,0.7689144591424133,1.2654908568986043,0.6730604735096858
14.700000000000001,1.3013143019595077,0.7694775852080104,1.2923891687887603,0.6735766834905551
15.0,1.3283983713764314,0.7700407112736024,1.3192874806789117,0.6740463254255662
14.8,1.3103423250984823,0.769665293896537,1.3013552727521418,0.6737409978234326
14.9,1.3193703482374532,0.7698530025850748,1.3103213767155273,0.6739053121557912
