,iML1515,EcoECM,EcoTCM(Dfi>=0),EcoETM
0.4,0.009806945843781391,0.00980688059081794,0.00976650256091064,0.009759016279335252
0.9,0.05516985379969793,0.05516985379970163,0.05478153460871583,0.05478153460922894
0.7000000000000001,0.0370244155310717,0.037024415531085667,0.03676381503831789,0.03676381503873848
0.8,0.04609713466539753,0.046097134665389346,0.0457726748235226,0.045772674823941734
0.30000000000000004,0.0007345506275345817,0.0007345379876782455,0.0007306181196254596,0.00073000614541815
0.6,0.027951696396647727,0.027951696396772526,0.027816966599738997,0.02775493646948148
0.5,0.01887897726233952,0.018878977262460336,0.01877023146484854,0.018746098807033953
1.0,0.06424257293401389,0.06424257293401557,0.06379039439391627,0.06379039439422618
1.1,0.07331529206832416,0.07331529206832885,0.07279925417911848,0.07279916860657666
1.2000000000000002,0.08238801120247018,0.08238801120264201,0.08180811396431432,0.08180811396462365
1.3000000000000003,0.09146073033678512,0.0914607303369441,0.0908169737495118,0.09081697374982185
1.4000000000000001,0.10053344947107984,0.10053344947125718,0.09982583353470964,0.09982583353503406
2.0,0.15475556953004943,0.15475556953078792,0.15369396543900465,0.1536899433301221
1.9000000000000001,0.14572753436110158,0.1457275343612697,0.14472786147561986,0.14472786147594285
1.7000000000000002,0.12767146402208182,0.12767146402224316,0.1267956535488537,0.12679533475469945
2.1,0.16378360470014855,0.1637836047003059,0.16266006940238809,0.16266006940269676
1.6,0.11864342885257968,0.11864342885272504,0.11782954958546978,0.11782954958601732
1.5000000000000002,0.10960616860558536,0.10960616860557056,0.10883469331991087,0.1088344125291598
2.2,0.1728116398700096,0.17281163986982398,0.17162617336577315,0.17162617336614708
1.8000000000000003,0.13669949919160024,0.1366994991917517,0.1357617575122364,0.1357617575126078
2.3000000000000003,0.18183967504006182,0.1818396750393318,0.18059227732915975,0.1805922773295233
2.5000000000000004,0.19989574537778573,0.19989574537836788,0.1985244852559238,0.19852380005470988
2.4000000000000004,0.19086771020868562,0.19086771020885002,0.18955838129254002,0.189558381293059
2.6,0.20892378054774188,0.20892378054788532,0.20749058921930774,0.20749058921961636
3.2,0.26309199156483104,0.2630919915649835,0.26128721299960844,0.2612872129999195
2.8000000000000003,0.22697985088790634,0.22697985088691197,0.22542279714607696,0.2254225858717585
3.3000000000000003,0.27212002673435276,0.2721200267344913,0.2702533169629972,0.27025331696341487
2.9000000000000004,0.23600788605655187,0.23600788605642936,0.23438890110945917,0.23438868143197847
2.7,0.2179518157176377,0.21795181571740407,0.21645669318268881,0.216456693183001
3.0000000000000004,0.24503592122578885,0.24503592122594736,0.24335500507284274,0.24335500507335378
