,flux,z,f,enz,met_concentration,reaction,gpr
Kt2pp,0.13807578383693908,1.0,-9999.0,-9999.0,;k_c : 4.999999992621096e-07;h_p : 1.0;k_p : 1.0;h_c : 1.0,h_p + k_p --> h_c + k_c,( b1363 and b1291 and b3290 ) or ( b1291 and b3849 and b3290 ) or b1250 or b3747
EX_k_e_reverse,0.13807578383693908,1.0,-9999.0,-9999.0,;k_e : 1.0, --> k_e,
Ktex,0.13807578383693908,1.0,-9999.0,-9999.0,;k_p : 1.0;k_e : 1.0,k_e --> k_p,b1377 or b0241 or b0929 or b2215
PHETA1_reverse,0.1310529070848503,1.0,23.19853436491102,0.00021300646743480455,;phe__L_c : 4.999999992621096e-07;akg_c : 4.999999992621096e-07;glu__L_c : 5.731168982612912e-06;phpyr_c : 0.0004270180117980253,glu__L_c + phpyr_c --> akg_c + phe__L_c,b0928 or b4054 or b3770
PPNDH,0.1310529070848503,1.0,76.04528648121014,1.6607488964880836e-06,;h2o_c : 1.0;phpyr_c : 0.0004270180117980253;h_c : 1.0;pphn_c : 4.999999992621096e-07;co2_c : 9.9999999997618e-05,h_c + pphn_c --> co2_c + h2o_c + phpyr_c,b2599
CYTK1,0.1280380500421141,1.0,0.20545389122824886,8.54495145026205e-06,;cdp_c : 1.1709107940290086e-05;adp_c : 5.411968104158752e-06;atp_c : 5.411968104158758e-05;cmp_c : 4.999999992621096e-07,atp_c + cmp_c --> adp_c + cdp_c,b0910
CTPS2,0.11355230566937374,1.0,71.3054558912286,0.0015234719856285822,;h2o_c : 1.0;gln__L_c : 2.5906094527388015e-05;h_c : 1.0;utp_c : 0.02000000000856292;pi_c : 4.999999992620972e-07;atp_c : 5.411968104158758e-05;ctp_c : 0.0006700357270685813;adp_c : 5.411968104158752e-06;glu__L_c : 5.731168982612912e-06,atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c,b2780
MTHFR2,0.10919059555096622,1.0,29.061633045168357,0.00021297639661410324,;5mthf_c : 0.02000000000856292;nadh_c : 0.0007084583731630467;h_c : 1.0;nad_c : 0.007084583731630468;mlthf_c : 0.02000000000856292,2.0 h_c + mlthf_c + nadh_c --> 5mthf_c + nad_c,b3941
METS,0.10919059555096622,1.0,35.81887018241437,0.0002609174298989375,;h_c : 1.0;thf_c : 4.4894541890131475e-05;met__L_c : 4.999999992621096e-07;5mthf_c : 0.02000000000856292;hcys__L_c : 2.4999999952401825e-05,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c,b4019 or b3829
NDPK3,0.10892674250578349,1.0,-3.9987533031615907,5.693001297972801e-05,;ctp_c : 0.0006700357270685813;adp_c : 5.411968104158752e-06;atp_c : 5.411968104158758e-05;cdp_c : 1.1709107940290086e-05,atp_c + cdp_c --> adp_c + ctp_c,b2518 or b0474
SHSL1,0.10887368894489315,1.0,117.65744196313,3.027941984696043e-05,;succ_c : 4.999999992621096e-07;suchms_c : 0.02000000000856292;cys__L_c : 0.02000000000856292;cyst__L_c : 4.999999992621096e-07;h_c : 1.0,cys__L_c + suchms_c --> cyst__L_c + h_c + succ_c,b3939
HSST,0.10887368894489315,1.0,24.199999999999996,0.0004131891806926791,;suchms_c : 0.02000000000856292;succoa_c : 4.999999992621096e-07;coa_c : 4.999999992621096e-07;hom__L_c : 0.02000000000856292,hom__L_c + succoa_c --> coa_c + suchms_c,b4013
CYSTL,0.10887368894489315,1.0,32.85618115387893,7.74103812622953e-05,;nh4_c : 0.0027845228801085314;pyr_c : 1.3223265105347658e-05;h2o_c : 1.0;cyst__L_c : 4.999999992621096e-07;hcys__L_c : 2.4999999952401825e-05,cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c,b3008 or b1622
FACOAE161,0.10640988155842024,1.0,77.18910832989519,0.00023762623498789183,;h2o_c : 1.0;hdcoa_c : 0.00014214187560802327;hdcea_c : 4.999999992621096e-07;coa_c : 4.999999992621096e-07;h_c : 1.0,h2o_c + hdcoa_c --> coa_c + h_c + hdcea_c,b0452
AACPS4,0.10640988155842024,1.0,-9999.0,0.0003079718050527148,;hdeACP_c : 4.999999992621096e-07;ppi_c : 3.4549857648675275e-05;amp_c : 5.411968104158752e-06;atp_c : 5.411968104158758e-05;hdcea_c : 4.999999992621096e-07;ACP_c : 4.999999992621096e-07,ACP_c + atp_c + hdcea_c --> amp_c + hdeACP_c + ppi_c,b2836 and b1094
CTECOAI7_reverse,0.10640988155842024,1.0,-14.571280018435194,0.0002769284664825769,;hdd2coa_c : 4.999999992621096e-07;hdcoa_c : 0.00014214187560802327,hdd2coa_c --> hdcoa_c,b3846
G3PD2_reverse,0.09834574024318954,1.0,15.246547293024806,0.00011379750913915183,;nadp_c : 0.0020000000008562916;glyc3p_c : 0.02000000000856292;h_c : 1.0;nadph_c : 0.02000000000856292;dhap_c : 5.74937878586431e-05,dhap_c + h_c + nadph_c --> glyc3p_c + nadp_c,b3608
TYRTA_reverse,0.09770273108081753,1.0,23.198534364911026,0.00021976398635324313,;tyr__L_c : 2.8428375133944798e-05;akg_c : 4.999999992621096e-07;34hpp_c : 0.02000000000856292;glu__L_c : 5.731168982612912e-06,34hpp_c + glu__L_c --> akg_c + tyr__L_c,b0928 or b4054 or b3770
PPND,0.09770273108081753,1.0,16.26311379265465,0.0050711939153892235,;34hpp_c : 0.02000000000856292;nadh_c : 0.0007084583731630467;co2_c : 9.9999999997618e-05;nad_c : 0.007084583731630468;pphn_c : 4.999999992621096e-07,nad_c + pphn_c --> 34hpp_c + co2_c + nadh_c,b2600
AACPS3,0.09028159892795884,1.0,-9999.0,0.0002952744376665676,;hdca_c : 4.999999992621096e-07;ppi_c : 3.4549857648675275e-05;ACP_c : 4.999999992621096e-07;atp_c : 5.411968104158758e-05;amp_c : 5.411968104158752e-06;palmACP_c : 4.999999992621096e-07,ACP_c + atp_c + hdca_c --> amp_c + palmACP_c + ppi_c,b1094 and b2836
FACOAE160,0.09028159892795884,1.0,62.61782831146,0.00018774350677131418,;pmtcoa_c : 4.999999992621096e-07;h2o_c : 1.0;h_c : 1.0;coa_c : 4.999999992621096e-07;hdca_c : 4.999999992621096e-07,h2o_c + pmtcoa_c --> coa_c + h_c + hdca_c,b0452
ACOAD7f_reverse,0.09028159892795884,1.0,23.971279018435,0.0001406983373571432,;fadh2_c : 4.999999992621096e-07;pmtcoa_c : 4.999999992621096e-07;fad_c : 0.02000000000856292;hdd2coa_c : 4.999999992621096e-07,fadh2_c + hdd2coa_c --> fad_c + pmtcoa_c,b0221
FTHFLi,0.07874280303933522,1.0,28.26604506544227,-9999.0,;10fthf_c : 1.0102156396357731e-06;pi_c : 4.999999992620972e-07;atp_c : 5.411968104158758e-05;adp_c : 5.411968104158752e-06;thf_c : 4.4894541890131475e-05;for_c : 1.3202831987207005e-05,atp_c + for_c + thf_c --> 10fthf_c + adp_c + pi_c,
PFL,0.07700759789492177,1.0,-6.124732725410336,0.0001907472183638627,;pyr_c : 1.3223265105347658e-05;accoa_c : 0.02000000000856292;coa_c : 4.999999992621096e-07;for_c : 1.3202831987207005e-05,coa_c + pyr_c --> accoa_c + for_c,( b3951 and b3952 ) or ( b0902 and b0903 ) or ( b0902 and b3114 ) or ( b0903 and b0902 and b2579 )
IGPDH,0.06701584385301373,1.0,14.371279018435,5.068123536955651e-05,;imacp_c : 0.02000000000856292;h2o_c : 1.0;eig3p_c : 4.999999992621096e-07,eig3p_c --> h2o_c + imacp_c,b2022
IG3PS,0.06701584385301373,1.0,-9999.0,6.791678973302091e-05,;gln__L_c : 2.5906094527388015e-05;eig3p_c : 4.999999992621096e-07;prlp_c : 4.999999992621096e-07;h_c : 1.0;glu__L_c : 5.731168982612912e-06;aicar_c : 0.02000000000856292,gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c,b2023 and b2025
HISTP,0.06701584385301373,1.0,58.5383679548472,5.800883675302973e-05,;h2o_c : 1.0;hisp_c : 1.278145577846696e-06;pi_c : 4.999999992620972e-07;histd_c : 4.999999992621096e-07,h2o_c + hisp_c --> histd_c + pi_c,b2022
PRAMPC,0.06701584385301373,1.0,-9999.0,1.6980762544283207e-05,;prfp_c : 0.02000000000856299;h2o_c : 1.0;prbamp_c : 4.999999992621096e-07,h2o_c + prbamp_c --> prfp_c,b2026
ATPPRT,0.06701584385301373,1.0,-9999.0,7.734656578381753e-05,;atp_c : 5.411968104158758e-05;prpp_c : 0.0012362301025760926;ppi_c : 3.4549857648675275e-05;prbatp_c : 4.999999992621096e-07,atp_c + prpp_c --> ppi_c + prbatp_c,b2019
PRATPP,0.06701584385301373,1.0,-9999.0,1.5735919366065144e-05,;prbamp_c : 4.999999992621096e-07;h2o_c : 1.0;ppi_c : 3.4549857648675275e-05;h_c : 1.0;prbatp_c : 4.999999992621096e-07,h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c,b2026
HISTD,0.06701584385301373,1.0,24.776733909663292,3.687165077468703e-05,;h2o_c : 1.0;his__L_c : 4.999999992621096e-07;nadh_c : 0.0007084583731630467;nad_c : 0.007084583731630468;h_c : 1.0;histd_c : 4.999999992621096e-07,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c,b2020
PRMICI,0.06701584385301373,1.0,33.12872098156501,3.954846186147959e-05,;prfp_c : 0.02000000000856299;prlp_c : 4.999999992621096e-07,prfp_c --> prlp_c,b2024
HSTPT,0.06701584385301373,1.0,23.198534364911026,6.743155523698367e-05,;imacp_c : 0.02000000000856292;akg_c : 4.999999992621096e-07;hisp_c : 1.278145577846696e-06;glu__L_c : 5.731168982612912e-06,glu__L_c + imacp_c --> akg_c + hisp_c,b2021
UAGDP,0.0668389986476825,1.0,25.687794989863185,8.30256262477966e-06,;utp_c : 0.02000000000856292;ppi_c : 3.4549857648675275e-05;uacgam_c : 4.999999992621096e-07;h_c : 1.0;acgam1p_c : 4.634433369733657e-06,acgam1p_c + h_c + utp_c --> ppi_c + uacgam_c,b3730
GF6PTA,0.0668389986476825,1.0,7.475691038708664,0.00014698064987467453,;gam6p_c : 2.5251103310902885e-05;f6p_c : 4.999999992621096e-07;gln__L_c : 2.5906094527388015e-05;glu__L_c : 5.731168982612912e-06,f6p_c + gln__L_c --> gam6p_c + glu__L_c,b3729
G1PACT,0.0668389986476825,1.0,61.67232388938993,2.2832047218144065e-05,;gam1p_c : 0.002157761087867006;acgam1p_c : 4.634433369733657e-06;accoa_c : 0.02000000000856292;coa_c : 4.999999992621096e-07;h_c : 1.0,accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c,b3730
PGAMT_reverse,0.0668389986476825,1.0,-14.5712800184351,0.00011173581631877489,;gam1p_c : 0.002157761087867006;gam6p_c : 2.5251103310902885e-05,gam6p_c --> gam1p_c,b3176
ACCOAC,0.05505544899703152,1.0,54.7190750071328,0.0004328893084805242,;malcoa_c : 4.999999992621096e-07;accoa_c : 0.02000000000856292;atp_c : 5.411968104158758e-05;adp_c : 5.411968104158752e-06;hco3_c : 0.000199999999995236;h_c : 1.0;pi_c : 4.999999992620972e-07,accoa_c + atp_c + hco3_c --> adp_c + h_c + malcoa_c + pi_c,b3256 and b2316 and b3255 and b0185
MCOATA,0.055054034235397266,1.0,-9999.0,6.308473623092596e-05,;ACP_c : 4.999999992621096e-07;malACP_c : 4.999999992621096e-07;coa_c : 4.999999992621096e-07;malcoa_c : 4.999999992621096e-07,ACP_c + malcoa_c --> coa_c + malACP_c,b1094 and b1092
3OAS140,0.055051204712128765,1.0,-9999.0,0.00012291009544725852,;ddcaACP_c : 4.999999992621096e-07;ACP_c : 4.999999992621096e-07;3omrsACP_c : 4.999999992621096e-07;co2_c : 9.9999999997618e-05;malACP_c : 4.999999992621096e-07;h_c : 1.0,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c,b2323 or b1095
AACPS7,0.055051204712128765,1.0,-9999.0,0.00018946505355253563,;ddcaACP_c : 4.999999992621096e-07;ACP_c : 4.999999992621096e-07;ddca_c : 4.999999992621096e-07;amp_c : 5.411968104158752e-06;atp_c : 5.411968104158758e-05;ppi_c : 3.4549857648675275e-05,ACP_c + atp_c + ddca_c --> amp_c + ddcaACP_c + ppi_c,b1094 and b2836
FACOAE120,0.055051204712128765,1.0,62.417828311460006,0.00019302234303712182,;h2o_c : 1.0;ddcacoa_c : 4.999999992621096e-07;ddca_c : 4.999999992621096e-07;h_c : 1.0;coa_c : 4.999999992621096e-07,ddcacoa_c + h2o_c --> coa_c + ddca_c + h_c,b0452
3OAR140,0.055051204712128765,1.0,-9999.0,8.022247214447509e-05,;nadph_c : 0.02000000000856292;nadp_c : 0.0020000000008562916;3omrsACP_c : 4.999999992621096e-07;3hmrsACP_c : 4.999999992621096e-07;h_c : 1.0,3omrsACP_c + h_c + nadph_c --> 3hmrsACP_c + nadp_c,b1093
AGPAT161,0.05320494077921012,1.0,-9999.0,2.537937925938148e-05,;hdeACP_c : 4.999999992621096e-07;ACP_c : 4.999999992621096e-07;pa161_c : 4.999999992621096e-07;1hdec9eg3p_c : 4.999999992621096e-07,1hdec9eg3p_c + hdeACP_c --> ACP_c + pa161_c,b3018
DASYN161,0.05320494077921012,1.0,-9999.0,3.29810252123322e-05,;ctp_c : 0.0006700357270685813;ppi_c : 3.4549857648675275e-05;h_c : 1.0;cdpdhdec9eg_c : 4.999999992621096e-07;pa161_c : 4.999999992621096e-07,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c,b0175
ACPPAT161,0.05320494077921012,1.0,-9999.0,6.901200226985803e-05,;hdceap_c : 4.999999992621096e-07;hdeACP_c : 4.999999992621096e-07;ACP_c : 4.999999992621096e-07;pi_c : 4.999999992620972e-07;h_c : 1.0,h_c + hdeACP_c + pi_c --> ACP_c + hdceap_c,b1094 and b1090
PSD161,0.05320494077921012,1.0,31.45346781938801,2.7804014321879962e-05,;ps161_c : 4.999999992621096e-07;pe161_c : 4.999999992621096e-07;co2_c : 9.9999999997618e-05;h_c : 1.0,h_c + ps161_c --> co2_c + pe161_c,b4160
PSSA161,0.05320494077921012,1.0,-9999.0,6.542542218727206e-05,;ps161_c : 4.999999992621096e-07;ser__L_c : 1.2707993127492566e-06;h_c : 1.0;cdpdhdec9eg_c : 4.999999992621096e-07;cmp_c : 4.999999992621096e-07,cdpdhdec9eg_c + ser__L_c --> cmp_c + h_c + ps161_c,b2585
APG3PAT161,0.05320494077921012,1.0,-9999.0,1.4659876153717928e-05,;h_c : 1.0;hdceap_c : 4.999999992621096e-07;glyc3p_c : 0.02000000000856292;pi_c : 4.999999992620972e-07;1hdec9eg3p_c : 4.999999992621096e-07,glyc3p_c + hdceap_c --> 1hdec9eg3p_c + h_c + pi_c,b3059
PE161abcpp,0.05320494077921012,1.0,-9999.0,-9999.0,;h2o_c : 1.0;pe161_c : 4.999999992621096e-07;pi_c : 4.999999992620972e-07;atp_c : 5.411968104158758e-05;adp_c : 5.411968104158752e-06;pe161_p : 1.0;h_c : 1.0,atp_c + h2o_c + pe161_c --> adp_c + h_c + pe161_p + pi_c,b0914
ACPPAT160,0.04514079946397942,1.0,-9999.0,3.737017469142066e-05,;hdcap_c : 4.999999992621096e-07;ACP_c : 4.999999992621096e-07;h_c : 1.0;pi_c : 4.999999992620972e-07;palmACP_c : 4.999999992621096e-07,h_c + palmACP_c + pi_c --> ACP_c + hdcap_c,b1094 and b1090
PSSA160,0.04514079946397942,1.0,-9999.0,4.556027999188691e-05,;cdpdhdecg_c : 4.999999992621096e-07;ps160_c : 4.999999992621096e-07;ser__L_c : 1.2707993127492566e-06;h_c : 1.0;cmp_c : 4.999999992621096e-07,cdpdhdecg_c + ser__L_c --> cmp_c + h_c + ps160_c,b2585
AGPAT160,0.04514079946397942,1.0,-9999.0,2.5834803620858955e-05,;pa160_c : 4.999999992621096e-07;ACP_c : 4.999999992621096e-07;palmACP_c : 4.999999992621096e-07;1hdecg3p_c : 4.999999992621096e-07,1hdecg3p_c + palmACP_c --> ACP_c + pa160_c,b3018
DASYN160,0.04514079946397942,1.0,-9999.0,1.8571229262096238e-05,;ctp_c : 0.0006700357270685813;pa160_c : 4.999999992621096e-07;ppi_c : 3.4549857648675275e-05;cdpdhdecg_c : 4.999999992621096e-07;h_c : 1.0,ctp_c + h_c + pa160_c --> cdpdhdecg_c + ppi_c,b0175
APG3PAT160,0.04514079946397942,1.0,-9999.0,7.638069290837806e-06,;h_c : 1.0;glyc3p_c : 0.02000000000856292;pi_c : 4.999999992620972e-07;1hdecg3p_c : 4.999999992621096e-07;hdcap_c : 4.999999992621096e-07,glyc3p_c + hdcap_c --> 1hdecg3p_c + h_c + pi_c,b3059
PSD160,0.04514079946397942,1.0,31.45346781938801,3.528067058749076e-05,;co2_c : 9.9999999997618e-05;pe160_c : 4.999999992621096e-07;ps160_c : 4.999999992621096e-07;h_c : 1.0,h_c + ps160_c --> co2_c + pe160_c,b4160
PE160abcpp,0.04514079946397942,1.0,-9999.0,-9999.0,;h2o_c : 1.0;pe160_c : 4.999999992621096e-07;pi_c : 4.999999992620972e-07;atp_c : 5.411968104158758e-05;adp_c : 5.411968104158752e-06;pe160_p : 1.0;h_c : 1.0,atp_c + h2o_c + pe160_c --> adp_c + h_c + pe160_p + pi_c,b0914
PRAIi,0.04020964778797204,1.0,0.0,1.7274895409866744e-05,;pran_c : 4.999999992621096e-07;2cpr5p_c : 4.7388121981442716e-06,pran_c --> 2cpr5p_c,b1262
ANS,0.04020964778797204,1.0,128.93313400183885,0.0006904733098322448,;anth_c : 4.999999992621096e-07;pyr_c : 1.3223265105347658e-05;gln__L_c : 2.5906094527388015e-05;h_c : 1.0;glu__L_c : 5.731168982612912e-06;chor_c : 0.0002094683955967488,chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c,b1263 and b1264
ANPRT,0.04020964778797204,1.0,65.52616194469495,0.00010468642587743237,;anth_c : 4.999999992621096e-07;prpp_c : 0.0012362301025760926;ppi_c : 3.4549857648675275e-05;pran_c : 4.999999992621096e-07,anth_c + prpp_c --> ppi_c + pran_c,b1263
TRPS1,0.04020964778797204,1.0,38.926213472896634,0.00024124157006185403,;g3p_c : 0.0019372800476507063;trp__L_c : 4.999999992621096e-07;h2o_c : 1.0;3ig3p_c : 0.02000000000856292;ser__L_c : 1.2707993127492566e-06,3ig3p_c + ser__L_c --> g3p_c + h2o_c + trp__L_c,b1260 and b1261
IGPS,0.04020964778797204,1.0,85.324746837823,1.1102086904708005e-05,;co2_c : 9.9999999997618e-05;h2o_c : 1.0;3ig3p_c : 0.02000000000856292;h_c : 1.0;2cpr5p_c : 4.7388121981442716e-06,2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c,b1262
FLDR2,0.03931056676940314,1.0,-14.571280018434996,2.005840952652107e-05,;flxso_c : 4.999999992621096e-07;flxr_c : 1.2952499964698144e-06;h_c : 1.0;nadph_c : 0.02000000000856292;nadp_c : 0.0020000000008562916,2.0 flxso_c + nadph_c --> 2.0 flxr_c + h_c + nadp_c,( b3924 and b2895 ) or ( b3924 and b0684 )
GRXR,0.03762063399728581,1.0,10.131667366765246,4.632459667127474e-06,;grxrd_c : 4.999999992621096e-07;gthox_c : 4.999999992621096e-07;grxox_c : 0.02000000000856292;gthrd_c : 7.61120486184271e-05,grxox_c + 2.0 gthrd_c --> grxrd_c + gthox_c,b1654 or b1064 or b3610 or b0849
GTHOr,0.03762063399728581,1.0,32.0354205696314,2.7030110188788206e-05,;nadp_c : 0.0020000000008562916;gthox_c : 4.999999992621096e-07;h_c : 1.0;gthrd_c : 7.61120486184271e-05;nadph_c : 0.02000000000856292,gthox_c + h_c + nadph_c --> 2.0 gthrd_c + nadp_c,b3500
ALAR,0.02948504721871359,1.0,-4.780817022584236,2.2998414982792215e-05,;ala__L_c : 4.999999992621096e-07;ala__D_c : 3.1918515729233743e-06,ala__L_c --> ala__D_c,b1190 or b4053
A5PISO,0.027525602356064383,1.0,-3.400000000000435,3.378398875610404e-05,;ru5p__D_c : 3.803418044313029e-05;ara5p_c : 0.0003895407081738838,ru5p__D_c --> ara5p_c,b3197 or b2708
KDOPS,0.027525602356064383,1.0,108.20000100000055,0.00017758707674488938,;pep_c : 0.02000000000856292;h2o_c : 1.0;kdo8p_c : 4.999999992621096e-07;pi_c : 4.999999992620972e-07;ara5p_c : 0.0003895407081738838,ara5p_c + h2o_c + pep_c --> kdo8p_c + pi_c,b1215
KDOPP,0.027525602356064383,1.0,21.789107329895064,1.7572831326592564e-05,;h2o_c : 1.0;kdo_c : 0.02000000000856292;kdo8p_c : 4.999999992621096e-07;pi_c : 4.999999992620972e-07,h2o_c + kdo8p_c --> kdo_c + pi_c,b3198
UAGAAT,0.027525602356064383,1.0,-9999.0,4.648050969674688e-05,;ACP_c : 4.999999992621096e-07;uacgam_c : 4.999999992621096e-07;u3aga_c : 4.999999992621096e-07;3hmrsACP_c : 4.999999992621096e-07,3hmrsACP_c + uacgam_c --> ACP_c + u3aga_c,b1094 and b0181
UHGADA,0.027525602356064383,1.0,25.256548293024984,1.4762741184812295e-05,;h2o_c : 1.0;u3hga_c : 4.999999992621096e-07;ac_c : 0.000984057327574355;u3aga_c : 4.999999992621096e-07,h2o_c + u3aga_c --> ac_c + u3hga_c,b0096
U23GAAT,0.027525602356064383,1.0,-9999.0,7.694045792991462e-05,;u23ga_c : 4.999999992621096e-07;ACP_c : 4.999999992621096e-07;u3hga_c : 4.999999992621096e-07;h_c : 1.0;3hmrsACP_c : 4.999999992621096e-07,3hmrsACP_c + u3hga_c --> ACP_c + h_c + u23ga_c,b0179
KDOCT2,0.027525602356064383,1.0,72.97526927458978,1.2531076435291474e-05,;ckdo_c : 4.999999992621096e-07;ctp_c : 0.0006700357270685813;ppi_c : 3.4549857648675275e-05;kdo_c : 0.02000000000856292,ctp_c + kdo_c --> ckdo_c + ppi_c,b0918
UDCPDP,0.01965669814580906,1.0,36.88910732989507,1.3588966638540705e-05,;h_c : 1.0;h2o_c : 1.0;pi_c : 4.999999992620972e-07;udcpp_c : 0.02000000000856292;udcpdp_c : 4.999999992621096e-07,h2o_c + udcpdp_c --> h_c + pi_c + udcpp_c,b1278 or b0841 or b3057
ALAALAr,0.01965669814580906,1.0,14.571280018435173,1.578375414346393e-05,;alaala_c : 0.02000000000856292;pi_c : 4.999999992620972e-07;atp_c : 5.411968104158758e-05;adp_c : 5.411968104158752e-06;h_c : 1.0;ala__D_c : 3.1918515729233743e-06,2.0 ala__D_c + atp_c --> adp_c + alaala_c + h_c + pi_c,b0381 or b0092
UGMDDS,0.01965669814580906,1.0,59.06875430316185,1.4392828522589996e-05,;ugmd_c : 0.0073026384330931605;alaala_c : 0.02000000000856292;pi_c : 4.999999992620972e-07;atp_c : 5.411968104158758e-05;ugmda_c : 0.02000000000856292;adp_c : 5.411968104158752e-06;h_c : 1.0,alaala_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmda_c,b0086
UAGPT3,0.01965669814580906,1.0,7.667086936396471,2.1670734976979062e-05,;uagmda_c : 4.999999992621096e-07;uaagmda_c : 4.999999992621096e-07;uacgam_c : 4.999999992621096e-07;h_c : 1.0;udp_c : 5.18670125545646e-06,uacgam_c + uagmda_c --> h_c + uaagmda_c + udp_c,b0090
PAPPT3,0.01965669814580906,1.0,47.85488292625985,1.740746076137424e-05,;uagmda_c : 4.999999992621096e-07;ugmda_c : 0.02000000000856292;ump_c : 2.492081834037653e-06;udcpp_c : 0.02000000000856292,udcpp_c + ugmda_c --> uagmda_c + ump_c,b0087
UAPGR,0.01965669814580906,1.0,64.18092599170166,1.2630778263030016e-05,;nadp_c : 0.0020000000008562916;uaccg_c : 0.015499556160440093;h_c : 1.0;nadph_c : 0.02000000000856292;uamr_c : 0.02000000000856292,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c,b3972
UAAGDS,0.01965669814580906,1.0,59.96542156963158,3.084968899398775e-05,;ugmd_c : 0.0073026384330931605;uamag_c : 0.02000000000856292;pi_c : 4.999999992620972e-07;atp_c : 5.411968104158758e-05;adp_c : 5.411968104158752e-06;h_c : 1.0;26dap__M_c : 0.02000000000856292,26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c,b0085
GLUR_reverse,0.01965669814580906,1.0,-8.280926991701943,1.391279133714082e-05,;glu__D_c : 0.0001126378009619819;glu__L_c : 5.731168982612912e-06,glu__L_c --> glu__D_c,b3967
UAMAGS,0.01965669814580906,1.0,43.36185198340352,3.586871140320578e-05,;uama_c : 0.0022385215901217326;glu__D_c : 0.0001126378009619819;uamag_c : 0.02000000000856292;pi_c : 4.999999992620972e-07;atp_c : 5.411968104158758e-05;adp_c : 5.411968104158752e-06;h_c : 1.0,atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c,b0088
UAGCVT,0.01965669814580906,1.0,12.757440963130056,5.151848156839836e-05,;pep_c : 0.02000000000856292;uaccg_c : 0.015499556160440093;pi_c : 4.999999992620972e-07;uacgam_c : 4.999999992621096e-07,pep_c + uacgam_c --> pi_c + uaccg_c,b3189
UAMAS,0.01965669814580906,1.0,40.086161944695,7.698384792538738e-05,;uama_c : 0.0022385215901217326;pi_c : 4.999999992620972e-07;atp_c : 5.411968104158758e-05;ala__L_c : 4.999999992621096e-07;uamr_c : 0.02000000000856292;adp_c : 5.411968104158752e-06;h_c : 1.0,ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c,b0091
RNTR2c2,0.01911130753633061,1.0,55.54065752262451,5.789146385915187e-05,;flxso_c : 4.999999992621096e-07;h2o_c : 1.0;gtp_c : 2.9832196241931154e-05;dgtp_c : 8.99280093602191e-07;flxr_c : 1.2952499964698144e-06;h_c : 1.0,2.0 flxr_c + gtp_c + 2.0 h_c --> dgtp_c + 2.0 flxso_c + h2o_c,( b4238 and b3924 and b0684 and b4237 ) or ( b4238 and b3924 and b2895 and b4237 ) or ( b2895 and b4238 ) or ( b0684 and b4238 )
NDPK7,0.01911130753633061,1.0,-12.75744096312992,1.289941783425153e-05,;adp_c : 5.411968104158752e-06;dctp_c : 0.02000000000856292;atp_c : 5.411968104158758e-05;dcdp_c : 7.530552473706388e-05,atp_c + dcdp_c --> adp_c + dctp_c,b0474 or b2518
RNDR3b,0.01911130753633061,1.0,8.571279018434964,5.103698449095803e-05,;grxox_c : 0.02000000000856292;cdp_c : 1.1709107940290086e-05;h2o_c : 1.0;grxrd_c : 4.999999992621096e-07;dcdp_c : 7.530552473706388e-05,cdp_c + grxrd_c --> dcdp_c + grxox_c + h2o_c,( b2676 and b2675 and b1064 ) or ( b0849 and b2676 and b2675 ) or ( b2676 and b2675 and b3610 ) or ( b2676 and b2675 and b1654 )
DHFR,0.018982564227613397,1.0,45.66812980735102,4.941245140818142e-06,;dhf_c : 0.02000000000856292;nadp_c : 0.0020000000008562916;thf_c : 4.4894541890131475e-05;h_c : 1.0;nadph_c : 0.02000000000856292,dhf_c + h_c + nadph_c --> nadp_c + thf_c,b1606 or b0048
NDPK6,0.0185093264609552,1.0,8.46708793639655,1.3297914012278437e-05,;adp_c : 5.411968104158752e-06;atp_c : 5.411968104158758e-05;dutp_c : 0.0037533491541863412;dudp_c : 0.017899517986859327,atp_c + dudp_c --> adp_c + dutp_c,b0474 or b2518
TMDS,0.0185093264609552,1.0,27.334173872793087,0.0011193625351824923,;dtmp_c : 0.0003887178047819609;dhf_c : 0.02000000000856292;dump_c : 4.999999992621096e-07;mlthf_c : 0.02000000000856292,dump_c + mlthf_c --> dhf_c + dtmp_c,b2827
