,flux,z,f,enz,met_concentration,reaction,gpr
NDPK4,0.0185093264609552,1.0,-6.404192082038397,1.0184756295376022e-05,;adp_c : 5.411968104158752e-06;dttp_c : 0.001702806684203668;atp_c : 5.411968104158758e-05;dtdp_c : 3.895407081738308e-05,atp_c + dtdp_c --> adp_c + dttp_c,b0474 or b2518
RNDR4b,0.0185093264609552,1.0,-8.538366954831531,3.3738453364182683e-05,;grxrd_c : 4.999999992621096e-07;h2o_c : 1.0;dudp_c : 0.017899517986859327;grxox_c : 0.02000000000856292;udp_c : 5.18670125545646e-06,grxrd_c + udp_c --> dudp_c + grxox_c + h2o_c,( b2676 and b2675 and b1654 ) or ( b0849 and b2676 and b2675 ) or ( b2676 and b2675 and b3610 ) or ( b2676 and b2675 and b1064 )
DUTPDP,0.0185093264609552,1.0,91.8081813381933,7.65178360339291e-06,;h2o_c : 1.0;ppi_c : 3.4549857648675275e-05;dump_c : 4.999999992621096e-07;dutp_c : 0.0037533491541863412;h_c : 1.0,dutp_c + h2o_c --> dump_c + h_c + ppi_c,b3640 or b2251
RNTR1c2,0.0185093264609552,1.0,58.56185198340339,4.22184600550335e-05,;flxso_c : 4.999999992621096e-07;datp_c : 0.02000000000856292;atp_c : 5.411968104158758e-05;flxr_c : 1.2952499964698144e-06;h2o_c : 1.0;h_c : 1.0,atp_c + 2.0 flxr_c + 2.0 h_c --> datp_c + 2.0 flxso_c + h2o_c,( b0684 and b4238 ) or ( b4238 and b3924 and b0684 and b4237 ) or ( b4238 and b3924 and b2895 and b4237 ) or ( b2895 and b4238 )
DTMPK,0.0185093264609552,1.0,14.571280018435079,8.240412134259807e-06,;dtmp_c : 0.0003887178047819609;adp_c : 5.411968104158752e-06;dtdp_c : 3.895407081738308e-05;atp_c : 5.411968104158758e-05,atp_c + dtmp_c --> adp_c + dtdp_c,b1098
MOAT,0.013762801178032191,1.0,-9999.0,1.0522566764408671e-05,;kdolipid4_c : 4.999999992621096e-07;ckdo_c : 4.999999992621096e-07;h_c : 1.0;lipidA_c : 4.999999992621096e-07;cmp_c : 4.999999992621096e-07,ckdo_c + lipidA_c --> cmp_c + h_c + kdolipid4_c,b3633
USHD,0.013762801178032191,1.0,64.77526927458985,2.721956346299355e-06,;lipidX_c : 4.999999992621096e-07;h_c : 1.0;u23ga_c : 4.999999992621096e-07;ump_c : 2.492081834037653e-06;h2o_c : 1.0,h2o_c + u23ga_c --> 2.0 h_c + lipidX_c + ump_c,b0524
MOAT2,0.013762801178032191,1.0,-9999.0,1.3779797217000971e-05,;h_c : 1.0;ckdo_c : 4.999999992621096e-07;kdo2lipid4_c : 4.999999992621096e-07;kdolipid4_c : 4.999999992621096e-07;cmp_c : 4.999999992621096e-07,ckdo_c + kdolipid4_c --> cmp_c + h_c + kdo2lipid4_c,b3633
LPADSS,0.013762801178032191,1.0,17.667086936396473,2.6417499983836256e-05,;lipidAds_c : 4.999999992621096e-07;lipidX_c : 4.999999992621096e-07;u23ga_c : 4.999999992621096e-07;h_c : 1.0;udp_c : 5.18670125545646e-06,lipidX_c + u23ga_c --> h_c + lipidAds_c + udp_c,b0182
TDSK,0.013762801178032191,1.0,18.038366954831645,1.550647046563599e-05,;lipidAds_c : 4.999999992621096e-07;adp_c : 5.411968104158752e-06;lipidA_c : 4.999999992621096e-07;atp_c : 5.411968104158758e-05;h_c : 1.0,atp_c + lipidAds_c --> adp_c + h_c + lipidA_c,b0915
K2L4Aabctex,0.013762801178030437,1.0,-9999.0,-9999.0,;h2o_c : 1.0;kdo2lipid4_e : 1.0;atp_c : 5.411968104158758e-05;kdo2lipid4_p : 1.0;adp_c : 5.411968104158752e-06;h_c : 1.0;pi_c : 4.999999992620972e-07,atp_c + h2o_c + kdo2lipid4_p --> adp_c + h_c + kdo2lipid4_e + pi_c,b0054 and b3201 and b4261 and b4262 and b3199 and b3200 and b0641
K2L4Aabcpp,0.013762801178030437,1.0,-9999.0,-9999.0,;h2o_c : 1.0;kdo2lipid4_c : 4.999999992621096e-07;atp_c : 5.411968104158758e-05;kdo2lipid4_p : 1.0;adp_c : 5.411968104158752e-06;h_c : 1.0;pi_c : 4.999999992620972e-07,atp_c + h2o_c + kdo2lipid4_c --> adp_c + h_c + kdo2lipid4_p + pi_c,b0914
FE2tex,0.011361243303882962,1.0,-9999.0,-9999.0,;fe2_e : 1.0;fe2_p : 1.0,fe2_e --> fe2_p,b0241 or b1377 or b2215 or b0929
FE2tpp,0.011361243303882962,1.0,-9999.0,-9999.0,;fe2_p : 1.0;fe2_c : 4.999999992621096e-07,fe2_p --> fe2_c,b3040
EX_fe2_e_reverse,0.011361243303882962,1.0,-9999.0,-9999.0,;fe2_e : 1.0, --> fe2_e,
MCTP1App,0.00982834907290453,1.0,-9999.0,2.2677919245309324e-05,;ala__D_p : 1.0;murein5p5p_p : 1.0;murein5px4p_p : 1.0,murein5p5p_p --> ala__D_p + murein5px4p_p,( b0084 and b0635 and b3396 ) or ( b0084 and b0635 and b0149 )
DALAt2pp,0.00982834907290453,1.0,-9999.0,-9999.0,;ala__D_p : 1.0;h_c : 1.0;ala__D_c : 3.1918515729233743e-06;h_p : 1.0,ala__D_p + h_p --> ala__D_c + h_c,b4208
MPTG,0.00982834907290453,1.0,-9999.0,2.3853013327340574e-05,;uaagmda_c : 4.999999992621096e-07;h_c : 1.0;murein5p5p_p : 1.0;udcpdp_c : 4.999999992621096e-07,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c,( b1069 and b2519 and b0089 ) or ( b0089 and b1069 and b3208 ) or ( b1069 and b3396 and b0089 ) or ( b1069 and b0149 and b0089 )
AKGDH,0.007416734793206092,1.0,19.474006462759654,2.9991136328609034e-05,;akg_c : 4.999999992621096e-07;nadh_c : 0.0007084583731630467;succoa_c : 4.999999992621096e-07;nad_c : 0.007084583731630468;coa_c : 4.999999992621096e-07;co2_c : 9.9999999997618e-05,akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c,b0116 and b0727 and b0726
MG2tex,0.00613652858858008,1.0,-9999.0,-9999.0,;mg2_e : 1.0;mg2_p : 1.0,mg2_e --> mg2_p,b1377 or b0241 or b0929 or b2215
MG2t3_2pp,0.00613652858858008,1.0,-9999.0,-9999.0,;mg2_p : 1.0;h_p : 1.0;mg2_c : 4.999999992621096e-07;h_c : 1.0,2.0 h_c + mg2_p --> 2.0 h_p + mg2_c,
EX_mg2_e_reverse,0.00613652858858008,1.0,-9999.0,-9999.0,;mg2_e : 1.0, --> mg2_e,
FESR,0.005523229420130635,1.0,-9999.0,5.643677001694437e-07,;fe2_c : 4.999999992621096e-07;4fe4s_c : 4.999999992621096e-07;3fe4s_c : 4.999999992621096e-07,3fe4s_c + fe2_c --> 4fe4s_c,b4209
EX_cl_e_reverse,0.0036819171531480488,1.0,-9999.0,-9999.0,;cl_e : 1.0, --> cl_e,
ACt4pp,0.0036819171531480483,1.0,-9999.0,-9999.0,;ac_p : 1.0;na1_p : 1.0;na1_c : 4.999999992621096e-07;ac_c : 0.000984057327574355,ac_p + na1_p --> ac_c + na1_c,b4067
CLtex,0.0036819171531480483,1.0,-9999.0,-9999.0,;cl_p : 1.0;cl_e : 1.0,cl_e --> cl_p,b1377 or b0241 or b0929 or b2215
CAt6pp_reverse,0.0036819171531480483,1.0,-9999.0,-9999.0,;na1_p : 1.0;ca2_c : 4.999999992621096e-07;na1_c : 4.999999992621096e-07;ca2_p : 1.0,ca2_p + na1_c --> ca2_c + na1_p,b3196
EX_ca2_e_reverse,0.0036819171529032246,1.0,-9999.0,-9999.0,;ca2_e : 1.0, --> ca2_e,
CA2tex,0.0036819171529032246,1.0,-9999.0,-9999.0,;ca2_p : 1.0;ca2_e : 1.0,ca2_e --> ca2_p,b1377 or b0241 or b0929 or b2215
FESD1s,0.0027616147100653177,1.0,-9999.0,-9999.0,;h_c : 1.0;h2o_c : 1.0;fe3_c : 4.999999992621096e-07;3fe4s_c : 4.999999992621096e-07;4fe4s_c : 4.999999992621096e-07;h2o2_c : 4.999999992621096e-07,2.0 4fe4s_c + h2o2_c + 2.0 h_c --> 2.0 3fe4s_c + 2.0 fe3_c + 2.0 h2o_c,s0001
GLUTRR,0.0025239347555105597,1.0,-9999.0,0.0004994672732328052,;nadp_c : 0.0020000000008562916;glu1sa_c : 0.02000000000856299;glutrna_c : 4.999999992621096e-07;h_c : 1.0;nadph_c : 0.02000000000856292;trnaglu_c : 4.999999992621096e-07,glutrna_c + h_c + nadph_c --> glu1sa_c + nadp_c + trnaglu_c,b1210
GLUTRS,0.0025239347555105597,1.0,-9999.0,2.5153206596690674e-05,;ppi_c : 3.4549857648675275e-05;amp_c : 5.411968104158752e-06;atp_c : 5.411968104158758e-05;glutrna_c : 4.999999992621096e-07;trnaglu_c : 4.999999992621096e-07;glu__L_c : 5.731168982612912e-06,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c,b2400
G1SAT,0.0025239347555105597,1.0,35.12872098156501,6.148907050544156e-06,;glu1sa_c : 0.02000000000856299;5aop_c : 4.999999992621096e-07,glu1sa_c --> 5aop_c,b0154
DXPS,0.0020054246165561417,1.0,15.183448612783108,2.8974507697958507e-05,;dxyl5p_c : 0.017653863672229177;g3p_c : 0.0019372800476507063;pyr_c : 1.3223265105347658e-05;h_c : 1.0;co2_c : 9.9999999997618e-05,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c,b0420
CLt3_2pp,0.0018409585765740242,1.0,-9999.0,-9999.0,;h_c : 1.0;cl_p : 1.0;h_p : 1.0;cl_c : 4.999999992621096e-07,2.0 cl_p + h_c --> 2.0 cl_c + h_p,b0155
MECDPDH5,0.001689932772117327,1.0,-9999.0,2.179776798622281e-06,;flxso_c : 4.999999992621096e-07;h2o_c : 1.0;h2mb4p_c : 4.999999992621096e-07;2mecdp_c : 4.999999992621096e-07;flxr_c : 1.2952499964698144e-06;h_c : 1.0,2mecdp_c + 2.0 flxr_c + h_c --> 2.0 flxso_c + h2mb4p_c + h2o_c,( b2515 and b2895 ) or ( b2515 and b0684 )
MECDPS,0.001689932772117327,1.0,-9999.0,1.148643074162239e-06,;2mecdp_c : 4.999999992621096e-07;2p4c2me_c : 4.999999992621096e-07;cmp_c : 4.999999992621096e-07,2p4c2me_c --> 2mecdp_c + cmp_c,b2746
CDPMEK,0.001689932772117327,1.0,13.838366954831647,2.1759891142374493e-06,;4c2me_c : 4.999999992621096e-07;adp_c : 5.411968104158752e-06;2p4c2me_c : 4.999999992621096e-07;atp_c : 5.411968104158758e-05;h_c : 1.0,4c2me_c + atp_c --> 2p4c2me_c + adp_c + h_c,b1208
DXPRIi,0.001689932772117327,1.0,44.587845518064746,4.316168266470158e-06,;dxyl5p_c : 0.017653863672229177;nadp_c : 0.0020000000008562916;h_c : 1.0;2me4p_c : 1.4917364435951483e-05;nadph_c : 0.02000000000856292,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c,b0173
MEPCT,0.001689932772117327,1.0,20.40398925615479,9.329519999823395e-07,;4c2me_c : 4.999999992621096e-07;ppi_c : 3.4549857648675275e-05;h_c : 1.0;2me4p_c : 1.4917364435951483e-05;ctp_c : 0.0006700357270685813,2me4p_c + ctp_c + h_c --> 4c2me_c + ppi_c,b2747
NADS1,0.0016114135013580722,1.0,33.62998179081602,2.8701694950902794e-06,;ppi_c : 3.4549857648675275e-05;amp_c : 5.411968104158752e-06;nad_c : 0.007084583731630468;atp_c : 5.411968104158758e-05;nh4_c : 0.0027845228801085314;h_c : 1.0;dnad_c : 0.0012237529045359176,atp_c + dnad_c + nh4_c --> amp_c + h_c + nad_c + ppi_c,b1740
NNDPR,0.0016114135013580722,1.0,24.650908782517956,2.8073486739529934e-06,;ppi_c : 3.4549857648675275e-05;nicrnt_c : 0.02000000000856292;prpp_c : 0.0012362301025760926;quln_c : 4.999999992621096e-07;h_c : 1.0;co2_c : 9.9999999997618e-05,2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c,b0109
ASPO6,0.0016114135013580722,1.0,69.1,9.935040212735844e-07,;o2_c : 4.999999992621096e-07;asp__L_c : 4.999999992621096e-07;iasp_c : 4.999999992621096e-07;h_c : 1.0;h2o2_c : 4.999999992621096e-07,asp__L_c + o2_c --> h2o2_c + h_c + iasp_c,b2574
QULNS,0.0016114135013580722,1.0,239.43690131975822,3.4517298416931953e-06,;dhap_c : 5.74937878586431e-05;h2o_c : 1.0;iasp_c : 4.999999992621096e-07;pi_c : 4.999999992620972e-07;quln_c : 4.999999992621096e-07,dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c,b0750
NNATr,0.0016114135013580722,1.0,29.162676916123125,1.0934112960432424e-06,;nicrnt_c : 0.02000000000856292;ppi_c : 3.4549857648675275e-05;h_c : 1.0;atp_c : 5.411968104158758e-05;dnad_c : 0.0012237529045359176,atp_c + h_c + nicrnt_c --> dnad_c + ppi_c,b0639
IPDPS,0.0014932809049559134,1.0,45.8903530267333,2.3176265056569905e-06,;h2o_c : 1.0;nadh_c : 0.0007084583731630467;ipdp_c : 2.126078843351882e-05;nad_c : 0.007084583731630468;h2mb4p_c : 4.999999992621096e-07;h_c : 1.0,h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c,b0029
PPBNGS,0.0012619673777552799,1.0,73.38217168853998,8.829102264845768e-06,;h_c : 1.0;h2o_c : 1.0;ppbng_c : 4.999999992621096e-07;5aop_c : 4.999999992621096e-07,2.0 5aop_c --> 2.0 h2o_c + h_c + ppbng_c,b0369
SPODM,0.0011502012087072455,1.0,-9999.0,2.5673829230189425e-07,;o2_c : 4.999999992621096e-07;o2s_c : 4.999999992621096e-07;h_c : 1.0;h2o2_c : 4.999999992621096e-07,2.0 h_c + 2.0 o2s_c --> h2o2_c + o2_c,b3908 or b1656
QMO2,0.0011502012087072455,1.0,-9999.0,1.8616062866589368e-07,;q8_c : 4.999999992621096e-07;o2_c : 4.999999992621096e-07;o2s_c : 4.999999992621096e-07;h_c : 1.0;q8h2_c : 4.999999992621096e-07,2.0 o2_c + q8h2_c --> 2.0 h_c + 2.0 o2s_c + q8_c,b3029
ICYSDS,0.0009316205361568075,1.0,-9999.0,2.6685686956801473e-06,;ala__L_c : 4.999999992621096e-07;iscssh_c : 4.999999992621096e-07;cys__L_c : 0.02000000000856292;iscs_c : 4.999999992621096e-07,cys__L_c + iscs_c --> ala__L_c + iscssh_c,b2530
METAT,0.0006352279737803362,1.0,-9999.0,0.0007049959191942459,;amet_c : 2.4999999952401825e-05;h2o_c : 1.0;ppi_c : 3.4549857648675275e-05;met__L_c : 4.999999992621096e-07;pi_c : 4.999999992620972e-07;atp_c : 5.411968104158758e-05,atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c,b2942
DB4PS,0.0006309836888776232,1.0,124.54654929302485,4.692309792315417e-07,;h_c : 1.0;for_c : 1.3202831987207005e-05;ru5p__D_c : 3.803418044313029e-05;db4p_c : 4.999999992621096e-07,ru5p__D_c --> db4p_c + for_c + h_c,b3041
RBFSa,0.0006309836888776232,1.0,84.10000000000007,1.3039075147473361e-05,;4r5au_c : 4.999999992621096e-07;h2o_c : 1.0;dmlz_c : 4.999999992621096e-07;pi_c : 4.999999992620972e-07;db4p_c : 4.999999992621096e-07,4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + pi_c,b0415
CU2tpp,0.0005015329993433173,1.0,-9999.0,-9999.0,;cu2_c : 4.999999992621096e-07;cu2_p : 1.0,cu2_p --> cu2_c,b3040
CU2tex,0.0005015329991238104,1.0,-9999.0,-9999.0,;cu2_e : 1.0;cu2_p : 1.0,cu2_e --> cu2_p,b0241 or b1377 or b2215 or b0929
EX_cu2_e_reverse,0.0005015329991238104,1.0,-9999.0,-9999.0,;cu2_e : 1.0, --> cu2_e,
MN2tpp,0.0004888001446350243,1.0,-9999.0,-9999.0,;mn2_c : 4.999999992621096e-07;mn2_p : 1.0,mn2_p --> mn2_c,b3040
MNtex,0.0004888001440122025,1.0,-9999.0,-9999.0,;mn2_e : 1.0;mn2_p : 1.0,mn2_e --> mn2_p,b1377 or b0241 or b0929 or b2215
EX_mn2_e_reverse,0.0004888001440122025,1.0,-9999.0,-9999.0,;mn2_e : 1.0, --> mn2_e,
PTPATi,0.0004767746707428633,1.0,34.567087936396646,1.1523109735313254e-06,;dpcoa_c : 9.973205681833703e-06;ppi_c : 3.4549857648675275e-05;h_c : 1.0;atp_c : 5.411968104158758e-05;pan4p_c : 0.02000000000856292,atp_c + h_c + pan4p_c --> dpcoa_c + ppi_c,b3634
DPCOAK,0.0004767746707428633,1.0,12.757440963129888,7.471220261252305e-07,;dpcoa_c : 9.973205681833703e-06;adp_c : 5.411968104158752e-06;coa_c : 4.999999992621096e-07;atp_c : 5.411968104158758e-05;h_c : 1.0,atp_c + dpcoa_c --> adp_c + coa_c + h_c,b0103
ASP1DC,0.0004767746707428633,1.0,41.853467819388015,3.2142094359919824e-06,;asp__L_c : 4.999999992621096e-07;ala_B_c : 4.999999992621096e-07;h_c : 1.0;co2_c : 9.9999999997618e-05,asp__L_c + h_c --> ala_B_c + co2_c,b0131
PPNCL2,0.0004767746707428633,1.0,84.37526927458978,1.089723174282137e-05,;ppi_c : 3.4549857648675275e-05;4ppcys_c : 4.999999992621096e-07;4ppan_c : 4.999999992621096e-07;ctp_c : 0.0006700357270685813;cys__L_c : 0.02000000000856292;h_c : 1.0;cmp_c : 4.999999992621096e-07,4ppan_c + ctp_c + cys__L_c --> 4ppcys_c + cmp_c + h_c + ppi_c,b3639
PNTK,0.0004767746707428633,1.0,16.138366954831646,8.448066117581072e-06,;4ppan_c : 4.999999992621096e-07;adp_c : 5.411968104158752e-06;h_c : 1.0;atp_c : 5.411968104158758e-05;pnto__R_c : 4.999999992621096e-07,atp_c + pnto__R_c --> 4ppan_c + adp_c + h_c,b3974
PANTS,0.0004767746707428633,1.0,41.11488192625979,5.978158402777077e-06,;pant__R_c : 4.999999992621096e-07;ppi_c : 3.4549857648675275e-05;amp_c : 5.411968104158752e-06;atp_c : 5.411968104158758e-05;pnto__R_c : 4.999999992621096e-07;ala_B_c : 4.999999992621096e-07;h_c : 1.0,ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c,b0133
MOHMT,0.0004767746707428633,1.0,21.301042870954475,4.350343083333503e-06,;2dhp_c : 4.999999992621096e-07;3mob_c : 3.8034180443131095e-05;mlthf_c : 0.02000000000856292;thf_c : 4.4894541890131475e-05;h2o_c : 1.0,3mob_c + h2o_c + mlthf_c --> 2dhp_c + thf_c,b0134
PPCDC,0.0004767746707428633,1.0,17.424746837823005,8.287397235216826e-05,;co2_c : 9.9999999997618e-05;h_c : 1.0;4ppcys_c : 4.999999992621096e-07;pan4p_c : 0.02000000000856292,4ppcys_c + h_c --> co2_c + pan4p_c,b3639
DPR,0.0004767746707428633,1.0,23.638366954831643,5.607201221457422e-07,;2dhp_c : 4.999999992621096e-07;nadp_c : 0.0020000000008562916;pant__R_c : 4.999999992621096e-07;h_c : 1.0;nadph_c : 0.02000000000856292,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c,b0425 or b3774
ADPT,0.0004760672899267368,1.0,21.983602907824853,2.1698971001665854e-07,;prpp_c : 0.0012362301025760926;amp_c : 5.411968104158752e-06;ppi_c : 3.4549857648675275e-05;ade_c : 4.999999992621096e-07,ade_c + prpp_c --> amp_c + ppi_c,b0469
DHFS,0.0004732377666581966,1.0,-9999.0,5.348748803013819e-07,;dhpt_c : 4.999999992621096e-07;pi_c : 4.999999992620972e-07;atp_c : 5.411968104158758e-05;dhf_c : 0.02000000000856292;adp_c : 5.411968104158752e-06;h_c : 1.0;glu__L_c : 5.731168982612912e-06,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,b2315
ADCS,0.0004732377666581966,1.0,32.219293946533554,0.0002947112839664266,;4adcho_c : 2.0528823800843123e-06;chor_c : 0.0002094683955967488;gln__L_c : 2.5906094527388015e-05;glu__L_c : 5.731168982612912e-06,chor_c + gln__L_c --> 4adcho_c + glu__L_c,b1812 and b3360
DHNPA2r,0.0004732377666581966,1.0,-9999.0,1.619939761941534e-06,;dhnpt_c : 4.999999992621096e-07;gcald_c : 0.02000000000856292;6hmhpt_c : 4.999999992621096e-07,dhnpt_c --> 6hmhpt_c + gcald_c,b3058
DNMPPA,0.0004732377666581966,1.0,51.91782831146007,-9999.0,;dhnpt_c : 4.999999992621096e-07;h2o_c : 1.0;dhpmp_c : 4.999999992621096e-07;pi_c : 4.999999992620972e-07,dhpmp_c + h2o_c --> dhnpt_c + pi_c,
DNTPPA,0.0004732377666581966,1.0,70.99434328288814,1.1874750591217814e-07,;dhpmp_c : 4.999999992621096e-07;h2o_c : 1.0;ppi_c : 3.4549857648675275e-05;h_c : 1.0;ahdt_c : 4.999999992621096e-07,ahdt_c + h2o_c --> dhpmp_c + h_c + ppi_c,b1865 or b0099
DHPS2,0.0004732377666581966,1.0,39.67651497142814,5.210470272931606e-07,;dhpt_c : 4.999999992621096e-07;ppi_c : 3.4549857648675275e-05;6hmhptpp_c : 4.999999992621096e-07;4abz_c : 4.999999992621096e-07,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c,b3177
ADCL,0.0004732377666581966,1.0,96.7138400553053,1.7266107972315275e-07,;h_c : 1.0;pyr_c : 1.3223265105347658e-05;4abz_c : 4.999999992621096e-07;4adcho_c : 2.0528823800843123e-06,4adcho_c --> 4abz_c + h_c + pyr_c,b1096 or b4039
GTPCI,0.0004732377666581966,1.0,-9999.0,2.432082492328462e-06,;ahdt_c : 4.999999992621096e-07;h2o_c : 1.0;gtp_c : 2.9832196241931154e-05;h_c : 1.0;for_c : 1.3202831987207005e-05,gtp_c + h2o_c --> ahdt_c + for_c + h_c,b2153
HPPK2,0.0004732377666581966,1.0,17.538366954831645,2.6014906152970983e-07,;amp_c : 5.411968104158752e-06;6hmhptpp_c : 4.999999992621096e-07;h_c : 1.0;atp_c : 5.411968104158758e-05;6hmhpt_c : 4.999999992621096e-07,6hmhpt_c + atp_c --> 6hmhptpp_c + amp_c + h_c,b0142
DM_mththf_c,0.00031690660607306927,1.0,-9999.0,-9999.0,;mththf_c : 4.999999992621096e-07,mththf_c --> ,
MTHTHFSs,0.00031690660607306927,1.0,-9999.0,-9999.0,;h2o_c : 1.0;mththf_c : 4.999999992621096e-07;mdhdhf_c : 4.999999992621096e-07,h2o_c + mdhdhf_c --> mththf_c,s0001
AHCYSNS,0.00031690660607306927,1.0,52.21782831146001,9.528305727127438e-06,;ahcys_c : 4.999999992621096e-07;h2o_c : 1.0;rhcys_c : 4.999999992621096e-07;ade_c : 4.999999992621096e-07,ahcys_c + h2o_c --> ade_c + rhcys_c,b0159
RHCCE,0.00031690660607306927,1.0,39.428720981565,4.49789623160521e-06,;dhptd_c : 4.999999992621096e-07;rhcys_c : 4.999999992621096e-07;hcys__L_c : 2.4999999952401825e-05,rhcys_c --> dhptd_c + hcys__L_c,b2687
DHPTDCs2,0.00031690660607306927,1.0,-9999.0,-9999.0,;mdhdhf_c : 4.999999992621096e-07;dhptd_c : 4.999999992621096e-07,dhptd_c --> mdhdhf_c,s0001
NADK,0.00031619919427328114,1.0,23.600218938235027,3.120443687998428e-07,;nadp_c : 0.0020000000008562916;adp_c : 5.411968104158752e-06;atp_c : 5.411968104158758e-05;nad_c : 0.007084583731630468;h_c : 1.0,atp_c + nad_c --> adp_c + h_c + nadp_c,b2615
HMBS,0.00031549184443881997,1.0,76.94254492697517,2.583520198137487e-07,;nh4_c : 0.0027845228801085314;h2o_c : 1.0;hmbil_c : 4.999999992621096e-07;ppbng_c : 4.999999992621096e-07,h2o_c + 4.0 ppbng_c --> hmbil_c + 4.0 nh4_c,b3805
UPP3S,0.00031549184443881997,1.0,-9999.0,4.872228190292152e-09,;h2o_c : 1.0;hmbil_c : 4.999999992621096e-07;uppg3_c : 4.999999992621096e-07,hmbil_c --> h2o_c + uppg3_c,b3804
GTPCII2,0.0003154918444388116,1.0,-9999.0,2.5515110796910707e-05,;h2o_c : 1.0;ppi_c : 3.4549857648675275e-05;25drapp_c : 4.999999992621096e-07;gtp_c : 2.9832196241931154e-05;h_c : 1.0;for_c : 1.3202831987207005e-05,gtp_c + 3.0 h2o_c --> 25drapp_c + for_c + 2.0 h_c + ppi_c,b1277
DHPPDA2,0.0003154918444388116,1.0,-9999.0,7.788047007962388e-07,;h2o_c : 1.0;5apru_c : 4.999999992621096e-07;25drapp_c : 4.999999992621096e-07;nh4_c : 0.0027845228801085314;h_c : 1.0,25drapp_c + h2o_c + h_c --> 5apru_c + nh4_c,b0414
RBFSb,0.0003154918444388116,1.0,132.571279018435,6.320234060065678e-07,;4r5au_c : 4.999999992621096e-07;ribflv_c : 0.02000000000856292;dmlz_c : 4.999999992621096e-07,2.0 dmlz_c --> 4r5au_c + ribflv_c,b1662
PMDPHT,0.0003154918444388116,1.0,51.21782831146007,6.10346410779779e-08,;4r5au_c : 4.999999992621096e-07;h2o_c : 1.0;5aprbu_c : 4.999999992621096e-07;pi_c : 4.999999992620972e-07,5aprbu_c + h2o_c --> 4r5au_c + pi_c,b0844 or b3812
APRAUR,0.0003154918444388116,1.0,30.538366954831645,7.344310529065304e-07,;nadp_c : 0.0020000000008562916;5apru_c : 4.999999992621096e-07;5aprbu_c : 4.999999992621096e-07;nadph_c : 0.02000000000856292;h_c : 1.0,5apru_c + h_c + nadph_c --> 5aprbu_c + nadp_c,b0414
DXYLONtex_reverse,0.0003154918444387894,1.0,-9999.0,-9999.0,;dxylnt_p : 1.0;dxylnt_e : 1.0,dxylnt_p --> dxylnt_e,b0929 or b1377 or b2215
DXYLTD_reverse,0.0003154918444387894,1.0,-14.571280018435065,4.36807383172944e-07,;2ddara_c : 0.019999992253620126;h2o_c : 1.0;dxylnt_c : 4.999999992621096e-07,2ddara_c + h2o_c --> dxylnt_c,b0269 or b4297
2DDARAA_reverse,0.0003154918444387894,1.0,-14.571280018435067,1.3893204117829038e-07,;2ddara_c : 0.019999992253620126;pyr_c : 1.3223265105347658e-05;gcald_c : 0.02000000000856292,gcald_c + pyr_c --> 2ddara_c,b4298 or b0268
DXYLONtpp_reverse,0.0003154918444387894,1.0,-9999.0,-9999.0,;dxylnt_p : 1.0;dxylnt_c : 4.999999992621096e-07,dxylnt_c --> dxylnt_p,
EX_dxylnt_e,0.0003154918444387894,1.0,-9999.0,-9999.0,;dxylnt_e : 1.0,dxylnt_e --> ,
ZN2tpp,0.00024121685864043888,1.0,-9999.0,-9999.0,;zn2_c : 4.999999992621096e-07;zn2_p : 1.0,zn2_p --> zn2_c,b3040
Zn2tex,0.00024121685783029534,1.0,-9999.0,-9999.0,;zn2_e : 1.0;zn2_p : 1.0,zn2_e --> zn2_p,b1377 or b0241 or b0929 or b2215
EX_zn2_e_reverse,0.00024121685783029534,1.0,-9999.0,-9999.0,;zn2_e : 1.0, --> zn2_e,
NI2tpp,0.0002284840039321459,1.0,-9999.0,-9999.0,;ni2_p : 1.0;ni2_c : 4.999999992621096e-07,ni2_p --> ni2_c,b3816
EX_ni2_e_reverse,0.00022848400340080843,1.0,-9999.0,-9999.0,;ni2_e : 1.0, --> ni2_e,
NI2tex,0.00022848400340080843,1.0,-9999.0,-9999.0,;ni2_e : 1.0;ni2_p : 1.0,ni2_e --> ni2_p,b1377 or b0241 or b0929 or b2215
