,flux,z,f,enz,met_concentration,reaction,gpr
ACKr_reverse,5.379501696294389,1.0,2.289765613030717,3.522718535614053e-05,;atp_c : 2.6009595205285837e-05;actp_c : 4.999999992621096e-07;ac_c : 4.172661294810087e-06;adp_c : 2.600959520528581e-06,actp_c + adp_c --> ac_c + atp_c,b1849 or b2296 or b3115
PTAr,5.379501696294389,1.0,39.61237797640745,0.00035416788172443637,;accoa_c : 0.02000000000856292;coa_c : 4.462506080124438e-06;actp_c : 4.999999992621096e-07;pi_c : 0.020000000008563314,accoa_c + pi_c --> actp_c + coa_c,b2297 or b2458
GND,3.5032432464364613,1.0,27.662496167437457,0.002277165613511347,;6pgc_c : 0.0007978297528964933;ru5p__D_c : 0.000136003714097665;nadph_c : 0.02000000000856292;co2_c : 1.6751453800345658e-07;nadp_c : 0.0020000000008562916,6pgc_c + nadp_c --> co2_c + nadph_c + ru5p__D_c,b2029
G6PDH2r,3.5032432464364613,1.0,10.12579636178555,0.0003497241273967596,;g6p_c : 3.376421801088202e-05;h_c : 1.0;nadph_c : 0.02000000000856292;6pgl_c : 4.999999992621096e-07;nadp_c : 0.0020000000008562916,g6p_c + nadp_c --> 6pgl_c + h_c + nadph_c,b1852
PGL,3.5032432464364613,1.0,4.779765613030619,0.0001920204627022599,;h_c : 1.0;6pgc_c : 0.0007978297528964933;6pgl_c : 4.999999992621096e-07;h2o_c : 1.0,6pgl_c + h2o_c --> 6pgc_c + h_c,b0767
PYK,3.084616141018115,1.0,28.56038523597834,0.00017386747338915285,;h_c : 1.0;atp_c : 2.6009595205285837e-05;pyr_c : 5.00347068616984e-07;pep_c : 1.9142030294573105e-05;adp_c : 2.600959520528581e-06,adp_c + h_c + pep_c --> atp_c + pyr_c,b1854 or b1676
ACONTa,2.8066645059048243,1.0,0.4818674321376175,0.0007928430807640747,;cit_c : 1.5059322392154752e-05;acon_C_c : 4.999999992621096e-07;h2o_c : 1.0,cit_c --> acon_C_c + h2o_c,b0118 or b1276
CS,2.8066645059048243,1.0,50.40178956270478,0.0012908237187821351,;cit_c : 1.5059322392154752e-05;accoa_c : 0.02000000000856292;coa_c : 4.462506080124438e-06;h_c : 1.0;oaa_c : 4.999999992621096e-07;h2o_c : 1.0,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c,b0720
ACONTb,2.8066645059048243,1.0,0.7,0.0007928430903946545,;acon_C_c : 4.999999992621096e-07;icit_c : 4.999999992621096e-07;h2o_c : 1.0,acon_C_c + h2o_c --> icit_c,b0118 or b1276
ICDHyr,2.8066645059048243,1.0,27.899695743597704,0.0006705498422458627,;co2_c : 1.6751453800345658e-07;nadph_c : 0.02000000000856292;icit_c : 4.999999992621096e-07;nadp_c : 0.0020000000008562916;akg_c : 4.999999992621096e-07,icit_c + nadp_c --> akg_c + co2_c + nadph_c,b1136
MDH,2.782968001644844,1.0,-0.48186743213784666,4.831541669522299e-05,;mal__L_c : 0.001773078669043697;nadh_c : 4.999999992621078e-07;h_c : 1.0;nad_c : 4.999999992621083e-06;oaa_c : 4.999999992621096e-07,mal__L_c + nad_c --> h_c + nadh_c + oaa_c,b3236
FUM,2.782968001644844,1.0,-0.48186743213771166,6.787874063924133e-05,;mal__L_c : 0.001773078669043697;fum_c : 0.00039358202322705246;h2o_c : 1.0,fum_c + h2o_c --> mal__L_c,b4122 or b1612 or b1611
PPA,2.561442910237961,1.0,-0.4818674321376548,0.00016637832766396983,;ppi_c : 6.207153639009681e-07;pi_c : 0.020000000008563314;h_c : 1.0;h2o_c : 1.0,h2o_c + ppi_c --> h_c + 2.0 pi_c,b2502 or b2744 or b4226
SUCDi,2.262160526316362,1.0,9.648955368534482,0.0006987760812692389,;q8_c : 3.824032644798942e-06;fum_c : 0.00039358202322705246;q8h2_c : 4.999999992621096e-07;succ_c : 4.999999992621096e-07,q8_c + succ_c --> fum_c + q8h2_c,b0723 and b0721 and b0722 and b0724
PPC,2.1650289175481525,1.0,18.451586384980125,0.00022065166183768132,;pi_c : 0.020000000008563314;oaa_c : 4.999999992621096e-07;co2_c : 1.6751453800345658e-07;h_c : 1.0;pep_c : 1.9142030294573105e-05;h2o_c : 1.0,co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c,b3956
ASPTA_reverse,2.1413324132881724,1.0,-0.48186743213768857,0.0012331865385887249,;glu__L_c : 0.0013516071481578973;oaa_c : 4.999999992621096e-07;akg_c : 4.999999992621096e-07;asp__L_c : 0.005015855295473129,glu__L_c + oaa_c --> akg_c + asp__L_c,b0928 or b4054
AKGDH,2.020297474800821,1.0,41.603665328523604,0.001494732800660016,;nadh_c : 4.999999992621078e-07;succoa_c : 4.999999992621096e-07;nad_c : 4.999999992621083e-06;akg_c : 4.999999992621096e-07;co2_c : 1.6751453800345658e-07;coa_c : 4.462506080124438e-06,akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c,b0116 and b0727 and b0726
ADK1,1.9192486290930733,1.0,7.638366954831647,0.0004056218473474996,;amp_c : 2.600959520528581e-06;atp_c : 2.6009595205285837e-05;adp_c : 2.600959520528581e-06,amp_c + atp_c --> 2.0 adp_c,b0474
RPE,1.7680922109871307,1.0,-0.4818674321377139,1.855302981452361e-05,;ru5p__D_c : 0.000136003714097665;xu5p__D_c : 0.0006126938481592538,ru5p__D_c --> xu5p__D_c,b3386
RPI_reverse,1.7060394411422646,1.0,16.387433963129638,7.254413688919765e-06,;r5p_c : 4.999999992621096e-07;ru5p__D_c : 0.000136003714097665,ru5p__D_c --> r5p_c,b2914 or b4090
SUCOAS_reverse,1.6363570586583602,1.0,14.5452900400108,0.00032188970561883805,;pi_c : 0.020000000008563314;coa_c : 4.462506080124438e-06;atp_c : 2.6009595205285837e-05;succ_c : 4.999999992621096e-07;adp_c : 2.600959520528581e-06;succoa_c : 4.999999992621096e-07,adp_c + pi_c + succoa_c --> atp_c + coa_c + succ_c,b0729 and b0728
GLNS,1.6039344594824159,1.0,43.318132567862136,0.000695355949826695,;pi_c : 0.020000000008563314;gln__L_c : 4.999999992621096e-07;atp_c : 2.6009595205285837e-05;adp_c : 2.600959520528581e-06;h_c : 1.0;glu__L_c : 0.0013516071481578973;nh4_c : 0.02000000000856292,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,b3870
FADRx,1.5987022128296906,1.0,18.514779495740996,3.8460894267824466e-05,;fad_c : 8.201879091248348e-05;nadh_c : 4.999999992621078e-07;h_c : 1.0;nad_c : 4.999999992621083e-06;fadh2_c : 4.999999992621096e-07,fad_c + h_c + nadh_c --> fadh2_c + nad_c,b3844
PSERT,1.2164059245159837,1.0,31.77976561303054,0.0016195663255433987,;3php_c : 4.999999992621096e-07;glu__L_c : 0.0013516071481578973;pser__L_c : 4.999999992621096e-07;akg_c : 4.999999992621096e-07,3php_c + glu__L_c --> akg_c + pser__L_c,b0907
PSP_L,1.2164059245159837,1.0,20.28910732989495,7.995001104003344e-06,;ser__L_c : 4.999999992621096e-07;pser__L_c : 4.999999992621096e-07;pi_c : 0.020000000008563314;h2o_c : 1.0,h2o_c + pser__L_c --> pi_c + ser__L_c,b4388
PGCD,1.2164059245159837,1.0,-0.481867432137669,0.0007463292339961949,;nadh_c : 4.999999992621078e-07;3php_c : 4.999999992621096e-07;nad_c : 4.999999992621083e-06;h_c : 1.0;3pg_c : 0.009036352331199865,3pg_c + nad_c --> 3php_c + h_c + nadh_c,b2913
TKT1,1.0234162907847812,1.0,2.0341633166172346,0.00040405119743721073,;r5p_c : 4.999999992621096e-07;s7p_c : 4.999999992621096e-07;g3p_c : 0.0012150780459455337;xu5p__D_c : 0.0006126938481592538,r5p_c + xu5p__D_c --> g3p_c + s7p_c,b2935 or b2465
TALA,1.0234162907847812,1.0,11.989107329895132,0.0007217771645823348,;e4p_c : 4.999999992621096e-07;f6p_c : 1.5260136296854357e-05;g3p_c : 0.0012150780459455337;s7p_c : 4.999999992621096e-07,g3p_c + s7p_c --> e4p_c + f6p_c,b0008 or b2464
HCO3E,0.8426966934975726,1.0,4.212373421335901,0.000611297223162417,;hco3_c : 3.3502907600691315e-07;co2_c : 1.6751453800345658e-07;h_c : 1.0;h2o_c : 1.0,co2_c + h2o_c --> h_c + hco3_c,b0126 or b0339
ASAD_reverse,0.7818939502384904,1.0,9.909341716864212,0.0013796187791422182,;aspsa_c : 4.999999992621096e-07;pi_c : 0.020000000008563314;4pasp_c : 4.819420540312106e-05;h_c : 1.0;nadph_c : 0.02000000000856292;nadp_c : 0.0020000000008562916,4pasp_c + h_c + nadph_c --> aspsa_c + nadp_c + pi_c,b3433
ASPK,0.7818939502384904,1.0,-0.48186743213774363,6.010290727671732e-05,;atp_c : 2.6009595205285837e-05;4pasp_c : 4.819420540312106e-05;adp_c : 2.600959520528581e-06;asp__L_c : 0.005015855295473129,asp__L_c + atp_c --> 4pasp_c + adp_c,b3940 or b0002 or b4024
GHMT2r,0.7758981495623379,1.0,2.244747174144308,0.0030521758754174363,;ser__L_c : 4.999999992621096e-07;thf_c : 0.00033842288196768395;mlthf_c : 9.225649430563957e-05;gly_c : 9.927547036179745e-06;h2o_c : 1.0,ser__L_c + thf_c --> gly_c + h2o_c + mlthf_c,b2551
TKT2,0.7446759202023495,1.0,-0.48186743213774363,0.00016593654651221167,;e4p_c : 4.999999992621096e-07;f6p_c : 1.5260136296854357e-05;g3p_c : 0.0012150780459455337;xu5p__D_c : 0.0006126938481592538,e4p_c + xu5p__D_c --> f6p_c + g3p_c,b2935 or b2465
BIOMASS_Ec_iML1515_core_75p37M,0.7313735882564742,1.0,-9999.0,-9999.0,;ile__L_c : 4.999999992621096e-07;dctp_c : 1.5560974292667055e-05;mg2_c : 4.999999992621096e-07;thf_c : 0.00033842288196768395;kdo2lipid4_e : 1.0;ctp_c : 1.180381161719657e-05;cobalt2_c : 4.999999992621096e-07;pro__L_c : 6.803264487807033e-05;sheme_c : 4.999999992621096e-07;k_c : 4.999999992621096e-07;btn_c : 4.999999992621096e-07;mn2_c : 4.999999992621096e-07;pydx5p_c : 3.919713429559763e-05;pi_c : 0.020000000008563314;ala__L_c : 4.999999992621096e-07;trp__L_c : 4.999999992621096e-07;his__L_c : 0.007435058595482812;2fe2s_c : 4.999999992621096e-07;ribflv_c : 0.02000000000856292;asn__L_c : 1.0015082409191848e-06;pheme_c : 4.999999992621096e-07;lys__L_c : 0.005637765719454718;nad_c : 4.999999992621083e-06;gly_c : 9.927547036179745e-06;val__L_c : 4.999999992621096e-07;mlthf_c : 9.225649430563957e-05;asp__L_c : 0.005015855295473129;ca2_c : 4.999999992621096e-07;gln__L_c : 4.999999992621096e-07;leu__L_c : 4.999999992621096e-07;h_c : 1.0;utp_c : 3.872080601408625e-05;10fthf_c : 4.999999992621096e-07;2ohph_c : 4.999999992621096e-07;dttp_c : 2.4417639975882244e-06;h2o_c : 1.0;phe__L_c : 4.999999992621096e-07;so4_c : 0.02000000000856292;met__L_c : 4.999999992621096e-07;ppi_c : 6.207153639009681e-07;thmpp_c : 4.999999992621096e-07;udcpdp_c : 4.999999992621096e-07;4fe4s_c : 4.999999992621096e-07;arg__L_c : 8.97416009625129e-06;nadp_c : 0.0020000000008562916;succoa_c : 4.999999992621096e-07;glu__L_c : 0.0013516071481578973;dgtp_c : 4.999999992621096e-07;fe2_c : 4.999999992621096e-07;nh4_c : 0.02000000000856292;ser__L_c : 4.999999992621096e-07;atp_c : 2.6009595205285837e-05;cl_c : 4.999999992621096e-07;adp_c : 2.600959520528581e-06;tyr__L_c : 4.999999992621096e-07;amet_c : 2.4999999952401825e-05;mobd_c : 4.999999992621096e-07;thr__L_c : 0.02000000000856292;fad_c : 8.201879091248348e-05;gtp_c : 4.999999992621096e-07;ni2_c : 4.999999992621096e-07;coa_c : 4.462506080124438e-06;zn2_c : 4.999999992621096e-07;pe160_p : 1.0;pe161_p : 1.0;datp_c : 2.4780641374132766e-05;cu2_c : 4.999999992621096e-07;murein5px4p_p : 1.0;cys__L_c : 0.0027946098767316504;fe3_c : 4.999999992621096e-07,0.000223 10fthf_c + 2.6e-05 2fe2s_c + 0.000223 2ohph_c + 0.00026 4fe4s_c + 0.513689 ala__L_c + 0.000223 amet_c + 0.295792 arg__L_c + 0.241055 asn__L_c + 0.241055 asp__L_c + 75.55223 atp_c + 2e-06 btn_c + 0.005205 ca2_c + 0.005205 cl_c + 0.000576 coa_c + 2.5e-05 cobalt2_c + 0.133508 ctp_c + 0.000709 cu2_c + 0.09158 cys__L_c + 0.026166 datp_c + 0.027017 dctp_c + 0.027017 dgtp_c + 0.026166 dttp_c + 0.000223 fad_c + 0.006715 fe2_c + 0.007808 fe3_c + 0.26316 gln__L_c + 0.26316 glu__L_c + 0.612638 gly_c + 0.215096 gtp_c + 70.028756 h2o_c + 0.094738 his__L_c + 0.290529 ile__L_c + 0.195193 k_c + 0.019456 kdo2lipid4_e + 0.450531 leu__L_c + 0.343161 lys__L_c + 0.153686 met__L_c + 0.008675 mg2_c + 0.000223 mlthf_c + 0.000691 mn2_c + 7e-06 mobd_c + 0.013894 murein5px4p_p + 0.001831 nad_c + 0.000447 nadp_c + 0.013013 nh4_c + 0.000323 ni2_c + 0.063814 pe160_p + 0.075214 pe161_p + 0.185265 phe__L_c + 0.000223 pheme_c + 0.221055 pro__L_c + 0.000223 pydx5p_c + 0.000223 ribflv_c + 0.215792 ser__L_c + 0.000223 sheme_c + 0.004338 so4_c + 9.8e-05 succoa_c + 0.000223 thf_c + 0.000223 thmpp_c + 0.253687 thr__L_c + 0.056843 trp__L_c + 0.137896 tyr__L_c + 5.5e-05 udcpdp_c + 0.144104 utp_c + 0.423162 val__L_c + 0.000341 zn2_c --> 75.37723 adp_c + 75.37723 h_c + 75.37323 pi_c + 0.773903 ppi_c,
EX_pi_e_reverse,0.7054873514731241,1.0,-9999.0,-9999.0,;pi_e : 1.0, --> pi_e,
PIt2rpp,0.7054873514731241,1.0,-9999.0,-9999.0,;h_p : 1.0;pi_c : 0.020000000008563314;pi_p : 1.0;h_c : 1.0,h_p + pi_p --> h_c + pi_c,b3493 or b2987
PItex,0.7054873514731241,1.0,-9999.0,-9999.0,;pi_e : 1.0;pi_p : 1.0,pi_e --> pi_p,b1377 or b0241 or b0929 or b2215
PRPPS,0.6826231503574833,1.0,-0.4818674321377774,0.0008110487411328426,;prpp_c : 5.241940033324529e-06;amp_c : 2.600959520528581e-06;r5p_c : 4.999999992621096e-07;atp_c : 2.6009595205285837e-05;h_c : 1.0,atp_c + r5p_c --> amp_c + h_c + prpp_c,b1207
MTHFD,0.6432108904337817,1.0,-0.48186743213766725,8.038530692154311e-05,;nadph_c : 0.02000000000856292;mlthf_c : 9.225649430563957e-05;methf_c : 4.999999992621096e-07;nadp_c : 0.0020000000008562916,mlthf_c + nadp_c --> methf_c + nadph_c,b0529
MTHFC,0.6432108904337817,1.0,5.8,8.038530692154311e-05,;h_c : 1.0;10fthf_c : 4.999999992621096e-07;methf_c : 4.999999992621096e-07;h2o_c : 1.0,h2o_c + methf_c --> 10fthf_c + h_c,b0529
ACLS,0.639488930243049,1.0,16.006306572312656,0.00018970716961958756,;h_c : 1.0;co2_c : 1.6751453800345658e-07;alac__S_c : 0.0002691168155401624;pyr_c : 5.00347068616984e-07,h_c + 2.0 pyr_c --> alac__S_c + co2_c,( b0077 and b0078 ) or ( b3670 and b3671 )
DHAD1,0.639488930243049,1.0,52.25011474720552,2.7716093111857153e-05,;3mob_c : 1.334468125186772e-05;h2o_c : 1.0;23dhmb_c : 0.008830154611298068,23dhmb_c --> 3mob_c + h2o_c,b3771
KARA1_reverse,0.639488930243049,1.0,15.735639507928077,0.004175909066200803,;h_c : 1.0;nadph_c : 0.02000000000856292;alac__S_c : 0.0002691168155401624;nadp_c : 0.0020000000008562916;23dhmb_c : 0.008830154611298068,alac__S_c + h_c + nadph_c --> 23dhmb_c + nadp_c,b3774
NDPK1,0.5777953739528361,1.0,8.438366954831647,0.0004052761564355651,;gdp_c : 4.999999992621096e-07;atp_c : 2.6009595205285837e-05;gtp_c : 4.999999992621096e-07;adp_c : 2.600959520528581e-06,atp_c + gdp_c --> adp_c + gtp_c,b0474 or b2518
HSDy_reverse,0.5105916490487271,1.0,-0.39035402673335184,7.105217576121512e-05,;aspsa_c : 4.999999992621096e-07;hom__L_c : 0.02000000000856292;nadph_c : 0.02000000000856292;h_c : 1.0;nadp_c : 0.0020000000008562916,aspsa_c + h_c + nadph_c --> hom__L_c + nadp_c,b3940 or b0002
CBPS,0.45826918254365556,1.0,7.79759391931739,0.005718115417292412,;hco3_c : 3.3502907600691315e-07;gln__L_c : 4.999999992621096e-07;cbp_c : 5.439981265795979e-06;h_c : 1.0;pi_c : 0.020000000008563314;atp_c : 2.6009595205285837e-05;adp_c : 2.600959520528581e-06;glu__L_c : 0.0013516071481578973;h2o_c : 1.0,2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,b0032 and b0033
ALATA_L_reverse,0.42554533408451467,1.0,20.18155517573508,0.000396351012659873,;glu__L_c : 0.0013516071481578973;pyr_c : 5.00347068616984e-07;akg_c : 4.999999992621096e-07;ala__L_c : 4.999999992621096e-07,glu__L_c + pyr_c --> akg_c + ala__L_c,b2290 or b2379
THRS,0.398025208706585,1.0,10.960386348329948,0.001302255559452392,;pi_c : 0.020000000008563314;h2o_c : 1.0;thr__L_c : 0.02000000000856292;phom_c : 4.999999992621096e-07,h2o_c + phom_c --> pi_c + thr__L_c,b0004
HSK,0.398025208706585,1.0,66.56708793639665,4.589520029878376e-05,;h_c : 1.0;atp_c : 2.6009595205285837e-05;phom_c : 4.999999992621096e-07;hom__L_c : 0.02000000000856292;adp_c : 2.600959520528581e-06,atp_c + hom__L_c --> adp_c + h_c + phom_c,b0003
AICART,0.39679357558394707,1.0,2.320234386969407,0.0006318849512008547,;aicar_c : 0.02000000000856292;10fthf_c : 4.999999992621096e-07;fprica_c : 4.999999992621096e-07;thf_c : 0.00033842288196768395,10fthf_c + aicar_c --> fprica_c + thf_c,b4006
IMPC_reverse,0.39679357558394707,1.0,-0.4818674321376264,0.0006318849512008547,;fprica_c : 4.999999992621096e-07;imp_c : 0.0007273946050793954;h2o_c : 1.0,fprica_c --> h2o_c + imp_c,b4006
IPMD,0.3295064740907776,1.0,-0.4818674321378076,0.0007381580126063253,;3c2hmp_c : 4.1236547731521444e-05;nadh_c : 4.999999992621078e-07;h_c : 1.0;nad_c : 4.999999992621083e-06;3c4mop_c : 4.999999992621096e-07,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c,b0073 or b1800
OMCDC,0.3295064740907776,1.0,29.509341716864352,-9999.0,;h_c : 1.0;co2_c : 1.6751453800345658e-07;4mop_c : 0.02000000000856292;3c4mop_c : 4.999999992621096e-07,3c4mop_c + h_c --> 4mop_c + co2_c,s0001
IPPMIb_reverse,0.3295064740907776,1.0,-0.4818674321376428,0.00019348996563711425,;2ippm_c : 0.00011830584831372077;3c3hmp_c : 0.0003394142942410161;h2o_c : 1.0,3c3hmp_c --> 2ippm_c + h2o_c,b0071 and b0072
IPPS,0.3295064740907776,1.0,41.53774588585118,0.000524445249914448,;accoa_c : 0.02000000000856292;coa_c : 4.462506080124438e-06;3mob_c : 1.334468125186772e-05;h_c : 1.0;3c3hmp_c : 0.0003394142942410161;h2o_c : 1.0,3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c,b0074
IPPMIa_reverse,0.3295064740907776,1.0,-0.4818674321378671,0.00022376801030256954,;3c2hmp_c : 4.1236547731521444e-05;2ippm_c : 0.00011830584831372077;h2o_c : 1.0,2ippm_c + h2o_c --> 3c2hmp_c,b0071 and b0072
LEUTAi,0.3295064740907776,1.0,46.50848659459554,0.00020765892703531664,;leu__L_c : 4.999999992621096e-07;glu__L_c : 0.0013516071481578973;4mop_c : 0.02000000000856292;akg_c : 4.999999992621096e-07,4mop_c + glu__L_c --> akg_c + leu__L_c,b3770 or b4054
