,iML1515,EcoECM,EcoTCM(Dfi>=0),EcoETM
0.6000000000000001,0.027951696396647727,0.02795169639677203,0.02781703852759615,0.02775485102120866
1.2,0.08238801120247018,0.08238801120264105,0.08180811396431432,0.08180811396431399
0.4,0.009806945843781391,0.00980690446421295,0.00976650256091064,0.009759009659522703
0.8,0.04609713466539753,0.04609713466539006,0.0457726748235226,0.045772674823527704
1.8,0.13669949919160024,0.1366994991917507,0.13576175751223923,0.13576175751223704
1.0,0.06424257293401389,0.06424257293401554,0.06379039439391627,0.06379039439391677
1.6,0.11864342885257968,0.11864342885272482,0.11782954958546978,0.11782954958546979
2.0,0.15475556953004943,0.15475556953078687,0.15369396543900465,0.15369396543900488
2.8000000000000003,0.22697985088790634,0.22697985088691022,0.22542279714607696,0.2254225858714493
2.6000000000000005,0.20892378054774188,0.20892378054788444,0.20749058921930807,0.2074905892193121
1.4000000000000001,0.10053344947107984,0.10053344947125728,0.09982583353470964,0.09982583353471157
3.4000000000000004,0.281148061903957,0.2811480619040088,0.2792194209263781,0.27921942092637864
3.0000000000000004,0.24503592122578885,0.24503592122594456,0.24335500507284274,0.24335500507284338
2.2,0.1728116398700096,0.172811639869823,0.17162617336577315,0.1716261733657764
4.4,0.3714284135990151,0.37142841359916917,0.3688804605602234,0.3688804605602156
4.800000000000001,0.40754055427675767,0.4075405542772312,0.40474487641375456,0.4047448764137537
3.8000000000000003,0.3172602025819301,0.3172602025820692,0.3150838367799169,0.31508354147162815
3.2,0.26309199156483104,0.26309199156498236,0.26128721299960844,0.26128062009400016
2.4000000000000004,0.19086771020868562,0.19086771020884885,0.18955838129254002,0.1895583812925422
4.0,0.3353162729209741,0.3353162729211071,0.33301604470668167,0.33301604470668283
4.6000000000000005,0.38948448393805196,0.3894844839382032,0.38681266848698614,0.3868126684869856
4.2,0.35337234325995426,0.35337234326014133,0.35094825263344925,0.3509479237117001
3.6000000000000005,0.29920413224280124,0.29920413224304343,0.2971516288531464,0.2971516288531443
5.000000000000001,0.4255966246161099,0.42559662461626613,0.4226770843405209,0.42267708434052637
5.4,0.4617087652938145,0.4617087652943292,0.4585415001940599,0.4585409749293341
5.6000000000000005,0.47976483563306427,0.47976483563336414,0.476473708120824,0.47647370812082457
6.4,0.5519883814230814,0.5519883814232373,0.5482025398278989,0.5482025398278983
5.2,0.44365269495513854,0.4436526949553022,0.44060929226729434,0.4406092922672887
6.000000000000001,0.515876288867105,0.5158762888672674,0.5123381239743584,0.5123376437920242
7.000000000000001,0.6061565202570361,0.606156520257193,0.6019991636082155,0.6015741223471803
5.800000000000001,0.4978209059720557,0.49782090597239,0.49440591604759465,0.49440591604759215
6.6000000000000005,0.5700444277010719,0.570044427701229,0.5661347477546673,0.5661347477546712
7.4,0.6422686128130105,0.6422686128131617,0.6378635794617523,0.6346616747391327
7.2,0.6242125665350209,0.6242125665351823,0.6199313715349738,0.6183974123161533
8.2,0.7144927979249526,0.7144908875111198,0.7095924111688044,0.6607638846458234
6.800000000000001,0.5881004739790576,0.5881004739792038,0.5840669556814359,0.5840669556814342
6.2,0.5339323351450882,0.5339323351452583,0.530270331901128,0.530270331901131
8.0,0.6964367516469607,0.6964367516471188,0.6916602032420457,0.6581462918426021
7.6000000000000005,0.6603246590909988,0.6603246590911521,0.6557957873885113,0.6451542611504223
8.6,0.7506048904809214,0.7447091807352363,0.7454568270223405,0.6659990702522484
7.800000000000001,0.6783807053689769,0.6783807053691312,0.6737279953152602,0.655453611830717
8.4,0.7325488442029285,0.7325473974518022,0.727524619095583,0.6633814774490306
8.799999999999999,0.7686609367589204,0.7477740929554421,0.7633890349491085,0.6686166630554731
9.2,0.8047730293148787,0.7536290714275765,0.7992534508026479,0.673851848661901
9.6,0.8408851218708451,0.7594840498997033,0.8351178666561829,0.6790870342683203
9.4,0.8228290755928583,0.7565565606636353,0.817185658729412,0.6764694414651158
9.0,0.7867169830368752,0.7507015821915108,0.7813212428758795,0.6712342558586732
9.8,0.8589411681488435,0.7624115391357802,0.8530500745829501,0.6817046270715258
10.4,0.9131093069827836,0.7711940068439805,0.9068466983632509,0.6895574054811778
11.0,0.9672774458167295,0.7799764745521869,0.9606433221435596,0.6974101838908273
10.6,0.931165353260773,0.7741214960800488,0.9247789062900199,0.6921749982844012
12.0,1.0575576772066557,0.7912710968174779,1.0503043617773975,0.7047041371733725
10.2,0.895053260704807,0.7682665176079164,0.8889144904364867,0.6869398126779631
12.2,1.0756137234846581,0.7928787304395335,1.0682365697041638,0.7061358918136031
10.0,0.8769972144268035,0.7653390283718488,0.8709822825097183,0.6843222198747587
11.4,1.0033895383727056,0.7858314530243221,0.9965077379971142,0.7004088732527969
11.6,1.0214455846507022,0.7880558295733802,1.01443994592387,0.7018406278930025
12.8,1.1297818623186235,0.7962573420228048,1.1220331934844616,0.7085397466741412
10.8,0.9492213995387728,0.7770489853161178,0.9427111142167883,0.6947925910876046
12.6,1.1117258160406223,0.7955106836431128,1.1041009855576924,0.7081309548513303
11.2,0.9853334920947303,0.7829039637882544,0.9785755300703518,0.6989771186126068
12.4,1.093669769762636,0.7944793498820752,1.0861687776309261,0.707315797418529
11.8,1.0395016309286986,0.7896634631954326,1.0323721538506507,0.7032723825332251
13.2,1.1658939548745897,0.7968331055628635,1.1578976093380051,0.7089082117073503
14.0,1.2381181399861174,0.7976614360345992,1.2296264410450763,0.7096451417737847
13.4,1.18395000115255,0.7970401881807904,1.1758298172647654,0.7090924442239711
13.8,1.2200620937085156,0.7974543534166644,1.2116942331182967,0.7094609092571903
13.6,1.202006047430549,0.797247270798723,1.1937620251915397,0.7092766767405843
14.4,1.2742302325424752,0.7980756012704615,1.2654908568986043,0.7100136068070338
13.0,1.1478379085965766,0.7966260229449302,1.1399654014112415,0.708723979190758
14.2,1.2561741862644902,0.7978685186525272,1.2475586489718307,0.7098293742903994
14.6,1.292286278820489,0.7982826838883917,1.28342306482538,0.7101978393236127
14.8,1.3103423250984823,0.798489766506335,1.3013552727521418,0.7103820718402135
15.0,1.3283983713764314,0.7986968491242621,1.3192874806789117,0.7105663043568222
